business_name,text,predicted_label,prediction_reason,name,description,category
Smith's Food and Drug,"Gotta love 24/7 (closed reasonable holidays) - staff is nice, pharmacy team is great.",Valid,"The review describes a genuine experience at the grocery store, mentioning specific aspects like 24/7 hours, staff friendliness, and pharmacy services, which are all relevant to a grocery store business.",Smith's Food and Drug,,"['Grocery store', 'Propane supplier']"
McArthur's Temple View RV Resort,Really nice place to stay. I would recommend this place to a friend.,Valid,"The review describes a genuine experience at the RV resort with a positive recommendation, and the 5-star rating is consistent with the positive feedback about the accommodation.",McArthur's Temple View RV Resort,"RV park featuring 20/30/50-amp hookups, plus a heated pool, a hot tub, a fitness center & games.",['RV park']
Holiday Lanes,Best shakes in all of Utah.,Irrelevant,The review discusses 'shakes' (likely milkshakes) which is unrelated to the business category of 'Bowling alley'. The short text focuses on food/drinks rather than bowling services or experience.,Holiday Lanes,,['Bowling alley']
Angelica's Mexican Grill,I went on a Monday and got their street taco special and holy cow! Or should I say holy pig! I got their sweet pork and it was the best I've ever had! Honestly I could eat like 20 of these and they would all be good! I'll be back for sure!,Valid,"The review describes a genuine dining experience at the Mexican restaurant, specifically mentioning the street taco special and sweet pork, which aligns with the business description of a Mexican eatery serving traditional street food. The 5-star rating is consistent with the enthusiastic positive feedback.",Angelica's Mexican Grill,"Cheery Mexican eatery dishing out traditional street grub in a cozy, art-adorned space",['Mexican restaurant']
Heber Valley Historic Railroad,"Wish the place had more exterior lighting when picking a pumpkin. My 2 year old had a blast on the train. I was hoping they would have had a little more than just a train ride (decorations, lighting, more interactive activities)",Valid,"The review describes a genuine experience at the Heber Valley Historic Railroad, mentioning specific details about the train ride, pumpkin picking, and activities. The content is directly relevant to this tourist attraction/railroad company, and the 4-star rating aligns with the mixed but overall positive feedback about the experience.",Heber Valley Historic Railroad,"This old-fashioned train ride with scenic views offers trips with sign-a-longs, live music & BBQ.","['Railroad company', 'Tourist attraction']"
Chinatown Supermarket - 中國城超市,"Huge Asian market, they've got a great selection covering most Asian cultures. Even though all of their inventory is imported, they still manage to have great prices.",Valid,"The review provides a genuine experience describing the supermarket's selection, variety of Asian products, imported inventory, and pricing. The content is directly relevant to the business categories (Asian grocery store, Chinese supermarket, etc.) and the 5-star rating aligns with the positive feedback.",Chinatown Supermarket - 中國城超市,,"['Grocery store', 'Asian grocery store', 'Chinese supermarket', 'Fruit and vegetable store', 'Grocery delivery service', 'Japanese grocery store', 'Korean grocery store', 'Night market', 'Seafood market', 'Supermarket']"
Outback Steakhouse,Good steaks 👍🏻,Valid,"The review describes a genuine dining experience at the steakhouse, mentioning 'Good steaks' which directly relates to the business category 'Steak house' and description. The 5-star rating is consistent with the positive feedback.",Outback Steakhouse,"Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.","['Steak house', 'American restaurant', 'Australian restaurant', 'Bar', 'Bar & grill', 'Gluten-free restaurant', 'Takeout Restaurant', 'Restaurant']"
Einstein Bros. Bagels,"I love hot, fresh, chewy bagels! The Riverton location is top notch. I love your rewards program and your customer service. I recently picked up a catering order for my school as well and they loaded my car and gave me a free drink. It made my day! Customers for life! 😘",Valid,"The review describes a genuine experience at Einstein Bros. Bagels, mentioning specific products (bagels), services (rewards program, customer service, catering), and a positive interaction with staff. The 5-star rating is consistent with the enthusiastic and detailed positive feedback about their visit to the Riverton location.",Einstein Bros. Bagels,"Counter-service chain offering egg sandwiches, soups, salads, baked goods & a variety of bagels.","['Bagel shop', 'Bakery', 'Breakfast restaurant', 'Cafe', 'Coffee shop']"
Chip Cookies,Great place to grab some warm tasty cookies.,Valid,"The review describes a genuine experience at the cookie shop, mentioning 'warm tasty cookies' which directly relates to the business name 'Chip Cookies', description as a bakeshop offering cookies, and category as a cookie shop/bakery. The 5-star rating is consistent with the positive text.",Chip Cookies,,['Bakery']
Maverik,"(Translated by Google) It is open 24 hours sell good food

(Original)
Está abierto las 24 horas venden buena comida",Valid,"The review describes a genuine experience at the gas station/convenience store, mentioning it's open 24 hours and serves good food, which aligns with the business description and category. The 5-star rating is consistent with the positive feedback.",Maverik,"Gas-station & convenience-store chain, serving drinks & snacks from burritos to frozen yogurt.","['Convenience store', 'Gas station']"
Island Buffalo Grill,Best buffalo burger ever!!!,Valid,"The review describes a positive experience with the buffalo burger at a hamburger restaurant, which is directly relevant to the business category and name. The 5-star rating is consistent with the enthusiastic positive text.",Island Buffalo Grill,,"['Hamburger restaurant', 'Fast food restaurant']"
Heber Valley Haircut,Amy is the best! I can’t say enough about her quality hair cuts and quality personality!,Valid,"The review describes a genuine experience with a specific staff member (Amy) at the hair salon, praising both the haircut quality and service. The 5-star rating is consistent with the positive feedback, and the content is clearly relevant to a barber shop business.",Heber Valley Haircut,,['Barber shop']
Pine Valley Reservoir,"Great place to enjoy getting away from the the city. But don't expect to get away from the people, at least not on weekends.",Valid,"The review provides a genuine experience about visiting Pine Valley Reservoir, describing both positive aspects (getting away from the city) and practical advice (crowded on weekends). The content is directly relevant to a lake/tourist attraction and the 5-star rating aligns with the overall positive sentiment.",Pine Valley Reservoir,,"['Lake', 'Tourist attraction']"
Beto's Mexican Food,"I come here for their breakfast burritos. They're really big, and pretty good. They're also a little dry, and it can be hard to get Beto's to give you enough salsa to make it through the entire burrito. Nothing amazing, but I'm still glad they're in town for when I want a massive breakfast burrito.",Valid,"The review describes a genuine dining experience at the Mexican restaurant, providing specific details about breakfast burritos, portion size, taste, and salsa. The 4-star rating is consistent with the balanced feedback that acknowledges both positives and areas for improvement.",Beto's Mexican Food,"Modest, quick-serve outpost offering classic Mexican standards, plus a drive-thru window.","['Mexican restaurant', 'Restaurant']"
Cinemark 24 Jordan Landing and XD,"This is our regular theater. Always clean, never to busy, temperature in the theaters is always perfect.",Valid,"The review describes a genuine experience at the movie theater, mentioning specific aspects like cleanliness, crowd levels, and temperature that are directly relevant to the cinema experience. The 5-star rating is consistent with the positive feedback.",Cinemark 24 Jordan Landing and XD,"Chain of movie theaters, some with multiple screens, stadium seats & self-service ticketing kiosks.","['Movie theater', 'Snack bar']"
Applebee's Grill + Bar,Shrimp & chicken dinner was excellent.   Service very attentive.,Valid,"The review describes a genuine dining experience at Applebee's, mentioning specific food items (shrimp & chicken dinner) and service quality. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's category and description.",Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']"
O'Reilly Auto Parts,Manager was super friendly and very knowledgeable.,Valid,"The review describes a genuine experience with the manager at an auto parts store, praising their friendliness and knowledge. The content is directly relevant to the business category and the 5-star rating is consistent with the positive feedback.",O'Reilly Auto Parts,,"['Auto parts store', 'Auto body parts supplier', 'Car battery store', 'Car repair and maintenance', 'Car stereo store', 'Motorcycle parts store', 'Trailer supply store', 'Truck accessories store']"
Guardsmans Pass Overlook,Beautiful,Valid,"The review describes a genuine experience at a scenic overlook with 'Beautiful', which is directly relevant to the business category of 'Scenic spot' and 'Tourist attraction'. The 4-star rating is consistent with the positive comment.",Guardsmans Pass Overlook,,"['Scenic spot', 'Tourist attraction']"
Taco Time,I liked the food but the line took longer than I would have liked.,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning both positive aspects (liked the food) and negative aspects (long wait time). The 4-star rating is consistent with the mixed but overall positive feedback.",Taco Time,"Longtime Mexican fast-food chain serving tacos, crisp burritos & kids' meals in simple surrounds.","['Taco restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Mexican restaurant', 'Salad shop', 'Spanish restaurant', 'Tex-Mex restaurant']"
Smith's Marketplace,"This Smith's is HUGE! It's awesome, so much selection. I came here to grab some strawberries on sale and they weren't very fresh though, unfortunately. I've gotten bananas here though which were great, and they order the bananas by how ripe they are. I also appreciate self checkout because that's usually faster!",Valid,"The review describes a genuine shopping experience at Smith's Marketplace, mentioning specific products (strawberries, bananas), store features (self checkout, large selection), and both positive and negative aspects. The content is directly relevant to a grocery store experience and the 4-star rating aligns with the mixed but generally positive feedback.",Smith's Marketplace,,"['Grocery store', 'Propane supplier']"
Hires Big H,"This place is getting worse and worse.  We waited 35 minutes at the drive up window, and the place was empty.   Then they got the order wrong.  2 fries,  2 sandwiches,  an order of garlic bread  22.57. They used to use roasted turkey breast  but now they use turkey like lunch meat.   But the sign still says roasted turkey breast.   Just for your information if you write a tip on the ticket hires keeps it  so tip in cash.  This used to be such a great place to eat.   They also started charging for fry sauce.",Valid,"The review describes a detailed personal dining experience at the restaurant, including specific complaints about wait time, order accuracy, food quality changes, pricing, and service policies. Despite the negative sentiment and 1-star rating, the content is directly relevant to the hamburger restaurant and reflects a genuine visit.",Hires Big H,"Diner-style drive-in where roller-skating carhops serve burgers, shakes & frosty mugs of root beer.",['Hamburger restaurant']
Pie Hole,"I don't know why'd you pay for old reheated pizza. It's not that bad at but... I go out for fresh good food.  Was a little surprised this place is so popular, It's not even that cheap. Maybe it's just not my thing but I really don't think it's worth it. I don't think I will be coming back.",Valid,"The review describes a genuine dining experience at the pizza restaurant, with specific feedback about the food quality (reheated pizza), pricing, and overall value. The 2-star rating aligns with the disappointed but honest critique of their visit.",Pie Hole,"Funky open-late pizza parlor with a tiny eat-in area that's known for its ample, thin slices & beer.",['Pizza restaurant']
Christiansen Dental,"I've never written a review before but this guy is amazing. I know there's more than one dentist here but I've only ever met Dr Christiansen, and I can't even begin to express what an amazing job he does with such a great personality. All of the people working here are just great. I'll probably never go to another place unless I move out of state. A big group of my co-workers go here, simply because you want to spread the word about him once you come.",Valid,"The review describes a genuine experience with Dr. Christiansen and the dental practice, providing specific details about the dentist's personality, work quality, and staff. The 5-star rating is consistent with the highly positive content, and the review is clearly relevant to the dental services offered at this location.",Christiansen Dental,,"['Dentist', 'Cosmetic dentist', 'Dental clinic', 'Dental hygienist', 'Emergency dental service']"
PetSmart,I wish they had more than cats in their adoption center.,Valid,"The review provides genuine feedback about the pet adoption center at PetSmart, specifically commenting on the limited variety of animals available for adoption. This is directly relevant to PetSmart's pet adoption services and reflects a real customer experience.",PetSmart,"Chain featuring a range of pets, supplies & food (most offer grooming, boarding & other services).","['Pet supply store', 'Pet adoption service', 'Pet groomer', 'Pet trainer']"
SUSHI GO,"Good sushi for a good price! It's about what you'd expect for what you pay for, I wish they had more variety to choose from but we had a good experience when we went.",Valid,"The review describes a genuine dining experience at the sushi restaurant, discussing the food quality, pricing, variety, and overall experience. The 4-star rating is consistent with the balanced positive feedback.",SUSHI GO,,['Restaurant']
"Smoked Out Ink - Smoke, Vape, Tattoo and Piercing",I ran in for one item was helped very fast but the service wasn't to friendly seemed like I was an inconvenience to her,Valid,"The review describes a genuine customer experience at the location, mentioning being helped quickly but noting unfriendly service. The content is directly relevant to the business as it discusses the service quality, and the 3-star rating is consistent with the mixed experience described.","Smoked Out Ink - Smoke, Vape, Tattoo and Piercing",,"['Vaporizer store', 'Tattoo and piercing shop', 'Tobacco shop']"
Utah Pic-a-Part,I have been coming here for years and have purchased parts for so many different car repairs. Staff is always helpful when helping me locate a care and pricing is reasonable.,Valid,"The review describes a genuine experience at an auto parts business, mentioning specific aspects like staff helpfulness, car part purchases, and pricing. The 4-star rating is consistent with the positive text, and the content is directly relevant to the business category of auto parts/salvage yard.",Utah Pic-a-Part,,"['Auto wrecker', 'Auto body parts supplier', 'Auto parts store', 'Junkyard', 'Salvage yard', 'Used auto parts store']"
Raintree Commons,Rooms are pretty small and there is no TV provided. A bit of walk to BYU. But you get what you pay for and the club house/pool are pretty nice!,Valid,"The review provides a genuine assessment of student housing, mentioning specific aspects like room size, amenities (TV, clubhouse, pool), proximity to BYU, and value for money. The content is directly relevant to the business categories (student housing center, apartment building, etc.) and describes an actual experience at the location.",Raintree Commons,,"['Student housing center', 'Apartment building', 'Apartment complex', 'Apartment rental agency', 'Condominium complex', 'Condominium rental agency', 'Real estate rental agency']"
Target,"A very good experience on Black Friday, efficient employees, lots of variety, good discounts and all willing to help.  I recommend it",Valid,"The review describes a genuine shopping experience at Target, mentioning specific aspects like employee efficiency, product variety, and helpfulness. The 5-star rating is consistent with the positive experience described. While 'discounts' is mentioned, it's in the context of describing the shopping experience rather than promoting external deals.",Target,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.","['Department store', 'Baby store', 'Clothing store', 'Electronics store', 'Furniture store', 'Grocery store', 'Toy store']"
Ditta Caffè,A cute little coffee shop with a green house and patio. They use very few disposables and the staff are nice and friendly.,Valid,"The review describes a genuine experience at the coffee shop, mentioning relevant details like the patio (which matches the description), staff friendliness, and environmental practices. The 5-star rating is consistent with the positive feedback about the location and service.",Ditta Caffè,,['Coffee shop']
Koi D Bar Rolled Icecream & Boba Tea,Was super excited to try this place. Ice cream did not have all the Ingredients stayed on the menu. Overrated and expensive. Will not be returning.,Valid,"The review describes a genuine visit experience at the ice cream and boba tea shop, mentioning specific issues with missing menu ingredients and pricing concerns. The 3-star rating is consistent with the mixed-negative feedback about the business.",Koi D Bar Rolled Icecream & Boba Tea,,"['Ice cream shop', 'Beverage distributor', 'Bubble tea store', 'Dessert shop']"
Jake's Automotive,"This is a long review, I hope you stick through it because it may help you decide on what makes a great mechanic versus a crappy one!

I had an air conditioner issue in the middle of summer.  Troy answered my call, was polite and extremely knowledgeable.  He was open to my input as I described the issue I had and was even patient with me as I tried to tell him more and more.  After calling around and getting hung up on I decided to call Jake's automotive back.  Troy answered and told me about the drop off overnight availability that they had there.

When I brought my car in on Sunday night to leave it, the car lot was full.  It was a good sign to me, showing that they had a lot of work.

Troy called me later that day to tell me what was wrong with my air conditioner.  He found a hole that punctured one of my lines and described the labor that was going to be involved.  I approved the order and he fixed it same day.  The shop closes at 5:30pm and he called me at 5:28pm letting me know it was ready for pick-up.

This sounds like a normal fix'r upper doesn't it?  Well, there is a reason why I have gone into so much detail.  Because it wasn't fixed.  I went in on Monday early evening and picked it up.  The A/C was working, but by the time I got home it was not.  I immediately called back and Troy answered the phone, clearly after they had closed.  He said he was working on something else and asked me to bring it back in.  He discovered that the charge of Freon in the system was too much.  He did not give any excuses, he just stayed late for me to drain it out and re-charge the Freon.  It was clearly a mistake, but it cost him, not me and I deeply appreciated the extra effort to make it right.  He could have just not answered the phone when I called him.

You see, I had a great mechanic before.  But he closed up shop when his dealership went out of business...and I had to find a new, honest mechanic.  Troy was GREAT and he has a customer for life!",Valid,"This is a detailed, genuine review describing the reviewer's specific experience with Jake's Automotive. The review provides concrete details about the air conditioning repair service, interactions with Troy (presumably a staff member), and the resolution of an issue. The 5-star rating aligns with the positive outcome and appreciation expressed for the mechanic's service. The content is highly relevant to an auto repair shop.",Jake's Automotive,,"['Auto repair shop', 'Auto tune up service', 'Oil change service']"
Cabela's,Nice place,Valid,"The review expresses a positive opinion about the location with a 5-star rating. While brief, 'Nice place' is a relevant comment about the overall experience at Cabela's sporting goods store.",Cabela's,"Retail mainstay stocking a huge inventory of hunting, fishing & camping supplies, plus boats & ATVs.","['Sporting goods store', 'Boat dealer', 'Camping store', 'Gun shop']"
Asian Market,This place is awesome.,Valid,"The review provides a positive assessment of the Asian Market with a 5-star rating. While brief, the text 'This place is awesome' directly relates to the business and expresses a genuine opinion about the location.",Asian Market,,['Asian grocery store']
"Roger A. Kraft, Attorney at Law, P.C.","I had a GREAT experience from start to finish with Roger Kraft. He was professional and very easy to work with. He really helped guide me along the entire process, answering any questions or concerns I had, making sure I was prepared with what I needed to do and know. I can not thank him enough for helping me with everything, resulting in an amazing outcome. I HIGHLY recommend!",Valid,"The review describes a genuine experience with the attorney's services, detailing professional interaction, guidance through a legal process, and satisfaction with the outcome. The 5-star rating is consistent with the highly positive feedback about the legal services provided.","Roger A. Kraft, Attorney at Law, P.C.",,"['Bankruptcy attorney', 'Criminal justice attorney']"
Chili's Grill & Bar,"Generally, I had a good experience. The food was great. I did have a problem with the server. She kept asking how WE were doing, instead of how I was doing. The whole WE thing is a pet peeve of mine, as if I know how she is a part of of how I am doing. Other than that, I had a great experience.",Valid,"The review describes a genuine dining experience at Chili's, discussing both the food quality and service interaction. Despite the reviewer's personal pet peeve about the server's language, the content is relevant to the restaurant experience and the 4-star rating aligns with the overall positive but slightly critical feedback.",Chili's Grill & Bar,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,"['Tex-Mex restaurant', 'American restaurant', 'Bar', 'Bar & grill', 'Hamburger restaurant', 'Mexican restaurant', 'Restaurant']"
Kanarraville Rest Area - I15 North Bound,Clean and felt very safe,Valid,"The review describes a genuine experience at the rest area, commenting on cleanliness and safety which are directly relevant to a rest stop location. The 5-star rating is consistent with the positive feedback.",Kanarraville Rest Area - I15 North Bound,,['Rest stop']
Mountain America Credit Union,"I went in to discuss my options on some debt. Carey Dawson was extremely helpful, kind, and generous. He saved me a lot of money. I walked out the door with a better head on my shoulders. I'm amazed that man isn't managing his own branch yet. Superb member service from him every time. :)",Valid,"The review describes a genuine experience at the credit union, mentioning specific services (debt discussion, money saving), a specific staff member (Carey Dawson), and praising the member service. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the business category as a credit union and loan agency.",Mountain America Credit Union,,"['Credit union', 'Car finance and loan company', 'Loan agency']"
La Fountain Mexican Restaurant on 56th West,Watch out for orders to go...they put beans on everything ...i asked for no beans and got beans call in and they said the next time I come in just yo tell them and they would give me a free smothered burrito without beans... So I did ask and basically they make me feel like a liar like I was lying so I did give him five star cuz I Foods okay but their service is poor the girls at the desk and the answer the phone are very rude,Valid,"The review describes a genuine dining experience at the Mexican restaurant, discussing specific food items (beans, burritos), service interactions, and staff behavior. Despite some inconsistency between the 5-star rating and negative comments about service, the content is clearly relevant to the restaurant and reflects an actual visit.",La Fountain Mexican Restaurant on 56th West,"Typical Mexican food, including tacos & burritos, plus all-day breakfast, served in a casual eatery.","['Mexican restaurant', 'Burrito restaurant', 'Catering food and drink supplier', 'Restaurant']"
The Home Depot,"Very helpful staff, loaded heavy things in cart for me. Then everything in my car. Thank you.",Valid,"The review describes a genuine shopping experience at The Home Depot, mentioning helpful staff assistance with loading heavy items into cart and car, which is relevant to a home improvement store experience. The 5-star rating is consistent with the positive feedback about staff service.",The Home Depot,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Bathroom supply store', 'Cabinet store', 'Hardware store', 'Lighting store', 'Paint store', 'Rug store', 'Tool store', 'Window treatment store']"
River Pointe Plaza,Has a interesting selection,Valid,"The review describes a genuine experience at the shopping mall, mentioning an 'interesting selection' which is relevant to what one would find at a shopping mall. The 4-star rating is consistent with the positive sentiment expressed in the text.",River Pointe Plaza,,['Shopping mall']
Hook Up Your System ( Car Audio ),"I would recommend this place more than others. Awesome service fast and reasonable price.
Can get ya in quick. Great customer service.",Valid,"The review describes a genuine experience with the car audio service, mentioning specific aspects like service quality, speed, pricing, and customer service. The 5-star rating is consistent with the positive feedback about the business.",Hook Up Your System ( Car Audio ),,['Car stereo store']
Jiffy Lube Oil Change & Multicare,a great place to recycle oil,Valid,"The review is relevant to the business as it mentions oil recycling, which is directly related to an oil change service. The 3-star rating and brief positive comment about a specific service aspect indicates a genuine experience.",Jiffy Lube Oil Change & Multicare,,"['Oil change service', 'Brake shop', 'Tire shop']"
Macey's,Easy convenient only thing is I wish they were open on sundays,Valid,"The review describes a genuine experience with the grocery store, mentioning convenience and expressing a reasonable wish about operating hours. The 5-star rating is consistent with the positive sentiment, and the content is directly relevant to the business.",Macey's,"Grocery store with meat, produce & other staples, plus health & beauty items. Most have pharmacies.","['Grocery store', 'Supermarket']"
Spitz - Downtown Salt Lake City - Mediterranean Restaurant | Bar - Dine-In or Outdoor Dinning,Over seasoned and kind of dry. But good. If you like salt.,Valid,"The review provides a genuine evaluation of the food quality at this Mediterranean restaurant, describing specific aspects like seasoning and texture. The 3-star rating is consistent with the mixed feedback (acknowledging it's 'good' but noting issues with over-seasoning and dryness).",Spitz - Downtown Salt Lake City - Mediterranean Restaurant | Bar - Dine-In or Outdoor Dinning,,"['Mediterranean restaurant', 'Bar', 'Falafel restaurant', 'Greek restaurant', 'Gyro restaurant', 'Health food restaurant', 'Kebab shop', 'Takeout Restaurant', 'Vegan restaurant', 'Vegetarian restaurant']"
Target,"Perfect for quick shopping, although you might get sidetracked and buy some unnecessary stuff.",Valid,"The review describes a genuine shopping experience at Target, mentioning the tendency to buy unnecessary items which is a common and relevant experience at retail stores. The 5-star rating aligns with the positive tone, and the content is directly related to the department store's purpose.",Target,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.","['Department store', 'Baby store', 'Clothing store', 'Electronics store', 'Furniture store', 'Grocery store', 'Toy store']"
Tucanos Brazilian Grill,"It's kind of your only option in Provo for Brazilian food. The Provo facility is not great. However, the facilities elsewhere are very nice and make up for Provo's misgivings",Valid,"The review provides a genuine assessment of the Brazilian restaurant, comparing the Provo location to other locations of the same chain. The content is directly relevant to the business (Brazilian food, facility quality) and matches the restaurant's category and description.",Tucanos Brazilian Grill,Brazilian steakhouse chain serving all-you-can-eat churrasco & specialty skewers in a vibrant space.,"['Buffet restaurant', 'Brazilian restaurant', 'Latin American restaurant', 'Salad shop', 'South American restaurant', 'Steak house']"
IKEA,Just an awesome furniture store,Valid,"The review describes a genuine positive experience about IKEA as a furniture store, which is directly relevant to the business category and description. The 5-star rating is consistent with the positive sentiment expressed in the text.",IKEA,"Scandinavian chain selling ready-to-assemble furniture, plus housewares, in a warehouse-like space.","['Furniture store', 'Appliance store', 'Lighting store', 'Outdoor furniture store']"
Regal Crossroads & RPX - Taylorsville,"This used to be a really great theater to come to, lately the concierges have been severely rude and the theaters are never cleaned on time. Waited an extra 20 minutes after the movie started, before we could even sit. Disappointed.
Glad the manager at least noticed the mistake, after 3-4 people complained.",Valid,"The review describes a genuine experience at the movie theater, discussing specific issues with staff behavior, theater cleanliness, and seating delays. The 2-star rating is consistent with the negative experience described, and all content is directly relevant to the theater's services.",Regal Crossroads & RPX - Taylorsville,"Theater complex with multiple screens featuring new release films, plush seating & concession stand.",['Movie theater']
Farr's Ice Cream & Dexter Dogs,I love the Dexterdog and the icecream.,Valid,"The review mentions specific menu items (Dexterdog and ice cream) that are directly related to the business name and category (Ice cream shop), expressing a positive experience with a matching 5-star rating.",Farr's Ice Cream & Dexter Dogs,,['Ice cream shop']
Utah Pic A Part,"Great prices and generally have things I need there. Wear shoes or boots, NO OPEN TOE SHOES/SANDALS! Also, nobody under the age of 18 will be admitted. Staff is friendly and helpful. Beat place in Utah for salvage parts.",Valid,"The review describes a genuine experience at the auto parts/junkyard location, providing specific details about prices, safety requirements, age restrictions, and staff quality. The 5-star rating is consistent with the positive feedback about the business.",Utah Pic A Part,,"['Used auto parts store', 'Auto wrecker', 'Junkyard']"
Southtown Gym,My daughter dances here. Its a nice gym with men and women sections,Valid,"The review describes a genuine experience at the gym, mentioning the daughter's use of the facility and specific details about the gym's layout (men and women sections). The 5-star rating is consistent with the positive description.",Southtown Gym,,['Gym']
Barnes & Noble,Prices are too high,Valid,"The review expresses a genuine opinion about pricing at Barnes & Noble, which is directly relevant to the bookstore business. The 3-star rating and complaint about high prices reflects a legitimate customer experience.",Barnes & Noble,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.","['Book store', 'Cafe', 'Childrens book store', 'Hobby store', 'Toy store']"
The Aston at University Place,"Nothing like paying over $1500 dollars and BEING CHARGED FOR PRARKING!!!
I’m sick of getting home from work and school at 730pm and NEVER having a parking spot!
There are people who don’t live here and are parking in a spot that should be assigned to each and every attendant! So it makes us tendsnts spending our hard earned money to live here and we have to park on the street!  This is such garbage!  This place needs to have private parking and SOME visitor parking.
Fix it!!!",Valid,"This is a genuine review from a resident expressing frustration about parking issues at their apartment building. Despite the angry tone and 1-star rating, the reviewer clearly indicates they live there ('getting home from work and school', 'spending our hard earned money to live here') and is describing actual experiences with the parking situation at the property.",The Aston at University Place,,['Apartment building']
Calls Drive In,One of the best local places to grab a tasty burger.,Valid,"The review describes a genuine experience at the hamburger restaurant, praising the burgers which directly relates to the business category. The 4-star rating is consistent with the positive feedback about the food quality.",Calls Drive In,,['Hamburger restaurant']
Cafe Rio Mexican Grill,"Good food... Fast lines, nice employees",Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning relevant aspects like food quality, service speed, and staff friendliness. The 5-star rating is consistent with the positive feedback about the restaurant's food and service.",Cafe Rio Mexican Grill,"Counter-serve eatery dishing up Mexican classics including hand-rolled tortillas, burritos & tacos.","['Mexican restaurant', 'Burrito restaurant', 'Caterer', 'Family restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant']"
Costco Wholesale,The place to go for family shopping,Valid,"The review describes a genuine experience relevant to Costco's warehouse store business model, mentioning 'family shopping' which aligns with the bulk groceries and variety of items described in the business description.",Costco Wholesale,,['Gas station']
Red Lion Hotel & Conference Center St. George,First night here is as expected.  Pool is great for the kids and open year round (indoor/outdoor).  Location is fine.  Rooms are a little outdated and could use some work.  As for now it’s a 5 star.  I’ll edit it after my stay if my rating changes.,Valid,"The review provides a genuine assessment of the hotel experience, mentioning specific amenities like the pool, room conditions, and location. The reviewer is sharing their actual stay experience and indicates they may update their review based on their full stay, which demonstrates authentic engagement with the location.",Red Lion Hotel & Conference Center St. George,"Informal quarters & an indoor/outdoor pool, plus complimentary breakfast, parking & shuttle service.",['Hotel']
WinCo Foods,Great prices at Our new Winco.,Valid,"The review provides a genuine positive experience about the supermarket, mentioning 'great prices' which is relevant to WinCo Foods' business model of discounted groceries. The 5-star rating is consistent with the positive comment.",WinCo Foods,"Employee-owned 24/7 supermarket chain with discounted groceries & bulk foods, plus a deli & bakery.","['Supermarket', 'Bakery', 'Butcher shop', 'Deli', 'Grocery store', 'Produce market', 'Seafood market']"
Walmart Supercenter,It's good for a Wal-Mart this location has friendly customer service.,Valid,"The review provides a genuine assessment of the Walmart location, specifically commenting on customer service quality. The 4-star rating is consistent with the positive feedback about friendly staff, and the content is directly relevant to the business.",Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Pep Boys,"Place is ok. Its good for oil changes and tires but you may want to stay away from having them replace any other parts. I purchased brakes and roters, a month later the rotars were rusted and they said its normal. I called another mechanic and they agree it is not normal, its cheap parts so be aware you will over pay for lower quality when it comes to car parts at this place",Valid,"The review provides a genuine experience at Pep Boys, describing specific services used (oil changes, tires, brakes and rotors) and sharing detailed feedback about parts quality. The content is directly relevant to the auto repair shop categories and describes actual visits and services received.",Pep Boys,,"['Tire shop', 'Auto repair shop', 'Oil change service', 'Towing service', 'Transmission shop']"
Tunnel Springs Park,Fun park to check out the views. Great for kiddos. They loved the turn about. Tons of grass to run around and play in.,Valid,"The review describes a genuine experience at the park, mentioning specific features like views, playground equipment (turn about), and grass areas. The content is directly relevant to a park/tourist attraction, and the 5-star rating is consistent with the positive experience described.",Tunnel Springs Park,,"['Park', 'Tourist attraction']"
Cafe Rio Mexican Grill,Delicious as always.,Valid,"The review describes a genuine dining experience at the Mexican restaurant, with the positive sentiment 'Delicious as always' being relevant to the food quality and consistent with the 5-star rating.",Cafe Rio Mexican Grill,"Counter-serve eatery dishing up Mexican classics including hand-rolled tortillas, burritos & tacos.","['Mexican restaurant', 'Burrito restaurant', 'Caterer', 'Family restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant']"
