business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Cash Wise Foods,"Again, great store with great prices",Valid,"The review describes a positive experience at a grocery store, with the text 'great store with great prices' being directly relevant to the business category 'Grocery store'. The 5-star rating is consistent with the positive sentiment expressed.",,,,Cash Wise Foods,,"['Grocery store', 'Liquor store']"
Denny's,"Fast service,  and the food was fabulous.",Valid,"The review describes a genuine dining experience at Denny's, commenting on service speed and food quality, which directly relates to the restaurant's business as a diner serving American comfort food. The 5-star rating is consistent with the positive feedback.",,,,Denny's,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.","['Diner', 'American restaurant', 'Breakfast restaurant']"
Culver's,"Seems to be a lunch hot spot. Food is decent, burgers, fish, fries and shakes. Greasy, but tasty.",Valid,"The review provides a genuine assessment of the restaurant experience, mentioning specific food items (burgers, fish, fries, shakes) that align with Culver's menu and business category as a fast-food restaurant specializing in burgers and frozen custard. The 3-star rating is consistent with the mixed but honest feedback ('decent', 'greasy, but tasty').",,,,Culver's,Fast-food chain specializing in frozen custard & signature burgers made with Midwest beef & dairy.,"['American restaurant', 'Dessert restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Sandwich shop']"
All Seasons Garden Center,This is seriously one of my favorite places in Grand Forks. The florist services are top notch. The gift shop is eclectic. The nursery is expansive. I love visiting and breathing in the freshness and riot of colors. Fantastic and knowledgeable employees.,Valid,"The review describes a genuine experience at the garden center, mentioning specific services (florist, gift shop, nursery) that align with the business description and categories. The positive sentiment matches the 5-star rating, and the detailed feedback about employees and atmosphere indicates an actual visit.",,,,All Seasons Garden Center,Massive nursery selling plants year-round plus floral arrangements & gifts in serene surrounds.,"['Garden center', 'Florist', 'Gift shop', 'Home goods store', 'Landscape designer']"
Porter Creek Hardwood Grill,The best place,Valid,"The review expresses a positive opinion about the restaurant with a 5-star rating that matches the enthusiastic text. While brief, the comment 'The best place' is relevant to the restaurant business and represents a genuine positive experience.",,,,Porter Creek Hardwood Grill,"Woodsy restaurant featuring modern American plates, a long bar & a large patio with a fire pit.","['American restaurant', 'Bar & grill', 'Restaurant']"
City Brew Hall,Love the atmosphere and the food!,Valid,"The review provides a genuine positive assessment of the restaurant/bar experience, mentioning both atmosphere and food which are directly relevant to the business categories (Restaurant, Bar, Gastropub). The 5-star rating is consistent with the positive sentiment expressed.",,,,City Brew Hall,,"['Restaurant', 'Bar', 'Event venue', 'Gastropub', 'Live music venue']"
Nichole's Fine Pastry & Café,"The chocolate pastries are delicious, the coffee on tap is good and there is plenty of seating!",Valid,"The review describes a genuine experience at the cafe, mentioning specific items (chocolate pastries, coffee) and amenities (seating) that are directly relevant to the business category and description. The 5-star rating is consistent with the positive feedback.",,,,Nichole's Fine Pastry & Café,"Cozy, sophisticated cafe serving European & American desserts, plus sandwiches, salads & coffee.","['Pastry shop', 'Cafe', 'Cake shop', 'Coffee shop', 'Lunch restaurant', 'Restaurant', 'Tea house']"
SCHEELS,Fantastic service.  The best selection in the Red River Valley.,Valid,"The review describes a genuine shopping experience at SCHEELS, praising the service and selection. The content is directly relevant to a sporting goods store, and the 5-star rating is consistent with the positive feedback.",,,,SCHEELS,"Chain with apparel, shoes & gear for sports & outdoor recreation, plus merchandise with team logos.","['Sporting goods store', 'Archery store', 'Bicycle Shop', 'Camping store', 'Clothing store', 'Golf shop', 'Hunting and fishing store', 'Outdoor sports store', 'Shoe store', 'Sunglasses store']"
Hagge's Bar & Grill,Good food,Valid,"The review provides a genuine assessment of the food quality at a bar & grill establishment. The 4-star rating is consistent with the positive comment 'Good food', and the content is directly relevant to the business category and expected services.",,,,Hagge's Bar & Grill,,['Bar']
Spicy Pie Pizza Grand Forks,Amazing deals for UND students and Spicy pie members. Pizza and beer on tap is the best idea.,Valid,"The review describes a genuine experience at the pizza restaurant, mentioning specific offerings (pizza and beer on tap) and student deals, which is relevant to the business category and location. While it mentions deals, this appears to be feedback about the restaurant's offerings rather than promotional content.",,,,Spicy Pie Pizza Grand Forks,,"['Pizza restaurant', 'Pizza delivery', 'Pizza Takeout', 'Restaurant']"
Dollar Tree,Great deal on Christmas bags,Valid,"The review describes a genuine shopping experience at Dollar Tree, mentioning a specific product (Christmas bags) that aligns with the store's category as a discount/variety store that sells party supplies and household items. The 4-star rating is consistent with the positive sentiment expressed.",,,,Dollar Tree,"Chain offering an eclectic mix of household items, beauty products, food & more at discount prices.","['Dollar store', 'Craft store', 'Discount store', 'Grocery store', 'Home goods store', 'Kitchen supply store', 'Party store', 'School supply store', 'Toy store', 'Variety store']"
Little Blue Elephant,"Was really impressed with the sushi here. Also, great atmosphere. Definitely recommend.",Irrelevant,"The review mentions 'sushi', which is Japanese cuisine, but this is a Thai restaurant. The review content is completely unrelated to the actual business type and cuisine served at this location.",,,,Little Blue Elephant,"Quaint, mellow restaurant providing classic Thai fare, including curry & rice dishes.","['Thai restaurant', 'Restaurant']"
Texas Roadhouse,Okay steak tough tonight.,Valid,"The review describes a genuine dining experience at the steakhouse, commenting on the quality of the steak which directly relates to the business category and description. The 3-star rating is consistent with the lukewarm assessment of the food quality.",,,,Texas Roadhouse,Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,"['Steak house', 'American restaurant', 'New American restaurant']"
Sickies Garage Burgers & Brews,Great place to eat!,Valid,"The review provides a positive assessment of the dining experience at the restaurant, and the 5-star rating is consistent with the positive text 'Great place to eat!' which directly relates to the business as a restaurant.",,,,Sickies Garage Burgers & Brews,Inventive burgers & sandwiches are the focus of this vibrant eatery with a full bar & lots of brews.,"['Hamburger restaurant', 'American restaurant', 'Bar & grill', 'Brewpub', 'Restaurant', 'Sports bar']"
X REPUBLIC SALON & TANNING,"Friendly service great haircuts, and hey! They answer the phone!",Valid,"The review describes a genuine experience at the hair salon, mentioning specific services (haircuts), staff behavior (friendly service), and business operations (answering the phone). The 4-star rating is consistent with the positive feedback about the salon's services.",,,,X REPUBLIC SALON & TANNING,,['Hair salon']
GP's Greek Kitchen,Good food.  Inexpensive. And we always get good service there.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning food quality, pricing, and service, which are all relevant to a restaurant. The 5-star rating is consistent with the positive feedback.",,,,GP's Greek Kitchen,,['Restaurant']
McDonald's,Service could be better but great food,Valid,"The review provides a genuine assessment of the McDonald's experience, mentioning both service quality and food quality, which are directly relevant to a fast-food restaurant. The 4-star rating is consistent with the mixed but generally positive feedback.",,,,McDonald's,,['Fast food restaurant']
Old Navy - with Curbside Pickup,Good sale,Valid,"The review mentions 'Good sale' with a 3-star rating, which is relevant to Old Navy as a clothing store that regularly offers sales and promotions. The comment directly relates to the shopping experience at this retail location.",,,,Old Navy - with Curbside Pickup,"Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.","['Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Jeans shop', ""Men's clothing store"", ""Women's clothing store""]"
"Blue Beacon Truck Wash of Minot, ND",Terrible job for the price. Typical blue beacon wash,Valid,"The review provides a genuine experience about the truck wash service quality and pricing, which is directly relevant to the car wash business. The 2-star rating aligns with the negative feedback about the wash quality.",,,,"Blue Beacon Truck Wash of Minot, ND",,['Car wash']
Tiger Discount,You need it they got it!,Valid,"The review provides a positive assessment of the business's inventory or service availability, which is relevant to a truck stop that would typically stock various items for travelers. The 5-star rating is consistent with the positive sentiment expressed.",,,,Tiger Discount,,['Truck stop']
Kirkwood Mall,Good place to browse around and very clean,Valid,"The review describes a genuine experience at the shopping mall, mentioning relevant aspects like browsing and cleanliness that align with the mall's description and category. The 5-star rating is consistent with the positive feedback.",,,,Kirkwood Mall,"Comfortable retail center with a mix of popular chain stores, casual eateries & beauty salons.",['Shopping mall']
Applebee's Grill + Bar,Love this place!  Great service and awesome food!,Valid,"The review describes a genuine dining experience at Applebee's, praising both service and food quality. The 4-star rating is consistent with the positive sentiment, and the content is directly relevant to the restaurant's business as a full-service bar & grill.",,,,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']"
Kirkwood Mall,"I'm so glad there's no longer carpet in the mall! Much easier to roll on tile! The only issue I have is that the handicap stall in the mall bathrooms are too small to use with my wheelchair inside. I choose to use Target's bathroom instead since I don't like to leave my ""legs"" outside the door unsupervised.",Valid,"The review describes a genuine experience at the mall, discussing accessibility features like flooring and bathroom facilities from a wheelchair user's perspective. The content is directly relevant to the shopping mall and provides useful information about the facility's accessibility.",,,,Kirkwood Mall,"Comfortable retail center with a mix of popular chain stores, casual eateries & beauty salons.",['Shopping mall']
Paradiso Mexican Restaurant | Fargo,Hot fresh food. Drinks are amazing! Service is fast and they check on you often.,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning specific aspects like food quality, drinks, and service that are directly relevant to the business. The 5-star rating is consistent with the positive feedback about the restaurant experience.",,,,Paradiso Mexican Restaurant | Fargo,"Local chain serving Mexican faves, including flame-grilled fare, in a casual, traditional space.","['Mexican restaurant', 'Restaurant']"
Marcus Century Cinema,"Great movie, comfortable recliners with electronic controls.",Valid,"The review describes a genuine movie theater experience, mentioning specific amenities (comfortable recliners with electronic controls) that are relevant to the cinema. The 5-star rating is consistent with the positive feedback about the movie and seating comfort.",,,,Marcus Century Cinema,Theater chain for mainstream films; most offer enhanced picture & sound & expanded dining options.,['Movie theater']
Original Red Pepper,"Delicious, cheap eats and large portions",Valid,"The review describes a genuine dining experience with specific feedback about the food quality ('Delicious'), pricing ('cheap eats'), and portion size ('large portions'). This is relevant to a Mexican restaurant/fast food establishment, and the 5-star rating is consistent with the positive feedback.",,,,Original Red Pepper,"Local chain of laid-back taquerias serving taco-meat grinders, casual Mexican eats & hot dogs.","['Mexican restaurant', 'Fast food restaurant', 'Sandwich shop', 'Taco restaurant']"
Marketplace Foods,It's our grocery store. What's not to like,Valid,"The review describes a genuine experience with their regular grocery store, expressing satisfaction with a 4-star rating that aligns with the positive sentiment in the text.",,,,Marketplace Foods,"Grocery store offering some organic food, plus a bakery & deli. Some have pharmacies.","['Grocery store', 'Supermarket']"
Icelandic State Park,"This was our first time at Icelandic, 4 day 4 of July weekend and it was awesome!. Great hiking trails as we went about 4 miles. Campground hosts were very friendly and helpful along with the park rangers. They have a nice gift shop and museum area in the main building. They have an actual concessions stand at the beach with all kinds of food. Will definitely be here again!",Valid,"The review describes a genuine visit experience to Icelandic State Park, mentioning specific activities like hiking trails, interactions with staff, and park facilities. The 5-star rating is consistent with the positive detailed description of their 4th of July weekend visit.",,,,Icelandic State Park,"This park around an early homestead features a Pioneer Heritage Center, camping & picnic areas.","['State park', 'Tourist attraction']"
Cash Wise Foods,"Isles are too narrow. It's just wide enough for 2 carts to fit side by side, so constantly had to adjust to let people by while looking at stuff. Taking time to price compare was almost out of the question. At every turn I was either apologizing or being apologized to for getting into each others space.

Pricing is hit or miss, some things are a great deals, but in general the prices are higher.  Especially produce, meat, and deli.

It's a nice new facility and staff seems to be doing great. I will stop by from time to time because of convenience, but don't see myself switching this to my primary shopping location.",Valid,"The review provides a detailed and genuine shopping experience at Cash Wise Foods, discussing specific aspects like aisle width, pricing, produce quality, staff, and overall facility. The 2-star rating is consistent with the mixed feedback (some positives like nice facility and good staff, but negatives like narrow aisles and higher prices). This is clearly relevant to a grocery store experience.",,,,Cash Wise Foods,,"['Grocery store', 'Liquor store']"
Meineke Car Care Center,Excellent service!! Very informative and explained everything. This is my second time here and will be back!!,Valid,"The review describes a genuine experience at an auto repair shop, praising the service quality and staff communication. The 5-star rating is consistent with the positive feedback, and the reviewer mentions this is their second visit, indicating actual experience with the business.",,,,Meineke Car Care Center,,"['Auto repair shop', 'Auto radiator repair service', 'Auto tune up service', 'Brake shop', 'Car battery store', 'Car repair and maintenance', 'Mechanic', 'Muffler shop', 'Oil change service', 'Tire shop']"
Potbelly Sandwich Shop,Totally recommend potbelly super good eats,Valid,"The review describes a positive experience with the food at Potbelly Sandwich Shop, recommending the restaurant and praising the 'eats'. The 5-star rating is consistent with the positive sentiment, and the content is directly relevant to the sandwich shop business.",,,,Potbelly Sandwich Shop,"Retro-style counter-serve chain known for made-to-order toasted sandwiches, salads & baked goods.","['Sandwich shop', 'Caterer', 'Deli']"
Fargo Theatre,Amazing experience,Valid,"The review expresses a positive experience at the theater with a 5-star rating that is consistent with the positive text 'Amazing experience', which is relevant to the movie theater business.",,,,Fargo Theatre,"Restored 1926 vaudeville theater now showing indie & foreign films, live concerts, plays & comedy.",['Movie theater']
Kelly Inn - 13th Ave,The room was clean and big. Nice location as well,Valid,"The review describes a genuine hotel experience with specific details about room quality (clean and big) and location, which are relevant to the hotel business. The 5-star rating is consistent with the positive feedback.",,,,Kelly Inn - 13th Ave,"Straightforward property with an indoor pool, plus free continental breakfast, parking & Wi-Fi.",['Hotel']
Bottle Barn Liquors,Well organized liquor store,Valid,"The review describes a genuine experience at the liquor store, praising its organization. The 5-star rating is consistent with the positive comment, and the content directly relates to the business category.",,,,Bottle Barn Liquors,,"['Liquor store', 'Wine bar', 'Wine store']"
Happy Harry's Bottle Shops,Very good customer service,Valid,"The review provides a genuine assessment of customer service at the liquor store, and the 5-star rating is consistent with the positive feedback about the service experience.",,,,Happy Harry's Bottle Shops,,"['Liquor store', 'Beer store', 'Wine store']"
Wendy's,"They're slow. Whether you go in or through the drive through, give yourself an extra 20 minutes just to wait in line.",Valid,"The review describes a genuine experience about service speed at Wendy's, which is directly relevant to the fast-food restaurant. The 2-star rating is consistent with the complaint about slow service.",,,,Wendy's,"Fast-food burger chain known for its shakes, as well as sides such as chili & baked potatoes.","['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
Sears,Closing. Deals not that good,Valid,"The review provides a genuine experience-based assessment of the store, commenting on the business closing and evaluating the quality of deals offered. The 1-star rating is consistent with the negative sentiment expressed about the deals not being good.",,,,Sears,"Department store chain for brand-name & signature appliances, tools, home goods, apparel & more.","['Department store', 'Appliance store', 'Clothing store', 'Electronics store', 'Fashion accessories store', 'Jewelry store', 'Mattress store', 'Shoe store', 'Tool store']"
Home Place,Nothing wrong with reusing used items. You may just find what you are looking for at a very discounted price.,Valid,"The review is relevant to a thrift store, discussing the concept of reusing used items and finding discounted prices, which directly relates to the business category and typical thrift store experience.",,,,Home Place,,['Thrift store']
Walmart Supercenter,"Thankfully I didn't have any problems at this Walmart. Most employees were friendly but of course there's always some that wished they wasn't there. Store was stocked like any other Walmart, which is very poorly. I must have been there at the right time, cuz there was a couple of cashier's open and not too long of lines.",Valid,"The review describes a genuine shopping experience at Walmart, mentioning specific aspects like employee friendliness, store stocking, and checkout lines. The 3-star rating is consistent with the mixed but honest feedback about the store.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Fargo Fryn' Pan Family Restaurant,Have been going there for 17 years and always get a great meal.👍,Valid,"The review describes a genuine long-term dining experience at the family restaurant, with the 5-star rating consistent with the positive feedback about consistently great meals over 17 years.",,,,Fargo Fryn' Pan Family Restaurant,Local chain serving breakfast & homestyle American dishes in a casual atmosphere.,"['Family restaurant', 'Restaurant']"
Macy's,"Help, Kind and Courteous Sales Lady...",Valid,"The review describes a positive experience with sales staff at Macy's department store, which is directly relevant to the business and its customer service. The 5-star rating is consistent with the positive feedback about helpful and courteous staff.",,,,Macy's,"Department store chain providing brand-name clothing, accessories, home furnishings & housewares.","['Department store', 'Beauty supply store', ""Children's clothing store"", 'Jewelry store', 'Lingerie store', ""Men's clothing store"", 'Rug store', 'Shoe store', ""Women's clothing store""]"
Vinyl Giant Records,Awesome decor,Valid,"The review mentions 'decor' which is directly relevant to the physical record store location, and the 5-star rating is consistent with the positive comment about the store's appearance.",,,,Vinyl Giant Records,,"['Record store', 'Music store']"
Wendy's,"Food is ok. Orders have been consistently wrong the last 3 times (missing items). If you're concerned about mask wearing and correct orders, don't go to this Wendy's.",Valid,"The review describes genuine experiences at the location, mentioning food quality, order accuracy issues over multiple visits, and service concerns. The 2-star rating is consistent with the mixed-to-negative feedback about the restaurant's performance.",,,,Wendy's,"Fast-food burger chain known for its shakes, as well as sides such as chili & baked potatoes.","['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
Hardee's,"This hardees is alright. Your food will either be great or terrible. There is no in-between, but they have great iced tea almost always",Valid,"The review provides a genuine assessment of the Hardee's location, discussing food quality variability and specifically mentioning their iced tea. The content is directly relevant to the fast-food restaurant and reflects an actual dining experience.",,,,Hardee's,Fast-food chain serving fried chicken & big burgers.,['Fast food restaurant']
Fleet Farm,It's like a menards but with guns,Valid,"The review provides a relevant comparison describing Fleet Farm as similar to Menards (another retail store) but with guns, which aligns with the business categories including hunting store and outdoor sports store. The 4-star rating and comparison offer a genuine perspective on the store's offerings.",,,,Fleet Farm,"Retailer with a range of merchandise, including fishing gear, housewares & automotive parts.","['Department store', 'Fishing store', 'Hardware store', 'Home improvement store', 'Hunting store', 'Outdoor sports store', 'Pet supply store', 'Work clothes store']"
Buffalo Wild Wings,Just average service and the wings are small.,Valid,"The review provides a genuine assessment of the restaurant experience, commenting on service quality and food portion size, which are directly relevant to Buffalo Wild Wings as a chicken wings restaurant and sports bar.",,,,Buffalo Wild Wings,Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,"['Chicken wings restaurant', 'American restaurant', 'Bar & grill', 'Takeout Restaurant', 'Restaurant', 'Sports bar']"
Famous Dave's Bar-B-Que,Love the ribs!,Valid,"The review describes a genuine dining experience at the barbecue restaurant, mentioning 'ribs' which directly relates to the business description of 'wood-smoked meats' and category of 'Barbecue restaurant'. The 4-star rating is consistent with the positive sentiment expressed.",,,,Famous Dave's Bar-B-Que,Outlet of a barbecue chain serving wood-smoked meats & sides in an American West-themed space.,"['Barbecue restaurant', 'Caterer', 'Traditional American restaurant']"
Plaza Azteca Fargo,"Great food, great service",Valid,"The review provides a genuine positive assessment of both food quality and service at a Mexican restaurant, with a 5-star rating that is consistent with the positive feedback.",,,,Plaza Azteca Fargo,,['Mexican restaurant']
Best Buy,I had an appointment with the geek squad and they explained everything that I needed to know. then I had a meeting with the sales person in the mobile phone area and they help me resolve some issues with my smart phone. all in all it was a very good experience and I would strongly recommend going to them,Valid,"The review describes a genuine experience at Best Buy, mentioning specific services (Geek Squad appointment and mobile phone assistance) that align with the business being an electronics store. The 5-star rating is consistent with the positive experience described.",,,,Best Buy,"Chain retailer with a large array of brand-name electronics, computers, appliances & more.","['Electronics store', 'Appliance store', 'Computer store', 'Home theater store', 'Music store', 'Video game store', 'Video store']"
The Sports Den Bar,They need popcorn back but otherwise amazing place. Wonderful staff and great table games.,Valid,"The review describes a genuine experience at the sports bar, mentioning specific aspects like staff, table games, and a suggestion about popcorn. The content is directly relevant to the business category (Bar, Pool hall) and the 5-star rating aligns with the positive feedback.",,,,The Sports Den Bar,,"['Bar', 'Dart bar', 'Gambling house', 'Pool hall', 'Restaurant']"
Badlands Pizza Parlor,Fast Service and awesome pizza!!,Valid,"The review describes a genuine dining experience at the pizza restaurant, mentioning both service quality and food quality. The 5-star rating is consistent with the positive feedback about 'fast service' and 'awesome pizza', which directly relates to the business category of pizza restaurant.",,,,Badlands Pizza Parlor,,['Pizza restaurant']
Hardee's,Hot ham and cheese,Valid,"The review 'Hot ham and cheese' is relevant to Hardee's, which is a fast-food restaurant that serves various food items including sandwiches. The positive 5-star rating is consistent with describing a food item they presumably enjoyed at the location.",,,,Hardee's,Fast-food chain serving fried chicken & big burgers.,['Fast food restaurant']
Costco Wholesale,Great place to shop.,Valid,"The review provides a genuine positive assessment of the shopping experience at Costco, which is directly relevant to the warehouse store's purpose and matches the 5-star rating.",,,,Costco Wholesale,"Members-only warehouse selling a huge variety of items including bulk groceries, electronics & more.","['Warehouse store', 'Department store']"
Pho D'licious,Great pho and cheap price for the portion you get. I'll be back for more.,Valid,"The review describes a genuine dining experience at the Vietnamese restaurant, mentioning specific aspects like the pho quality and pricing. The 5-star rating is consistent with the positive feedback about the food and value.",,,,Pho D'licious,,"['Vietnamese restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Pho restaurant']"
Kroll's Diner,Krolls has been a great restaurant in the Bismarck/Mandan area for several years. They have 3 locations in the metro area. Specializing in German made items such as Knoephla soup and Fleischkluechle as well as a full menu of items.,Valid,"The review provides genuine information about Kroll's Diner, describing their specialties (German items like Knoephla soup and Fleischkluechle), locations, and menu variety. The content is directly relevant to the restaurant and matches the business category as a German/American diner.",,,,Kroll's Diner,,"['Diner', 'American restaurant', 'Breakfast restaurant', 'Brunch restaurant', 'German restaurant']"
Bonzer's Sandwich Pub,Good teas and soup,Valid,"The review mentions 'teas and soup' which are relevant food items that could reasonably be offered at a sandwich pub/restaurant, and the 4-star rating is consistent with the positive sentiment expressed in the text.",,,,Bonzer's Sandwich Pub,"Old-school, over-21 hangout providing a variety of sandwiches, cocktails & big schooners of beer.","['Sandwich shop', 'American restaurant', 'Bar', 'Casino', 'Deli', 'Takeout Restaurant', 'Mexican restaurant', 'Pub', 'Restaurant']"
Hornbacher's,"No local potatoes, high prices...watch for the sales",Valid,"The review provides genuine feedback about the grocery store experience, mentioning specific concerns about product availability (no local potatoes) and pricing, which are relevant to a grocery store business. The 2-star rating is consistent with the critical but constructive feedback.",,,,Hornbacher's,"Longtime (since 1951) market for groceries, meats & produce, with a deli, bakery & fresh flowers.","['Grocery store', 'Coffee shop']"
Cartiva Clearance Center,"they let me know exactly what i was looking at, took for and inspection. great to deal with a budget lot that is up front and honest as possible. for an as is car, great.",Valid,"The review describes a genuine experience at a used car dealer, mentioning specific aspects like inspection, honesty, and budget-friendly service. The 5-star rating is consistent with the positive feedback about the dealership's transparency and service quality.",,,,Cartiva Clearance Center,,['Used car dealer']
Bingorama,"No bingo, but had fun",Valid,"The review is relevant to the business as it directly mentions 'bingo' which relates to the category 'Bingo hall'. The reviewer shares a genuine experience indicating they visited but found no bingo games, yet still had fun. The 5-star rating is consistent with the positive sentiment expressed.",,,,Bingorama,,['Bingo hall']
Burger King,It was an OK place. It had probably just got a huge lunch crowd as the floors looked dirty. My meal was not all there when we left either.,Valid,"The review describes a genuine dining experience at Burger King, mentioning specific details about the restaurant conditions (dirty floors after lunch rush) and service issues (incomplete meal). The 2-star rating is consistent with the mixed-to-negative feedback provided.",,,,Burger King,"Well-known fast-food chain serving grilled burgers, fries & shakes, plus breakfast.","['Restaurant', 'Fast food restaurant']"
Würst Bier Hall,Great food and service. Really like being able to listen to and see classic MTV on the flat screens.,Valid,"The review describes a genuine dining experience at the German restaurant/beer hall, mentioning both food and service quality as well as the entertainment (MTV on screens). The 5-star rating is consistent with the positive feedback about the establishment.",,,,Würst Bier Hall,Bar with industrial decor offering beer along with sausages & other German-style pub grub.,"['German restaurant', 'Beer hall']"
McDonald's,The people suck,Valid,"The review expresses a negative opinion about the staff/service at McDonald's, which is directly relevant to the restaurant experience. The 2-star rating is consistent with the negative sentiment expressed.",,,,McDonald's,,['Fast food restaurant']
AmericInn by Wyndham Dickinson,Very nice staff and service,Valid,"The review provides a genuine assessment of the hotel's staff and service quality, with a 5-star rating that is consistent with the positive feedback about the experience.",,,,AmericInn by Wyndham Dickinson,"Simple rooms & suites in a casual hotel offering an indoor pool & hot tub, plus free hot breakfast.","['Hotel', 'Lodge']"
Sickies Garage Burgers & Brews,"Went here for a quick lunch, staff was great! I had the party melt, excellent burger for sure. I recommend it to anyone visiting.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (party melt burger), positive staff interaction, and a recommendation. The 5-star rating is consistent with the positive experience described.",,,,Sickies Garage Burgers & Brews,Inventive burgers & sandwiches are the focus of this vibrant eatery with a full bar & lots of brews.,"['Hamburger restaurant', 'American restaurant', 'Bar & grill', 'Brewpub', 'Restaurant', 'Sports bar']"
Taco Bell,Made a run for the border,Valid,"The review references Taco Bell's famous slogan 'Run for the Border' and the 5-star rating indicates a positive experience at this Mexican fast-food restaurant. Despite being brief, the text is relevant to the business.",,,,Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
West Acres Mall,A lot of stores are closing currently,Valid,"The review provides a relevant observation about the current state of the shopping mall, noting store closures which is directly related to the mall's retail environment and shopping experience.",,,,West Acres Mall,"Long-running mall with over 100 shops, including department stores, plus a food court & local art.",['Shopping mall']
Acapulco Mexican fargo,Great food & reasonable prices.,Valid,"The review describes a genuine dining experience at the Mexican restaurant, praising the food quality and pricing, which is directly relevant to the business. The 5-star rating is consistent with the positive feedback.",,,,Acapulco Mexican fargo,"Casual, family-run eatery offering traditional Mexican food, margaritas & housemade tortilla chips.","['Mexican restaurant', 'Caterer']"
Kirkwood Mall,Great,Irrelevant,"The review text 'Great' is extremely short and vague, providing no specific details about the shopping mall experience. Given the business is a shopping mall with retail stores, eateries, and beauty salons, the single word 'Great' does not demonstrate any genuine engagement with or knowledge of the location's services and amenities.",,,,Kirkwood Mall,"Comfortable retail center with a mix of popular chain stores, casual eateries & beauty salons.",['Shopping mall']
Buffalo Wild Wings,"Awesome wings and very reasonable prices,  Service is Great as my drink never ran empty 👍",Valid,"The review describes a genuine dining experience at Buffalo Wild Wings, mentioning specific aspects like wings, prices, and service quality. The 5-star rating is consistent with the positive feedback about food, pricing, and attentive service.",,,,Buffalo Wild Wings,Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,"['Chicken wings restaurant', 'American restaurant', 'Bar & grill', 'Takeout Restaurant', 'Restaurant', 'Sports bar']"
Happy Joe's Pizza & Ice Cream - Fargo South,"We only ever get the Taco pizza, but it is the best we've ever had....and trust me we've tried a lot of places.",Valid,"The review describes a genuine dining experience at the pizza restaurant, specifically mentioning their taco pizza and comparing it favorably to other places they've tried. The 5-star rating aligns with the positive sentiment, and the content is directly relevant to the business category and offerings.",,,,Happy Joe's Pizza & Ice Cream - Fargo South,Kid-friendly pizza chain known for crust choices & Mexican-inspired pies plus oversized sundaes.,"['Pizza restaurant', 'Caterer']"
Frontier Fort RV Park,Love it,Valid,"The review expresses a positive sentiment ('Love it') that is consistent with the 5-star rating and is relevant to the RV park/campground location, representing a genuine experience.",,,,Frontier Fort RV Park,,"['RV park', 'Campground']"
Salem Sue,"Great little photo stop 😁 kids liked to climb the ""mountain "" and look over the town.",Valid,"The review describes a genuine visit experience at the tourist attraction, mentioning specific activities (photo stop, kids climbing, looking over the town) that are relevant to the location. The 5-star rating is consistent with the positive experience described.",,,,Salem Sue,,['Tourist attraction']
Residence Inn by Marriott Bismarck North,Very nice taste and accommodations. Marriott at it's best.,Valid,"The review describes a genuine experience at the hotel, mentioning 'taste and accommodations' which relates to the hotel's services. The 4-star rating is consistent with the positive feedback about Marriott's quality.",,,,Residence Inn by Marriott Bismarck North,"Down-to-earth all-suite hotel featuring an exercise room, an indoor pool & a hot tub.","['Hotel', 'Extended stay hotel', 'Indoor lodging']"
Culver's,Always fresh to order. Had the Double Deluxe Butterburger value basket and it never fails to satisfy.,Valid,"The review describes a genuine dining experience at Culver's, specifically mentioning their signature Double Deluxe Butterburger which aligns with the business description of a fast-food chain specializing in burgers. The 5-star rating is consistent with the positive feedback about the food quality.",,,,Culver's,Fast-food chain specializing in frozen custard & signature burgers made with Midwest beef & dairy.,"['American restaurant', 'Dessert restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Sandwich shop']"
