business_name,text,predicted_label,prediction_reason,name,description,category
White Castle,Bread was a little soggy but the food was good..!!,Valid,"The review describes a genuine dining experience at White Castle, mentioning specific food quality details (soggy bread, good food overall). The content is directly relevant to the fast-food restaurant and the 3-star rating is consistent with the mixed feedback provided.",White Castle,"Fast-food chain serving signature beef, chicken & fish sliders, plus extras such as onion rings.",['Corporate office']
Walmart Neighborhood Market,"Nice clean new Grocery Walmart. Brightly lit and inviting. They only have 3 cashiers, it's all about self check out here. Highly recommend their pick up service.",Valid,"The review describes a genuine shopping experience at Walmart Neighborhood Market, mentioning specific details about the store's cleanliness, lighting, checkout options, and pickup service. The content is directly relevant to the supermarket/grocery store categories and the 4-star rating is consistent with the positive feedback.",Walmart Neighborhood Market,,"['Supermarket', 'Bakery', 'Cake shop', 'Deli', 'Department store', 'Discount store', 'Discount supermarket', 'Grocery store', 'Produce market']"
Kuma's Corner,My favorite is the High on Fire burger.,Valid,The review mentions a specific burger item ('High on Fire burger') which is directly relevant to this bar & grill known for creative burgers. The 5-star rating is consistent with the positive sentiment expressing it as their favorite.,Kuma's Corner,"Busy, hopping pub known for its long list of creative burgers & its rock 'n' roll soundtrack.",['Bar & grill']
McDonald's,Great fast food,Valid,The review describes a genuine experience at McDonald's with 'Great fast food' which directly relates to the business category of fast food restaurant. The 5-star rating is consistent with the positive sentiment expressed in the text.,McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",['Fast food restaurant']
Sam's Club,Very organized,Valid,"The review provides a genuine assessment of the shopping experience at Sam's Club. The comment 'Very organized' is directly relevant to the business category 'Shopping mall' and describes a legitimate aspect of the store experience, with a consistent 5-star rating.",Sam's Club,"Membership-only warehouse chain selling a variety of bulk grocery items, electronics & home goods.","['Warehouse club', 'Cell phone store', 'Electronics store', 'Florist', 'Hearing aid store', 'Optometrist', 'Produce wholesaler', 'Wholesale bakery', 'Wholesale grocer']"
D'Arcy Buick Gmc,Great customer service have always been happy with the service I have received,Valid,"The review describes a genuine experience with the dealership's customer service, and the 4-star rating is consistent with the positive feedback about service quality.",D'Arcy Buick Gmc,,"['Buick dealer', 'GMC dealer']"
AMC Machesney Park 14,It is a great place to go to take the kids to do something special with them.,Valid,"The review describes a genuine experience at a movie theater, mentioning taking kids for a special activity, which is relevant to the business category and purpose. The 5-star rating is consistent with the positive sentiment expressed.",AMC Machesney Park 14,,['Movie theater']
Ross Dress for Less,Very cheap I like that,Valid,"The review describes a genuine shopping experience at Ross Dress for Less, commenting on the affordability which aligns with the business's discount retail model. The 4-star rating is consistent with the positive sentiment about low prices.",Ross Dress for Less,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.","['Clothing store', 'Department store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]"
Saigon Vietnamese & Chinese Cuisine,Food is freshly made. Good quality,Valid,"The review describes a genuine dining experience at the restaurant, commenting on food quality and freshness, which is directly relevant to the Vietnamese & Chinese restaurant. The 5-star rating is consistent with the positive feedback about the food.",Saigon Vietnamese & Chinese Cuisine,"Modest, family-run restaurant serving familiar fare such as pho & sesame chicken, plus beer & wine.","['Vietnamese restaurant', 'Asian restaurant', 'Chinese restaurant', 'Restaurant', 'Southeast Asian restaurant']"
McDonald's,"Horrible service, came here on the 4th of July the place is pretty much empty and took them 20 minutes to give me my order",Valid,"The review describes a genuine dining experience at McDonald's, mentioning specific details like visiting on July 4th, observing the restaurant was empty, and waiting 20 minutes for food. The 1-star rating is consistent with the negative service experience described.",McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",['Fast food restaurant']
LongHorn Steakhouse,Food is pretty good,Valid,"The review provides a genuine assessment of the food quality at the steakhouse, with a 4-star rating that aligns with the positive but brief comment 'Food is pretty good'.",LongHorn Steakhouse,Casual steakhouse chain known for grilled beef & other American dishes in a ranch-style space.,"['Steak house', 'Bar & grill', 'Barbecue restaurant', 'Family restaurant', 'Takeout Restaurant', 'Traditional American restaurant']"
Tony's Fresh Market,"(Translated by Google) Very clean, tidy and good service

(Original)
Muy limpio,ordenado y buen servicio",Valid,"The review describes a genuine shopping experience at the supermarket, praising cleanliness, organization, and service quality. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to a grocery store/supermarket.",Tony's Fresh Market,"Family-owned supermarket chain with meat, bakery & deli departments, plus specialty imported foods.","['Corporate office', 'Grocery store', 'Warehouse']"
Morse Fresh Market,"Really good variety of fresh produce, excellent meats, special ingredients for recipes of various ethnicities. Shelves are stocked densely but efficiently. Good hrlpful staff and quick checkout. Why go to a huge store and pay more?
Highly recommended.",Valid,"The review provides a genuine and detailed experience about the grocery store, mentioning specific aspects like fresh produce, meats, ingredients, staff helpfulness, and checkout efficiency. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the business description and category as a fresh food market.",Morse Fresh Market,"Compact neighborhood grocery store selling a range of fruits, vegetables & meats.","['Fresh food market', 'Produce market', 'Supermarket']"
Hearty Cafe pancake house,Nice options for vegans.,Valid,"The review is relevant to the breakfast restaurant, commenting on vegan menu options which is appropriate for a pancake house/breakfast establishment. The 4-star rating aligns with the positive sentiment.",Hearty Cafe pancake house,"Comfortable diner dishing a large variety of pancakes, burgers & other breakfast & lunch favorites.",['Breakfast restaurant']
Imo's Cafe Lincoln,Friendly service. Prompt service. Good food. Down home meal.,Valid,"The review describes a genuine dining experience with specific aspects like service quality and food, which is directly relevant to a family restaurant. The 5-star rating is consistent with the positive feedback about friendly service, prompt service, and good food.",Imo's Cafe Lincoln,,['Family restaurant']
Chicago Dough Company,My husbands favorite place.,Valid,"The review expresses a positive sentiment about the location being a favorite place, which is relevant to the pizza restaurant. The 5-star rating is consistent with the positive comment, and the text relates to the dining experience at the business.",Chicago Dough Company,,['Pizza restaurant']
Clippin At Tee Jays Barber Shop,Reese cuts hair wonderfully. Thank you.,Valid,"The review describes a genuine experience at the barber shop, mentioning a specific barber (Reese) and praising their hair cutting service, which is directly relevant to the business category and name. The 5-star rating is consistent with the positive feedback.",Clippin At Tee Jays Barber Shop,,['Barber shop']
Culver's,A fast food restaurant without the fast food feel.,Valid,"The review provides a genuine assessment of the restaurant's atmosphere, distinguishing it from typical fast food establishments. This is relevant to Culver's as a fast food restaurant, and the 5-star rating aligns with the positive sentiment expressed.",Culver's,Fast-food chain specializing in frozen custard & signature burgers made with Midwest beef & dairy.,"['American restaurant', 'Dessert restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Sandwich shop']"
Kohl's,"This is a large Kohl's store, so the variety of products is good.",Valid,"The review provides a genuine assessment of the store's size and product variety, which directly relates to Kohl's as a department store. The 4-star rating is consistent with the positive feedback about product selection.",Kohl's,,['Department store']
WOODED HILLS BAR & GRILL LLC,Nice place to grab something to eat!,Valid,"The review describes a genuine dining experience at a bar & grill, with positive feedback about the food. The 5-star rating is consistent with the positive text, and the content is directly relevant to the business category.",WOODED HILLS BAR & GRILL LLC,,['Bar & grill']
Molly's Cupcakes,"Decor - 5 starts mainly for set of swings as a setting.
Cupcakes got smaller recently. Only filled one are worth your trip. Try peach, Nutella or dark chocolate.",Valid,"The review provides a genuine experience about the cupcake shop, discussing specific aspects like the decor (swings), cupcake sizes, and recommending specific flavors (peach, Nutella, dark chocolate). The 4-star rating is consistent with the mixed but overall positive feedback.",Molly's Cupcakes,,"['Cupcake shop', 'Bakery', 'Caterer', 'Coffee shop', 'Cookie shop', 'Corporate gift supplier', 'Dessert restaurant', 'Event venue', 'Wedding bakery']"
Lao Sze Chuan,Good food,Valid,"The review provides a genuine assessment of the food quality at a Chinese restaurant, and the 4-star rating is consistent with the positive 'Good food' comment.",Lao Sze Chuan,,['Chinese restaurant']
Frank's Pizzeria,This place is the best of the best Pizza places I have ever been to. The beef sandwich was out of this world!,Valid,"The review describes a genuine dining experience at Frank's Pizzeria, mentioning both pizza and a beef sandwich which aligns with the business description of serving 'classic pies, sandwiches & red-sauce entrees'. The 5-star rating is consistent with the highly positive review text.",Frank's Pizzeria,"Retro staple serving classic pies, sandwiches & red-sauce entrees in casual digs since 1955.",['Pizza restaurant']
Citgo,run down gas station,Valid,"The review describes a genuine experience at the gas station with 'run down' being a relevant observation about the condition of the establishment, and the 1-star rating is consistent with the negative assessment.",Citgo,,['Gas station']
Menards,The employees seemed to be happy where they work. Store was very clean.,Valid,"The review describes a genuine experience at the home improvement store, commenting on employee satisfaction and store cleanliness, which are relevant aspects of visiting Menards. The 5-star rating is consistent with the positive observations.",Menards,"Home improvement chain with assorted building materials, tools, gardening supplies & appliances.","['Home improvement store', 'Building materials store', 'Building materials supplier', 'Hardware store', 'Lumber store', 'Plumbing supply store', 'Tool rental service']"
Hammer's Bar & Restaurant,great food!,Valid,"The review provides a genuine positive assessment of the food quality at a bar & restaurant, which is directly relevant to the business category and expected services.",Hammer's Bar & Restaurant,,['Bar & grill']
Rural King,Friendly people,Valid,"The review describes a genuine experience about the staff at Rural King, which is relevant to the retail business. The 5-star rating is consistent with the positive comment about friendly people.",Rural King,"Retail chain with farm supplies & other merchandise, including home goods & hunting gear.","['Farm equipment supplier', 'Clothing store', 'Hardware store', 'Home goods store', 'Lawn mower store', 'Pet supply store']"
Timothy O'Toole's Pub Chicago,"Fun bar, plenty of space but still packed and busy. Young professional crowd. Would recommend!",Valid,"The review describes a genuine experience at the pub, mentioning specific details like the atmosphere, crowd type, and space. The 5-star rating is consistent with the positive recommendation, and the content is relevant to a sports bar/pub establishment.",Timothy O'Toole's Pub Chicago,"Pub with TVs, billiards & a large menu of bar food, with daily food & drink specials.","['Sports bar', 'American restaurant', 'Pub']"
Fire Bar & Grill,Service is fast!!!!,Valid,"The review provides a genuine experience about the service quality at the restaurant, and the 4-star rating is consistent with the positive comment about fast service.",Fire Bar & Grill,"Vibrant sports bar with karaoke, DJs & live bands plus a menu of burgers, wraps & kebabs.","['Bar & grill', 'American restaurant', 'Concert hall', 'Karaoke bar', 'Night club', 'Sports bar']"
The Drake Hotel,This hotel was very nice. The rooms were clean and had a great design. The designers of this place went the extra mile and even covered the HVAC units to give them a built-in look. The bathroom has a great walk-in shower. The staff were friendly and the breakfast was good as well.,Valid,"The review describes a genuine hotel stay experience with specific details about rooms, design, HVAC units, bathroom, staff, and breakfast. The 4-star rating is consistent with the positive feedback, and the content is directly relevant to the hotel's services and amenities.",The Drake Hotel,"Refined 1920s hotel with classic rooms & lake views, plus 3 sophisticated restaurants & a gym.",['Hotel']
The Halal Guys,Need to be more reactive,Valid,"The review provides feedback about the restaurant's service responsiveness, which is relevant to the dining experience at this Middle Eastern restaurant. The 4-star rating indicates a generally positive experience with room for improvement.",The Halal Guys,"Unpretentious, counter-service spot dispensing Middle Eastern eats such as gyros & falafel.",['Halal restaurant']
Mr. Submarine,Yes!!!,Irrelevant,"The review text 'Yes!!!' is extremely short and vague, providing no specific information about the sandwich shop, food quality, service, or dining experience. The text does not relate to any aspect of the business description, category, or services offered.",Mr. Submarine,"Counter-serve chain for sub sandwiches (including corned beef & roast beef), plus salads & soups.","['Sandwich shop', 'Deli', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
LA Fitness,Clean gym and not to crowded,Valid,"The review describes a genuine experience at the gym, mentioning cleanliness and crowd levels which are relevant aspects of a fitness facility. The 4-star rating is consistent with the positive feedback.",LA Fitness,,"['Gym', 'Fitness center', 'Personal trainer', 'Sauna', 'Swimming pool']"
Leyden Tire,"Highly Recommended!!!! These guys run a very courteous,  no BS shop. Prices are phenomenal for the great quality used tires I received. They change em out, balance them and even polished my rims because there was a bit of rust on them. I couldn't have asked for better service! Don't think twice Leyden Tires is the best tires shop in Illinois!",Valid,"The review describes a genuine experience at the tire shop, with specific details about services received (tire installation, balancing, rim polishing) and positive feedback about pricing and customer service. The 5-star rating is consistent with the highly positive text content.",Leyden Tire,,['Tire shop']
Two Brothers Roundhouse,One of my favorites!,Valid,"The review expresses a positive opinion about the establishment with a 5-star rating that aligns with the enthusiastic text. While brief, the phrase 'One of my favorites!' is relevant to the brewpub/restaurant business and represents a genuine experience.",Two Brothers Roundhouse,Rustic eatery serving signature beers & modern pub grub in a storied railroad roundhouse.,"['Brewpub', 'Banquet hall', 'Bar', 'Beer garden', 'Brewery', 'Cafe', 'Distillery', 'Historical landmark', 'Restaurant', 'Wedding venue']"
Gran Discover Inc,Love shopping here bought all my stuff for my bathroom and spend like $35,Irrelevant,"The review mentions buying 'stuff for my bathroom' which is unrelated to a clothing store. The content describes purchasing bathroom items, which does not match the business category of 'Clothing store'.",Gran Discover Inc,,['Clothing store']
Zenwich Elmhurst,"Shrimp sandwich was great, very high priced across the menu which makes me doubt a return trip though",Valid,"The review describes a genuine dining experience at the restaurant, mentioning a specific menu item (shrimp sandwich) and providing honest feedback about both food quality and pricing. The content is directly relevant to the Asian fusion restaurant's offerings and service.",Zenwich Elmhurst,"Small, counter-serve eatery offering up sandwiches with Asian influences in a lime-green space.","['Asian fusion restaurant', 'Fast food restaurant', 'Restaurant']"
Jarling's Custard Cup,Best ice cream I've had in my life,Valid,"The review describes a genuine experience with the ice cream at this frozen dessert shop. The 5-star rating is consistent with the positive text, and the content is directly relevant to the business category and description.",Jarling's Custard Cup,"Decades-old frozen-dessert shop serving housemade treats in cups, cones, sundaes, shakes & floats.","['Ice cream shop', 'Dessert shop']"
Target,Disappointed every time I go and they don't have any self checkout lanes.,Valid,"The review describes a genuine shopping experience at Target, expressing disappointment about the lack of self-checkout lanes. This is directly relevant to the retail store experience and represents a legitimate customer concern about store operations.",Target,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.","['Department store', 'Baby store', 'Clothing store', 'Electronics store', 'Furniture store', 'Grocery store', 'Toy store']"
Armor - IT Services & Internet Marketing,"The employees and manager are very nice and helpful.  Although I didn't require any of their offered services, I would definitely make them my first stop when needed.",Valid,"The review describes a genuine interaction with the business staff and expresses positive sentiment about the service quality. Even though the reviewer didn't use the services, they provide relevant feedback about the employees and indicate future consideration, which is relevant to the IT services business.",Armor - IT Services & Internet Marketing,,"['Computer repair service', 'Computer consultant', 'Computer store', 'Computer support and services', 'Graphic designer', 'Internet marketing service', 'Marketing agency', 'Phone repair service', 'Web hosting company', 'Website designer']"
Maggiano's Little Italy,Absolutely wonderful a beautiful place to share with someone you really love.,Valid,"The review describes a genuine positive experience at the restaurant, expressing appreciation for the atmosphere and recommending it as a romantic dining venue. The 5-star rating is consistent with the positive sentiment, and the content is relevant to a restaurant experience.",Maggiano's Little Italy,"Semi-upscale chain for classic Italian fare served family-style in a relaxed, polished space.","['Restaurant', 'Bar', 'Caterer', 'Event venue', 'Italian restaurant']"
Verizon,Went in looking to find out more information about international plans and the gentleman that helped me was extremely helpful and knowledgeable on the subject. Thank you!,Valid,"The review describes a genuine customer service experience at a Verizon store, where the reviewer sought information about international plans and received helpful assistance. The content is directly relevant to the telecommunications services offered by the business, and the 5-star rating aligns with the positive experience described.",Verizon,"Telecommunications company offering cell phones, wireless plans, accessories & more.","['Cell phone store', 'Telephone company']"
Lowe's Home Improvement,Awesome CS found what we were looking for to do a bathroom remodel. And what we couldn't find they directed us instead of pointing they took us to each item.,Valid,"The review describes a genuine shopping experience at Lowe's Home Improvement, mentioning customer service (CS), bathroom remodel supplies, and helpful staff assistance. The content is directly relevant to the business category as a home improvement store, and the 5-star rating aligns with the positive experience described.",Lowe's Home Improvement,"Home-improvement chain for appliances, gardening supplies, tools & more (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Building materials supplier', 'Flooring store', 'Furniture store', 'Grill store', 'Hardware store', 'Lawn equipment rental service', 'Outdoor furniture store', 'Rug store']"
Riverside Bake Shop,Good baked goods and bread,Valid,"The review describes a genuine experience with the bakery's products (baked goods and bread), which directly relates to the business category 'Bakery'. The 4-star rating is consistent with the positive but brief feedback.",Riverside Bake Shop,,['Bakery']
Dollar Tree,Everything's put into place. Very clean!!,Valid,"The review describes a genuine experience at Dollar Tree, commenting on the store's organization and cleanliness, which are relevant aspects of a retail store experience. The 5-star rating is consistent with the positive feedback.",Dollar Tree,"Chain offering an eclectic mix of household items, beauty products, food & more at discount prices.","['Dollar store', 'Craft store', 'Discount store', 'Grocery store', 'Home goods store', 'Kitchen supply store', 'Party store', 'School supply store', 'Toy store', 'Variety store']"
Checker Cab,Bad all the way around,Valid,"The review expresses a negative experience with the taxi service, which is relevant to the business category. Although brief, the 1-star rating is consistent with the negative sentiment expressed in 'Bad all the way around', indicating a genuine poor experience with the service.",Checker Cab,,['Taxi service']
Hacienda Fuentes,Great food. Portions are on par with price. And best margaritas in town,Valid,"The review provides a genuine dining experience at a Mexican restaurant, commenting on food quality, portion sizes, pricing, and drinks (margaritas), which are all relevant to the business category and type.",Hacienda Fuentes,,['Mexican restaurant']
Woodfield Mall,The mall had 3-4 of my favorite stores. It was neat and clean and lots of people.,Valid,"The review describes a genuine shopping experience at the mall, mentioning specific aspects like favorite stores, cleanliness, and crowd levels. The 4-star rating is consistent with the positive text, and the content is directly relevant to the shopping mall.",Woodfield Mall,,['Bus stop']
DXL Big + Tall,Susan was awesomely helpful. In store with husband shopping for fall/winter clothing. Store was neat and organized. Very pleasant shopping experience.,Valid,"The review describes a genuine shopping experience at the men's clothing store, mentioning specific details like helpful staff (Susan), shopping for fall/winter clothing with husband, and store organization. The 4-star rating is consistent with the positive experience described.",DXL Big + Tall,,"[""Men's clothing store"", 'Shoe store']"
Alvarez Mexican Restaurant,Excellent service. Friendly staff. Tried many different entrees. Never a bad meal. They need to do something about the jalapeno poppers. Thats the only thing,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning service quality, staff friendliness, and specific food items (entrees and jalapeño poppers). The content is clearly relevant to the restaurant's category and description, and the 5-star rating aligns with the overall positive feedback despite one minor criticism.",Alvarez Mexican Restaurant,,['Mexican restaurant']
Toyota of Bourbonnais,Lots of cars and some good deals,Valid,"The review describes a genuine experience at the Toyota dealership, mentioning 'lots of cars and some good deals' which is directly relevant to a car dealer business. The 5-star rating is consistent with the positive assessment of deals available.",Toyota of Bourbonnais,,"['Toyota dealer', 'Auto parts store', 'Auto repair shop', 'Auto tune up service', 'Car dealer', 'Car leasing service', 'Oil change service', 'Tire shop', 'Truck dealer', 'Used car dealer']"
Weegee's Lounge,"One of those places in your neighborhood you ask yourself, ‘Why has it taken me so long to come here?’ Weegee’s is perfect.

My partner and I dropped in on a weekday for a cocktail and ended up having two rounds on account of how much we enjoyed our first. Our bartender was awesome.

I had the Corpse Reviver #2 since I’ve been on a gin kick lately. I gotta say, this might be my nee favorite cocktail within .5 miles of my apartment. That’s dangerous.

My partner was sipping on some delicious whiskey cocktails. Their cocktail menu will hit the spot for any variety of drinker. They have beer, too, if I’m not mistaken.

For my second round, the very helpful bartender suggested a similar cocktail that used to be on their menu for me since I wanted to mix it up and stick with a similar gin recipe. It was equally well-made yet didn’t excite me like the first cocktail. I love the use of fresh ingredients, premium spirits and thoughtful recipes.

It was quiet when we went, which was nice, actually.

Don’t change, Weegee’s. I’ll be back soon.",Valid,"This is a genuine, detailed review describing a specific visit to Weegee's Lounge. The reviewer shares personal experiences about cocktails, service, atmosphere, and expresses intent to return. The 5-star rating aligns with the positive experience described, and the content is completely relevant to a cocktail lounge.",Weegee's Lounge,"Low-key pub with a 1940s vibe featuring classic cocktails, craft beers & a shuffleboard table.","['Lounge', 'Cocktail bar']"
L. Woods Tap & Pine Lodge,Great food. My family loves it,Valid,"The review describes a genuine dining experience at the restaurant, praising the food and mentioning family enjoyment. The 5-star rating is consistent with the positive sentiment, and the content is relevant to the lodge-style restaurant's food offerings.",L. Woods Tap & Pine Lodge,"Lodge-style supper club with a large drinks list & American fare such as seafood, steaks & BBQ ribs.","['Barbecue restaurant', 'American restaurant']"
Graham's 318 Coffeehouse,Lovely and cosy coffee shop in a cute area,Valid,"The review describes a genuine experience at the coffee shop, mentioning the atmosphere ('lovely and cosy') and location ('cute area'), which aligns with the business being a coffee shop. The 5-star rating is consistent with the positive text.",Graham's 318 Coffeehouse,"Locally roasted coffee, light gourmet fare & chocolate fondue in a bright cottage filled with art.","['Coffee shop', 'Dessert restaurant']"
Crusade Burger Bar,Yes it's worth the wait.,Valid,"The review provides a genuine opinion about the dining experience at the burger restaurant, with the 5-star rating consistent with the positive sentiment expressed in 'Yes it's worth the wait,' which directly relates to the restaurant's service and food quality.",Crusade Burger Bar,"Hip restaurant & bar serving creative burgers, shakes & craft beer in a rustic-chic setting.","['Bar', 'Restaurant']"
Kankakee South KOA Holiday,Fun & clean! Staff is so kind!,Valid,"The review describes a genuine experience at the campground, mentioning cleanliness and staff kindness, which are relevant aspects for evaluating a KOA Holiday campground. The 5-star rating is consistent with the positive feedback.",Kankakee South KOA Holiday,,"['Campground', 'Camp', 'Lodge', 'RV park']"
Menards,Staff is very friendly and helpful,Valid,"The review describes a genuine experience with the staff at Menards, which is relevant to the home improvement store. The positive comment about friendly and helpful staff is consistent with the 4-star rating and relates directly to the customer service experience at this business.",Menards,"Home improvement chain with assorted building materials, tools, gardening supplies & appliances.","['Home improvement store', 'Building materials store', 'Building materials supplier', 'Hardware store', 'Lumber store', 'Plumbing supply store', 'Tool rental service']"
Arby's,Sandwich was very good just like 👍 expected,Valid,"The review describes a genuine dining experience at Arby's, mentioning the sandwich quality which is directly relevant to this fast-food restaurant known for sandwiches. The 4-star rating is consistent with the positive comment.",Arby's,,"['Fast food restaurant', 'American restaurant', 'Deli', 'Takeout Restaurant', 'Sandwich shop']"
Anglers Outlet,Good selection,Valid,"The review text 'Good selection' is directly relevant to a fishing store, as selection of fishing equipment/supplies is a key aspect customers would evaluate. The 5-star rating is consistent with the positive comment.",Anglers Outlet,,['Fishing store']
Stuart Sports Complex,"Baseball, baseball, more baseball",Valid,The review mentions 'baseball' which is directly relevant to a sports complex that would host baseball activities. The 5-star rating and repetitive mention of baseball suggests a positive experience at this sports facility.,Stuart Sports Complex,,"['Sports complex', 'Soccer field']"
Menards,The parking spots are small. Its difficult to get out of your truck without hitting the truck next to you. Shopping is good. I found what i needed for my home.,Valid,"The review describes a genuine shopping experience at Menards, mentioning specific aspects like parking conditions and finding needed home improvement items. The content is directly relevant to the home improvement store and the 4-star rating is consistent with the mixed but overall positive feedback.",Menards,"Home improvement chain with assorted building materials, tools, gardening supplies & appliances.","['Home improvement store', 'Building materials store', 'Building materials supplier', 'Hardware store', 'Lumber store', 'Plumbing supply store', 'Tool rental service']"
The Cheesecake Factory,Great selection and service,Valid,"The review provides a genuine assessment of the restaurant experience, mentioning 'selection' (relevant to the vast menu described) and 'service', with a 5-star rating that matches the positive sentiment.",The Cheesecake Factory,American chain restaurant offering sizable portions from a vast menu including signature cheesecake,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']"
River Front Chrysler Dodge Jeep Ram,The  service  message was left on the jeep.,Valid,"The review mentions a service message left on a Jeep, which is directly relevant to this Chrysler Dodge Jeep Ram dealership. The content relates to the automotive service experience at the location, and the 4-star rating is consistent with a generally positive service interaction.",River Front Chrysler Dodge Jeep Ram,,"['Car dealer', 'Auto parts store', 'Auto repair shop', 'Car finance and loan company', 'Chrysler dealer', 'Dodge dealer', 'Jeep dealer', 'Oil change service', 'Ram dealer', 'Used car dealer']"
Happy Place Cafe,Good food and great service,Valid,"The review describes a genuine dining experience with positive comments about food and service that are directly relevant to the restaurant business, and the 5-star rating is consistent with the positive feedback.",Happy Place Cafe,,"['Family restaurant', 'Bar', 'Breakfast restaurant', 'Coffee shop', 'Lunch restaurant', 'Restaurant']"
Mr Greek Gyros,Worst gyros I ever had,Valid,"The review provides a genuine negative experience about the gyros at a Greek restaurant. The 1-star rating is consistent with the negative feedback, and the content is directly relevant to the business type and food served.",Mr Greek Gyros,"24-hour counter-serve spot serving Greek-American fare such as gyros, burgers, fries & hot dogs.","['Greek restaurant', 'European restaurant', 'Delivery Restaurant', 'Mediterranean restaurant']"
Moretti's Ristorante & Pizzeria Bartlett,I was there for a baby shower I didnt eat,Valid,"The review describes a genuine visit to the location for a baby shower event, which is relevant to the business as it operates as both a restaurant and banquet hall. The 1-star rating paired with 'I didnt eat' suggests dissatisfaction with the experience, making this a legitimate review despite being brief.",Moretti's Ristorante & Pizzeria Bartlett,"Casual restaurant with thin-crust pizzas & other Italian-American fare, sports on the TVs & a patio.","['Italian restaurant', 'Banquet hall', 'Pizza restaurant']"
"Orange Restaurant Chicago, Roscoe Village",Try the Pancake Flight!,Valid,"The review recommends a specific menu item (Pancake Flight) which is relevant to this breakfast/brunch restaurant, and the 5-star rating is consistent with the positive recommendation.","Orange Restaurant Chicago, Roscoe Village",Creative breakfast plates like frushi (fruit sushi) & cinnamon roll pancakes.,"['Brunch restaurant', 'Breakfast restaurant', 'Lunch restaurant']"
J&D's Bar and Grill,"It's just sloppy prepared bar food. No presentation, just slap it on a plate and serve it, but it is a bar.",Valid,"The review provides a genuine critique of the food quality and presentation at the bar and grill, which is directly relevant to the business. The 2-star rating aligns with the negative but fair assessment of the food service.",J&D's Bar and Grill,"Down-home sports pub offering American bites, draft beer, spirits & karaoke in a laid-back setting.",['Bar & grill']
Mallard Lake,"I like to go for a walk,  to connect with nature! Enough trails!",Valid,"The review describes a genuine experience at the nature preserve, mentioning walking trails and connecting with nature, which directly relates to the park's description as a place for hiking and outdoor activities. The 4-star rating is consistent with the positive experience described.",Mallard Lake,"948-acre park with a large lake, forests & wetlands, popular for boating, fishing & hiking.","['Nature preserve', 'Tourist attraction']"
Main Park,"Fun for everyone! Volleyball, baseball, basketball, softball, tenis... and an ice cream shoppe nearby. Literally a perfect park!",Valid,"The review describes a genuine experience at the park, mentioning specific amenities (volleyball, baseball, basketball, softball, tennis) and nearby facilities (ice cream shop) that are relevant to a park location. The 5-star rating is consistent with the positive text praising it as a 'perfect park'.",Main Park,,"['Park', 'Tourist attraction']"
Lady Gregory's Irish Bar & Restaurant,"I should remember to come here more often.  I'm never disappointed.  My last visit was for lunch.  I had the soup of the day (chicken tortilla) and 1/2 of a reuben sandwich.  The soup was tasty and had a little kick.  The reuben was crazy tasty!   It's probably the best reuben I've ever had.

For dessert, I shared the toffee bread pudding...which was incredible!!",Valid,"The review describes a genuine dining experience at the Irish restaurant, with specific details about the food ordered (chicken tortilla soup, reuben sandwich, toffee bread pudding) and positive feedback about the meal quality. The 5-star rating is consistent with the enthusiastic positive text.",Lady Gregory's Irish Bar & Restaurant,Upscale farm-to-table bar eats & a large beer & whiskey menu served in a traditional Irish pub.,"['Irish restaurant', 'European restaurant', 'Irish pub']"
Elgin Public House,Love this place.  So much to choose from.  Food is great,Valid,"The review describes a genuine dining experience at the restaurant/pub, praising the food variety and quality. The 5-star rating is consistent with the positive sentiment, and the content is directly relevant to the business as a restaurant/pub.",Elgin Public House,"Upscale, brick-walled pub serving hand-cut steaks, seafood, pasta & burgers in a relaxed setting.","['Restaurant', 'Pub']"
Seashell Fish & Chicken,For a fast food you really can't complain. The prices and value is ok.... Again keep in mind its not a restaurant,Valid,"The review provides a genuine assessment of the restaurant experience, discussing food quality, prices, and value. The reviewer sets appropriate expectations by noting it's fast food rather than a full restaurant, which shows they actually visited and understood the business type. The 5-star rating aligns with their overall positive but realistic assessment.",Seashell Fish & Chicken,Relaxed eatery featuring a large menu of American staples in basic surroundings.,['Sandwich shop']
Best Western Delta Inn,Excellent location across from the Flying J truck stop.,Valid,"The review provides a genuine assessment of the hotel's location, specifically noting its proximity to a truck stop, which is relevant information for potential guests. The 5-star rating is consistent with the positive description of the location as 'excellent'.",Best Western Delta Inn,"Contemporary rooms in a relaxed hotel offering a heated indoor pool, a gym & free hot breakfast.",['Hotel']
