business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
ALDI,Good prices depending on the season of the year good Stuff You Will find,Valid,"The review describes a genuine shopping experience at ALDI, mentioning prices and product quality which are relevant to a grocery store/supermarket. The 5-star rating is consistent with the positive assessment.",,,,ALDI,,"['Supermarket', 'Grocery store']"
18|8 Fine Men's Salons - Huebner Oaks,Nice place not experienced at all very very expensive,Valid,"The review describes a genuine experience at the barber shop, mentioning aspects relevant to the business (nice place, lack of experience, expensive pricing). The 3-star rating is consistent with the mixed feedback about the salon service.",,,,18|8 Fine Men's Salons - Huebner Oaks,,['Barber shop']
Cowboyz Smoke & Vape,BOWL SCREENS...,Irrelevant,"The review text 'BOWL SCREENS...' is extremely short and vague, making it unclear how it relates to the tobacco shop. The text lacks any descriptive content about the business experience, service, or products, making it irrelevant despite the 5-star rating.",,,,Cowboyz Smoke & Vape,,['Tobacco shop']
Buffalo Wild Wings,Great service and food. Love this place,Valid,"The review describes a genuine dining experience at Buffalo Wild Wings, praising both service and food quality. The 4-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's offerings as a sports bar serving wings and American food.",,,,Buffalo Wild Wings,Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,"['Chicken wings restaurant', 'American restaurant', 'Bar & grill', 'Takeout Restaurant', 'Sports bar']"
Camp Verde General Store & Restaurant,Beautiful store and gracious sales staff! Fun place to explore and shop!!,Valid,"The review describes a genuine shopping and dining experience at the location, praising both the store and staff. The 5-star rating is consistent with the positive text, and the content is directly relevant to a general store and restaurant.",,,,Camp Verde General Store & Restaurant,,"['General store', 'Restaurant']"
Six Flags Over Texas,Upset bc season passes are nonrefundable . One of my friends D's was too big to ride some of the rides and I doubt I will ever see the $ back,Valid,"The review describes a genuine experience at the amusement park, discussing season passes and ride accessibility issues. The content is relevant to the business (amusement park policies and ride restrictions), and the 2-star rating is consistent with the negative experience described.",,,,Six Flags Over Texas,"200-acre amusement/theme park with more than 50 rides, plus live bands & family-oriented shows.","['Amusement park', 'Theme park', 'Tourist attraction']"
In-N-Out Burger,When I crave for some cheeseburgers... I come back for more 😉,Valid,"The review describes a genuine experience at In-N-Out Burger, mentioning craving cheeseburgers and returning to the location. The content is directly relevant to the hamburger restaurant business, and the 5-star rating is consistent with the positive sentiment expressed.",,,,In-N-Out Burger,"Classic California-based burger chain serving customizable patties, hand-cut fries & thick shakes.","['Hamburger restaurant', 'American restaurant', 'Diner', 'Fast food restaurant', 'Lunch restaurant', 'Restaurant']"
Schlotzsky's,Clean and good quality food.,Valid,"The review describes a genuine dining experience at the restaurant, commenting on cleanliness and food quality which are relevant to a sandwich shop/restaurant. The 4-star rating is consistent with the positive feedback.",,,,Schlotzsky's,"Counter-serve chain serving deli fare, such as their Original sandwich, specialty pizzas & salads.",['Sandwich shop']
Almeda Mall,An oldy but goody,Valid,"The review expresses a positive sentiment about the shopping mall with 'An oldy but goody', which is relevant to the business (a shopping mall). The 5-star rating is consistent with the positive tone, and the comment relates to the mall's character/experience.",,,,Almeda Mall,"Casual indoor shopping plaza with department stores, eateries &  clothing, footwear & jewelry shops.",['Shopping mall']
Wings 'N More,wings 'n more.  name says it all,Valid,"The review is relevant to the restaurant, mentioning 'wings 'n more' which directly relates to the business name and core offering (chicken wings). The comment 'name says it all' suggests the reviewer found the restaurant to deliver on its promise, which is consistent with the 5-star rating.",,,,Wings 'N More,"Texas mini-chain specializing in Buffalo-style hot wings, with fried pickles & sports on the TV.","['Family restaurant', 'Chicken wings restaurant', 'Restaurant', 'Sports bar']"
Chase Bank,"Absolutely horrendous customer services.
Long hour wait time and when they do see you they try to rush you out.",Valid,"The review describes a genuine experience with the bank's customer service, mentioning specific issues like long wait times and rushed service. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the banking services provided.",,,,Chase Bank,,"['Bank', 'ATM']"
Starlight Nails,Always on point! A place that makes you feel relaxed and comfortable,Valid,"The review describes a genuine experience at a nail salon, mentioning feeling 'relaxed and comfortable' which is relevant to nail salon services. The 5-star rating is consistent with the positive text.",,,,Starlight Nails,,['Nail salon']
Cost Plus World Market,Great customer service from both nordes and Sierra y'all were Great! Keep up the good work will be back to shop here again:),Valid,"The review describes a genuine shopping experience at the retail store, specifically mentioning positive customer service from staff members by name. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the business.",,,,Cost Plus World Market,"Retail chain featuring an eclectic array of imported housewares, furniture, decor & specialty foods.","['Furniture store', 'Glassware store', 'Kitchen supply store', 'Lighting store', 'Linens store', 'Outdoor furniture store', 'Rug store', 'Window treatment store']"
El Jimador,Always great!,Valid,"The review expresses a positive experience with a 5-star rating that matches the enthusiastic text. While brief, 'Always great!' is relevant to a Mexican restaurant as it evaluates the overall experience at the establishment.",,,,El Jimador,,"['Mexican restaurant', 'Restaurant']"
Attorney Dean Boyd,"Service and response was great! Unfortunately they were unable to resolve my case. Actually ended up having my case withdrawn, after waiting 5 months with no resolution or progression.",Valid,"The review describes a genuine experience with the attorney's services, providing specific details about the service quality, case outcome, and timeline. The 2-star rating is consistent with the mixed feedback (positive service but unsuccessful case resolution).",,,,Attorney Dean Boyd,,"['Personal injury attorney', 'Law firm', 'Attorney', 'Trial attorney']"
WoodSpring Suites Killeen,"Clean, with helpful staff.",Valid,"The review provides a genuine assessment of the hotel experience, mentioning cleanliness and staff quality which are directly relevant to an extended stay hotel. The 5-star rating is consistent with the positive feedback.",,,,WoodSpring Suites Killeen,"Casual studios with kitchenettes in a straightforward, all-suite hotel offering free parking.","['Extended stay hotel', 'Hotel']"
Casa Azteca,Great food and service... the chips were awsome too i will come back here in my next visti to Glen Rose tx,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning specific aspects like food quality, service, and chips. The 5-star rating is consistent with the positive feedback, and the reviewer expresses intent to return, indicating an actual visit.",,,,Casa Azteca,,"['Mexican restaurant', 'Restaurant']"
5.11 Tactical,Great place good prices,Valid,"The review provides a genuine assessment of the business with positive feedback about the place and pricing, which is relevant to a retail store selling tactical/outdoor equipment. The 5-star rating is consistent with the positive text.",,,,5.11 Tactical,,"['Outdoor clothing and equipment shop', 'Bag shop', 'Boot store', 'Work clothes store']"
Dollar General,"They re becoming more and more expensive other than that they still have good service,and they need more checkout people the lines become a bit much at times",Valid,"The review provides a genuine experience about the store, mentioning pricing concerns, service quality, and staffing issues at checkout. The content is directly relevant to Dollar General as a retail store, and the 4-star rating aligns with the mixed but generally positive feedback.",,,,Dollar General,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
Dona Maria Restaurante,The flavors of the dishes and sauces are unlike anything around. This place is a wonderfully authentic family restaurant. The roja sauce mixed with the green garlic makes my favorite level of hot. I’m addicted to this place. Seating is limited so you can always get it to-go or GrubHub your fix.,Valid,"The review describes a genuine dining experience at a Venezuelan restaurant, mentioning specific details about the food (flavors, sauces, roja sauce with green garlic), atmosphere (authentic family restaurant), and practical information (limited seating, takeout options). The 5-star rating is consistent with the highly positive text praising the food and expressing strong satisfaction.",,,,Dona Maria Restaurante,"Compact, unadorned counter serve supplying traditional Venezuelan cooking for dine-in or takeout.","['Venezuelan restaurant', 'Mexican restaurant']"
Peters Chevrolet Buick Chrysler Jeep Dodge Ram Fiat,"After buying cars and trucks for the past 40 years buying at Peter's was a pleasure. We had a couple of hiccups but Mark Peters was amazing.
Best buying experience ever!
I LOVE MY NEW RAM LIMITED!",Valid,"The review describes a genuine car buying experience at the dealership, mentioning specific details like the 40-year buying history, interaction with Mark Peters, and satisfaction with the new RAM Limited. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the car dealership's services.",,,,Peters Chevrolet Buick Chrysler Jeep Dodge Ram Fiat,,"['Car dealer', 'Auto parts store', 'Buick dealer', 'Car repair and maintenance', 'Chevrolet dealer', 'Chrysler dealer', 'Dodge dealer', 'Jeep dealer', 'Tire shop', 'Used car dealer']"
Popeyes Louisiana Kitchen,Love the Tuesday Specials.,Valid,"The review mentions 'Tuesday Specials' which is relevant to the restaurant experience at Popeyes Louisiana Kitchen, and the 5-star rating aligns with the positive sentiment expressed.",,,,Popeyes Louisiana Kitchen,"Louisiana-inspired fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']"
Burger King,"Just went today for lunch. Food was hot and fresh. Mary took my order in the drive through and she was friendly also the guy that handed me my order and took my money was also friendly.  Mexican , dark hair didn't get his name. Order was correct and was quick unlike the burger king on potranco. I prefer to come to marbach location!! My baby is fed thank you!!",Valid,"The review describes a genuine dining experience at Burger King, mentioning specific details about the food quality, service, staff interactions, and comparing it to another location. The 5-star rating is consistent with the positive experience described.",,,,Burger King,"Well-known fast-food chain serving grilled burgers, fries & shakes.",['Fast food restaurant']
Scuttlebutt's Seafood Bar & Grill,"Amazing food, entertainment and wonderful service. Will definitely be back",Valid,"The review describes a genuine dining experience at the seafood restaurant, praising the food, entertainment, and service. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's offerings.",,,,Scuttlebutt's Seafood Bar & Grill,"Casual joint with pool tables offering peel-&-eat shrimp, sushi rolls, grilled fish & happy hours.","['Restaurant', 'Bar', 'Seafood restaurant']"
Catfish King,Great chicken fry and catfish,Valid,"The review describes a genuine dining experience at a seafood restaurant, mentioning specific menu items (chicken fry and catfish) that are relevant to the business category and description. The 5-star rating is consistent with the positive feedback.",,,,Catfish King,No-frills restaurant chain supplying diners with catfish & other seafood dishes.,['Seafood restaurant']
Zero Degrees,So they probably have the best wings in town lol. Great drink (smoothies/shakes) selection.,Valid,"The review describes a genuine experience at the bubble tea store, mentioning specific items (wings, smoothies/shakes) that could reasonably be offered at such an establishment. The positive sentiment matches the 5-star rating.",,,,Zero Degrees,,['Cafe']
Chili's Grill & Bar,We had a great lunch good it was delicious & people were friendly will be back soon,Valid,"The review describes a genuine dining experience at Chili's, mentioning the food quality ('delicious') and service ('people were friendly'), which directly relates to the restaurant's business. The 5-star rating is consistent with the positive experience described.",,,,Chili's Grill & Bar,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,"['Tex-Mex restaurant', 'American restaurant', 'Bar', 'Bar & grill', 'Hamburger restaurant', 'Mexican restaurant', 'Restaurant']"
Hertz,This Hertz is amazing! Brad and Lesley (aka The Flash because she is SO FAST!) were very knowledgeable and quick. I will always use this location.,Valid,"The review describes a genuine car rental experience at Hertz, mentioning specific staff members (Brad and Lesley) and their service quality. The 5-star rating is consistent with the positive feedback about the location and staff performance.",,,,Hertz,,"['Car rental agency', 'Corporate office']"
Banana Republic - with Curbside Pickup,"Went early around 10 am, and found the two employees there to be very friendly and helpful. I just needed to buy pants, and the employee showed me where they were, provided me information about the deals and fit and feel of the different styles.",Valid,"The review describes a genuine shopping experience at Banana Republic, mentioning specific details like visiting time (10 am), helpful employees, purchasing pants, and receiving information about deals and styles. The content is directly relevant to the clothing store and the 5-star rating is consistent with the positive experience described.",,,,Banana Republic - with Curbside Pickup,"Clothing chain featuring classic, stylish pieces for men & women, plus shoes & accessories.","['Clothing store', 'Jeans shop', 'Dress store', ""Men's clothing store"", 'Sportswear store', ""Women's clothing store""]"
La Trinidad United Methodist Church,Awesome church,Valid,The review provides a genuine positive assessment of the church experience with a 5-star rating that matches the positive sentiment. The text 'Awesome church' is directly relevant to the business category of Methodist/United Methodist church.,,,,La Trinidad United Methodist Church,,"['United Methodist church', 'Hispanic church', 'Methodist church']"
Southside Market & Barbeque,Very good but pricey!,Valid,"The review provides a genuine assessment of the barbecue restaurant, commenting on both quality ('Very good') and pricing ('pricey'), which are relevant aspects of a dining experience. The 4-star rating is consistent with the mixed but generally positive feedback.",,,,Southside Market & Barbeque,"A fixture since 1882, this BBQ joint offers a simple menu of slow-smoked meats in casual digs.","['Barbecue restaurant', 'Caterer']"
Mr Gatti's Pizza,Food is good they just need to clean more on tables,Valid,"The review provides a genuine experience about the restaurant, mentioning the food quality and cleanliness of tables, which are relevant aspects of dining at a pizza restaurant. The 3-star rating is consistent with mixed feedback (good food but cleanliness issues).",,,,Mr Gatti's Pizza,,"['Pizza restaurant', 'Buffet restaurant', 'Chicken wings restaurant', 'Delivery service', 'Event venue', 'Family restaurant', 'Takeout restaurant', 'Party planner', 'Video arcade']"
Outlaw Pass,Nice place for fun,Valid,"The review expresses a positive opinion about the recreation center with a 4-star rating. The text 'Nice place for fun' is directly relevant to the business category which includes recreational activities like go-kart track, miniature golf, and rock climbing.",,,,Outlaw Pass,,"['Recreation center', 'Go-kart track', 'Miniature golf course', 'Rock climbing']"
Olivia's Donut Shoppe,They have great service and the croissants are amazing and don't forgetto get the chocolate glaxed donuts!!  SUPPORT FAMILY OWNED BUSINESS!!,Valid,"The review describes a genuine experience at the donut shop, mentioning specific items (croissants, chocolate glazed donuts) and service quality. The encouragement to support family-owned business is relevant opinion rather than advertisement, and the 5-star rating is consistent with the positive experience described.",,,,Olivia's Donut Shoppe,,"['Restaurant', 'Breakfast restaurant']"
Whataburger,Clean,Valid,"The review describes a genuine aspect of the restaurant experience (cleanliness) which is relevant to a fast-food establishment, and the 4-star rating is consistent with the positive assessment.",,,,Whataburger,,['Restaurant']
IHOP,Food was greasy but the waitress was very nice and welcoming,Valid,"The review describes a genuine dining experience at IHOP, commenting on both the food quality (greasy) and service (nice waitress). The content is directly relevant to the restaurant's dining experience and the 3-star rating is consistent with mixed feedback (negative food quality but positive service).",,,,IHOP,,"['Restaurant', 'American restaurant', 'Breakfast restaurant', 'Family restaurant']"
The Butler House,Great atmosphere! Our boys played catch with a football while waited on our meal! The food was awesome.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning both the atmosphere and food quality. The 5-star rating is consistent with the positive feedback about the meal and family-friendly environment.",,,,The Butler House,,['Restaurant']
Duluth Trading Company,Overpriced work clothes  .... the end,Valid,"The review expresses a genuine opinion about the pricing of work clothes at a clothing store, which is directly relevant to the business category and provides a specific criticism based on apparent experience with the products.",,,,Duluth Trading Company,,"['Clothing store', ""Men's clothing store"", ""Women's clothing store""]"
H-E-B,Very small,Valid,"The review provides a genuine assessment of the grocery store's size, which is relevant to the shopping experience at H-E-B. Despite being brief, it relates directly to the physical characteristics of the store.",,,,H-E-B,,['Grocery store']
Dragon Warrior Noodle at The Point,One of my favorite places in town. Make sure to try out the bao buns!,Valid,"The review describes a genuine dining experience at the restaurant, specifically recommending the bao buns. The 5-star rating is consistent with the positive sentiment, and the content is directly relevant to the ramen restaurant.",,,,Dragon Warrior Noodle at The Point,,['Ramen restaurant']
Maggiano's Little Italy,Great place to take your mom for mother's day.,Valid,"The review provides a genuine recommendation for a specific occasion (Mother's Day) at an Italian restaurant, which is relevant to the business type and demonstrates actual consideration of the venue for dining purposes.",,,,Maggiano's Little Italy,"Semi-upscale chain for classic Italian fare served family-style in a relaxed, polished space.","['Restaurant', 'Bar', 'Caterer', 'Event venue', 'Italian restaurant']"
Alamo Tamales & Taco,The tamales are so GOOD!,Valid,"The review provides a genuine positive experience about the tamales at this Mexican restaurant/tamale shop. The 5-star rating is consistent with the enthusiastic praise, and the content directly relates to the business's specialty (tamales) as indicated in both the name and category.",,,,Alamo Tamales & Taco,"Celebrated tamales, plus tacos & other Mexican favorites, served cafeteria-style in a roomy setting.","['Mexican restaurant', 'Bakery', 'Banquet hall', 'Sports bar', 'Taco restaurant', 'Tamale shop']"
Wingstop,"Wings and fries were great, but it took over 35 minutes to get. Chairs in the dining area were stinky.",Valid,"The review describes a genuine dining experience at Wingstop, mentioning specific food items (wings and fries), service time, and dining area conditions. The 3-star rating is consistent with the mixed feedback (positive about food quality, negative about wait time and cleanliness).",,,,Wingstop,Casual counter-serve chain serving a variety of chicken wings & sides.,['Chicken wings restaurant']
buldogies,Love this place. Food is great. Customer service is great.,Valid,"The review describes a genuine dining experience with positive feedback about food quality and customer service, which is directly relevant to a hot dog restaurant. The 5-star rating is consistent with the positive text.",,,,buldogies,,['Hot dog restaurant']
Taco Tote San Antonio,"Decent food (too salty for my taste), decent portions, good homemade tortillas.
I'll be more specific. my wife and I got the fajita plate for 2.  The chicken was well cooked(not too dry) and seasoned; slightly saltier than we would like.  The charro beans were well seasoned; way saltier than we like (and I like a healthy dose of salt in my beans).  The rice was also salty.
To summarize any one of the 3 items would have added enough salt to the meal, but having them all put it over the top.",Valid,"The review provides a detailed and genuine dining experience at the Mexican restaurant, describing specific food items (fajita plate, chicken, charro beans, rice, tortillas) that align with the business category and description. The 4-star rating is consistent with the mixed but generally positive feedback about decent food and good portions, despite the saltiness concern.",,,,Taco Tote San Antonio,"Counter-serve Mexican chain featuring a variety of tacos, handmade tortillas & a salsa bar.",['Mexican restaurant']
Magic Burger,Quick fast and they know the order,Valid,"The review describes a genuine experience at the hamburger restaurant, commenting on service speed and order accuracy, which is relevant to the business category and description. The 4-star rating is consistent with the positive feedback.",,,,Magic Burger,"Longtime, unadorned counter-serve joint with burgers & sides, plus fried seafood meals & sandwiches.",['Hamburger restaurant']
Bed Bath & Beyond,Decently sized and the workers are very helpful!,Valid,"The review describes a genuine shopping experience at Bed Bath & Beyond, commenting on the store size and staff helpfulness, which is relevant to this home goods retail location. The 5-star rating is consistent with the positive feedback.",,,,Bed Bath & Beyond,"Chain with a varied selection of home goods, including bedding, kitchenware, towels & decor items.","['Department store', 'Appliance store', 'Bathroom supply store', 'Bedding store', 'Cutlery store', 'Gift shop', 'Glassware store', 'Home goods store', 'Linens store', 'Wedding store']"
Barnaby's Cafe,GREAT food. Salads are incredible.,Valid,"The review describes a genuine dining experience at the cafe, praising the food quality and specifically mentioning salads. The 5-star rating is consistent with the positive text, and the content is directly relevant to the restaurant's food offerings.",,,,Barnaby's Cafe,Branch of a local chain offers American comfort food in pooch-themed digs with a dog-friendly patio.,"['American restaurant', 'Sandwich shop']"
Target,"Here they have everything you need in your house, great service",Valid,"The review describes a genuine shopping experience at Target, mentioning they have 'everything you need in your house' and 'great service', which aligns well with Target's description as a retail chain offering various home goods and the department store category. The 5-star rating is consistent with the positive feedback.",,,,Target,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.","['Department store', 'Electronics store', 'Furniture store', 'Toy store']"
Black Fox Beauty Supply,Good prices & they always have the hair I want.,Valid,"The review describes a genuine shopping experience at a beauty supply store, mentioning specific aspects like prices and hair product availability that are directly relevant to the business category 'Cosmetics store'. The 4-star rating is consistent with the positive feedback.",,,,Black Fox Beauty Supply,,['Beauty supply store']
Yellow Rose Cafe,"Food is great and good variety on the menu. Nothing fancy about this location.
Local hangout with separate smoking section.",Valid,"The review provides a genuine experience describing the food quality, menu variety, atmosphere, and specific details about the location (local hangout with smoking section). The 4-star rating is consistent with the positive but balanced feedback about the restaurant.",,,,Yellow Rose Cafe,,['Restaurant']
Old Celina Park,Just Beautiful!,Valid,"The review expresses a positive sentiment about the park with 'Just Beautiful!' which is relevant to a city park location, and the 5-star rating is consistent with the positive comment.",,,,Old Celina Park,,['City park']
Albertsons,Good &close.,Valid,"The review describes a positive experience at the grocery store with 'Good' indicating satisfaction and '&close' likely meaning the location is conveniently close to the reviewer. The 4-star rating is consistent with the positive sentiment, and the content is relevant to the grocery store business.",,,,Albertsons,,"['Grocery store', 'Grocery delivery service']"
Chipotle Mexican Grill,Best Chipotle near downtown,Valid,"The review provides a genuine positive assessment of this specific Chipotle location, comparing it favorably to other nearby locations. The 5-star rating is consistent with the positive text, and the content is directly relevant to the Mexican restaurant.",,,,Chipotle Mexican Grill,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.","['Mexican restaurant', 'Caterer', 'Fast food restaurant']"
Wicked Wing Pub,Are you looking for a wing experience that will open your eyes to how wings should be done? Do you want fresh wings with 18 different choices of flavors? Do you want a great pub experience with great waitstaff and on owner with a passion for his craft? Than Wicked Wing Pub is the place for you. Don't listen to haters like Chris Hernandez. There are combos available. Just ask. Do you really want to knock someone for not having a website? Heard of Facebook? They are on there. Go and like their page!,Advertisement,"The review reads like promotional marketing copy with multiple rhetorical questions designed to sell the business, and includes a direct call-to-action to 'Go and like their page' on Facebook, which constitutes promotion of another platform.",,,,Wicked Wing Pub,,['Restaurant']
Bubba's 33,"They have great breakfast, they get you seated very quickly and a wonderful staff.",Valid,"The review describes a genuine dining experience with specific details about breakfast, seating service, and staff quality. The 5-star rating is consistent with the positive feedback, and the content is relevant to the restaurant experience.",,,,Bubba's 33,,"['American restaurant', 'Pizza restaurant']"
Stonebridge at Newport,Beautiful,Valid,"The review text 'Beautiful' is relevant to an event venue/wedding venue/banquet hall, as aesthetic appeal is a key factor for such locations. The 5-star rating is consistent with the positive adjective used.",,,,Stonebridge at Newport,,"['Event venue', 'Banquet hall', 'Conference center', 'Golf course', 'Wedding venue']"
Chick-fil-A,Always great,Valid,"The review expresses a positive experience ('Always great') that is relevant to the fast-food restaurant, and the 5-star rating is consistent with the positive sentiment.",,,,Chick-fil-A,,"['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']"
Courtyard by Marriott San Antonio Downtown/Market Square,Love saying here smells good too,Valid,"The review expresses a positive experience staying at the hotel with a 5-star rating. While brief, the text 'Love saying here smells good too' (likely meant 'staying here') is relevant to the hotel experience and matches the positive rating.",,,,Courtyard by Marriott San Antonio Downtown/Market Square,"Straightforward hotel offering contemporary rooms & free WiFi, plus a heated outdoor pool.","['Hotel', 'Indoor lodging', 'Meeting planning service']"
Grand Lux Cafe,"I used to live in NY, and this restaurant quickly became an all time favorite. I then moved to Texas and a few years later found this location in Austin. I was so excited as I missed the incredible food, deserts, and service I experienced in NY. However I became quickly disappointed. The food was still decencompared to other restaurants and the service wasn't awful, compared to other restaurants. But neither are what I have known and come to expect from a Grand Lux. This place is rather pricey. It's one of those places you go to treat yourself or small family once in a very blue moon. However the quality of food and level of service were not worth the price from this experience. Myself, husband, and best friend went together as I wanted to bring them to the amazing restaurant I knew in NY. We were quickly seated. However the decor was outdated and felt as if we were sitting in one of those hotel restaurants where not much thought is given to decor because the restaurant is really there out of convenience. My friend and I ordered brunch drinks. The drinks themselves tasted decent but not $10-$11 dollars a glass decent and they were very very small. The bloody Mary was served in a rather small glass with tons of ice. Mine was served in a small champagne glass. Neither had any traceable amounts of alcohol in them... like I said, they were tasty, but not worth the gouged price. Our waiter quickly checked back in to see if we were ready to order. We ordered but that was the last we saw of him until the end of the meal. Three separate people delivered our food at different times. We were never prompted or asked about desert when our order was taken. This place makes several things to order and take roughly 30 minutes, so your waiter needs to put in the order at the beginning. Let me tell you, the desserts from Grand Lux are to die for, but we were never asked or able.to order them, so I can only speak from my experience at the NY location. My friend ordered the lunch omelet with a side salad. It came out with hash browns and no salad. The waitress delivering it quickly apologized and took it back for her. However another 15-20 minutes went by before it came back out. I shared my Asian tacos from the tapas menu while we waited. They were yummy. I also ordered mini crab cakes (my husband's favorite) and tuna ceviche but was told after the fact they were out of the ceviche. Which was okay ultimately, as I became full very quickly, but it would have been helpful if my waiter was aware of any menu changes in the beginning. My husband ordered butter garlic shrimp pasta. The sauce was good but the shrimp weren't cleaned properly. They had sand in them, were gritty, and not deveined. We finally saw our waiter again once we were finished. He offered to box our food up to go which we said yes. My tacos and crab cakes were both supposed to have sauce. At the NY restaurant I go to they always included an extra to go cup of whatever sauce your food came with. This waiter did not. The food was good but the sauce definitely doesn't all together as it should with any decent meal. Like I said, it would have been good if I were going to a restaurant like cheddars. However this is the Grand Lux. For our simple meal for three people (and my two very small plates coming from a tapas menu), our bill was well over $100. This is not the type of food or experience I would expect for the name or the price and I am highly disappointed. To add insult to injury the food made me, my friend and husband very sick that night. It was the only thing we ate all day and the only meal we have ever had in common in over a month. My friend lives in Austin and I live by Fort Hood. So there is no way and highly unlikely it camfrom something else we ate. I would highly doubt the possibility of me ever returning here. I guess I will have to wait on the rare trip if ever, I go back to NY to visit a Grand Lux again.",Valid,"This is a detailed, genuine review of a dining experience at Grand Lux Cafe. The reviewer describes specific aspects of their visit including food quality, service, pricing, and atmosphere. Despite the 1-star rating and negative tone, the review provides substantial detail about an actual visit and compares it to their previous experiences at other locations. The content is highly relevant to the restaurant and shares a legitimate customer experience.",,,,Grand Lux Cafe,Upmarket chain offering a wide-ranging American menu in opulent surroundings.,"['Restaurant', 'American restaurant', 'Brunch restaurant', 'Dessert restaurant', 'Family restaurant']"
Ripley's Believe It or Not!,Wonderful Experience!!,Valid,The review expresses a positive experience with a 5-star rating that matches the enthusiastic text about visiting this tourist attraction museum.,,,,Ripley's Believe It or Not!,"Museum with kitschy oddities on display, including shrunken human heads & rare animal skeletons.",['Tourist attraction']
KFC,Very nice I like how they upgraded it. needed it and the people there are so nice,Valid,"The review describes a genuine experience at KFC, mentioning upgrades to the location and positive interactions with staff. The 4-star rating is consistent with the positive feedback about the restaurant and service.",,,,KFC,"Fast-food chain known for its buckets of fried chicken, plus wings & sides.","['Fast food restaurant', 'Chicken restaurant', 'Chicken wings restaurant']"
Veterans Park,Nice local park with a accurate walking/running  path,Valid,"The review describes a genuine experience at the park, mentioning specific features like the walking/running path. The 4-star rating is consistent with the positive assessment, and the content is directly relevant to a city park.",,,,Veterans Park,,['Park']
Best Buy,"I am extremely frustrated with the Geek Squad service I have received.  I took my computer in on July 29.  I was told they would have to send the computer off to a service center for repairs, so I should come in to back it up.  I went the next day to back up my computer to be told it had already been shipped off.  When I hadn't heard anything on the tracking, I called to find out that my computer had NOT been sent off but was still in the store.  I asked about the backup, and I was told they had done one.  My computer left the store 14 days after I took it in because they ""didn't have shipping boxes available.""  The service center did not receive my computer for 9 more days. The diagnosis was made 15 days later. The repairs were made and the computer was shipped 7 days later and was ready for pick up 5 days after that.  When I picked up my computer, they had not uploaded the back up and said they would need it another day. The backup was supposedly done, and I picked up the computer.  It has NOTHING on it.  It's like brand new.  There was a folder called Geek Squad Back up that has a few files in it, but everything else is gone.  I would have at least backed up my documents had they not told me the computer was no longer in the store!  I am so irritated!  I have purchased at least 4 computers from Best Buy over the years, but I will probably not go back.  And the reason I'm writing all of this here is in hopes that they will monitor these reviews and see it....I have been trying to get in touch by phone and by chat.  I can't even get service either of those ways!!",Valid,"The review describes a detailed, genuine experience with Best Buy's Geek Squad computer repair service. The content is directly relevant to the business (electronics/computer store), provides specific timeline details of the service experience, and the 2-star rating is consistent with the frustrated but factual account of poor service quality.",,,,Best Buy,"Chain retailer with a large array of brand-name electronics, computers, appliances & more.","['Electronics store', 'Appliance store', 'Computer store', 'Home theater store', 'Music store', 'Video game store', 'Video store']"
Jorges Cafe,The food wasn't too bad but for the price is too high for not much food,Valid,"The review provides a genuine assessment of the food quality and pricing at the restaurant, which is directly relevant to the dining experience at Jorges Cafe. The 3-star rating aligns with the mixed feedback about decent food but poor value.",,,,Jorges Cafe,,"['Mexican restaurant', 'Latin American restaurant', 'Restaurant']"
Tiff's Treats Cookie Delivery,We purchased a variety of cookies and they were all very good! Service was friendly.,Valid,"The review describes a genuine experience purchasing cookies from the cookie delivery business, with positive feedback about both the product quality and service that directly relates to the business category and description.",,,,Tiff's Treats Cookie Delivery,"Fresh-baked cookies for pre-order & pickup, or delivery, with a limited selection for walk-ins.","['Cookie shop', 'Bakery', 'Corporate gift supplier', 'Delivery service', 'Dessert shop', 'Gift basket store', 'Wedding bakery']"
