business_name,text,predicted_label,prediction_reason
Summit Gelateria,Special deal at taco trios: enjoy bonus class included when you book online before all of September.,advertisement,Promotional tone with call-to-action
Amber Garden Center,Don’t wait—free delivery across all espresso drinks. Offer ends this weekend.,advertisement,Includes giveaway/freebie or BOGO promotion
Ivy Taproom,"Try our new hair coloring packages and get a free side. Limited-time only, grab yours today.",advertisement,Includes giveaway/freebie or BOGO promotion
Riverstone Burger Joint,Celebrate with us—50% off on all succulent sets this until supplies last. Don’t miss out!,advertisement,Contains explicit discount percentage
Marble Pilates Studio,Our espresso drinks is now just $49. Grab this deal before this week.,advertisement,Highlights specific price anchor as promotion
Golden Steakhouse,Love taco trios? Take advantage of our a free side happening before month-end.,advertisement,Includes giveaway/freebie or BOGO promotion
Summit Tutoring Center,"Looking for the best teeth whitening? We’ve got you covered with a free sample gift, valid for the next 48 hours.",advertisement,Includes giveaway/freebie or BOGO promotion
Willow Garden Center,"Looking for the best eye exams? We’ve got you covered with free delivery, valid by Sunday night.",advertisement,Includes giveaway/freebie or BOGO promotion
Sunset Barbershop,Special deal at fresh flower bouquets: enjoy 50% off when you swing by before this week.,advertisement,Contains explicit discount percentage
Rosewood Garden Center,Love bubble teas? Take advantage of our a free side happening this week.,advertisement,Includes giveaway/freebie or BOGO promotion
Amber Gelateria,Our succulent sets is now just $39. Grab this deal before by Sunday night.,advertisement,Highlights specific price anchor as promotion
Maple Cafe,Don’t wait—a free side across all sushi platters. Offer ends this weekend.,advertisement,Includes giveaway/freebie or BOGO promotion
Aspen Diner,Love sourdough loaves? Take advantage of our a free sample gift happening before month-end.,advertisement,Includes giveaway/freebie or BOGO promotion
Skyline Car Wash,Celebrate with us—buy 1 get 1 free on all succulent sets this this week. Don’t miss out!,advertisement,Includes giveaway/freebie or BOGO promotion
Rustic Bakery,"Looking for the best dental cleanings? We’ve got you covered with free delivery, valid before month-end.",advertisement,Includes giveaway/freebie or BOGO promotion
Pearl Coffee Roasters,Special deal at bubble teas: enjoy 20% off when you swing by before all of September.,advertisement,Contains explicit discount percentage
Amber Pet Supply,"Looking for the best fresh flower bouquets? We’ve got you covered with a free sample gift, valid today.",advertisement,Includes giveaway/freebie or BOGO promotion
Rustic Wine Bar,"Try our new bootcamp classes and get a free side. Limited-time only, download our app today.",advertisement,Includes giveaway/freebie or BOGO promotion
Maple Auto Detailing,"Try our new dental cleanings and get complimentary drink. Limited-time only, grab yours today.",advertisement,Time-limited call-to-action
Velvet Fitness Club,Special deal at bubble teas: enjoy complimentary drink when you sign up before all of September.,advertisement,Promotional tone with call-to-action
Silverleaf Music Academy,Join now and receive 30% off on your first taco trios. join today!,advertisement,Contains explicit discount percentage
Maple Kitchen,Celebrate with us—complimentary drink on all sushi platters this today. Don’t miss out!,advertisement,Time-limited call-to-action
Fairview Pizzeria,Celebrate with us—20% off on all succulent sets this this week. Don’t miss out!,advertisement,Contains explicit discount percentage
Willow Car Wash,Don’t wait—buy 1 get 1 free across all succulent sets. Offer ends this week.,advertisement,Includes giveaway/freebie or BOGO promotion
Bluebird Pizzeria,Don’t wait—bonus class included across all tomahawk steaks. Offer ends for the next 48 hours.,advertisement,Time-limited call-to-action
Summit Taproom,Our tomahawk steaks is now just $29. Grab this deal before today.,advertisement,Highlights specific price anchor as promotion
Nova Kitchen,Enjoy a free sample gift with every succulent sets. Available exclusively if you join today.,advertisement,Includes giveaway/freebie or BOGO promotion
Riverstone Dental Studio,"Try our new bubble teas and get 20% off. Limited-time only, swing by today.",advertisement,Contains explicit discount percentage
Silverleaf Garden Center,Love succulent sets? Take advantage of our 50% off happening today.,advertisement,Contains explicit discount percentage
Bluebird Auto Detailing,Celebrate with us—a free topping on all wine tastings this until supplies last. Don’t miss out!,advertisement,Includes giveaway/freebie or BOGO promotion
Velvet Cafe,Don’t wait—bonus class included across all deep tissue massages. Offer ends for the next 48 hours.,advertisement,Time-limited call-to-action
Starlight Hair Lounge,"Looking for the best cold brew coffee? We’ve got you covered with bonus class included, valid this week.",advertisement,Time-limited call-to-action
Aspen Florist,Don’t wait—buy 1 get 1 free across all wine tastings. Offer ends this week.,advertisement,Includes giveaway/freebie or BOGO promotion
Saffron Trattoria,Our taco trios is now just $39. Grab this deal before until supplies last.,advertisement,Highlights specific price anchor as promotion
Nova Burger Joint,Special deal at deep tissue massages: enjoy a free sample gift when you preorder before today.,advertisement,Includes giveaway/freebie or BOGO promotion
Starlight Nail Spa,Love gel manicures? Take advantage of our buy 1 get 1 free happening all of September.,advertisement,Includes giveaway/freebie or BOGO promotion
Cedar Fitness Club,Special deal at cold brew coffee: enjoy a free topping when you join today before until supplies last.,advertisement,Includes giveaway/freebie or BOGO promotion
Summit Eye Clinic,Enjoy bonus class included with every bootcamp classes. Available exclusively if you download our app.,advertisement,Promotional tone with call-to-action
Aspen Bookshop,Join now and receive bonus class included on your first gel manicures. grab yours!,advertisement,Promotional tone with call-to-action
Stonebridge Car Wash,Enjoy a free topping with every cold brew coffee. Available exclusively if you visit us.,advertisement,Includes giveaway/freebie or BOGO promotion
Golden Bike Shop,Join now and receive 50% off on your first succulent sets. preorder!,advertisement,Contains explicit discount percentage
Juniper Pilates Studio,Our taco trios is now just $39. Grab this deal before this week.,advertisement,Highlights specific price anchor as promotion
Pearl Bike Shop,Special deal at succulent sets: enjoy 20% off when you join today before by Friday.,advertisement,Contains explicit discount percentage
Urban Pizzeria,"Looking for the best cold brew coffee? We’ve got you covered with a free side, valid before month-end.",advertisement,Includes giveaway/freebie or BOGO promotion
Rustic Burger Joint,"Looking for the best tomahawk steaks? We’ve got you covered with free delivery, valid today.",advertisement,Includes giveaway/freebie or BOGO promotion
Luna Pâtisserie,Our tomahawk steaks is now just $49. Grab this deal before today.,advertisement,Highlights specific price anchor as promotion
Bamboo Wine Bar,Love hair coloring packages? Take advantage of our buy 1 get 1 free happening until supplies last.,advertisement,Includes giveaway/freebie or BOGO promotion
Silverleaf Hair Lounge,Celebrate with us—50% off on all sushi platters this this weekend. Don’t miss out!,advertisement,Contains explicit discount percentage
Copper Taproom,Love wood-fired pizzas? Take advantage of our buy 1 get 1 free happening until supplies last.,advertisement,Includes giveaway/freebie or BOGO promotion
Oakwood Pet Supply,Love tandoori specials? Take advantage of our complimentary drink happening until supplies last.,advertisement,Promotional tone with call-to-action
Saffron Music Academy,Love fresh flower bouquets? Take advantage of our bonus class included happening today.,advertisement,Time-limited call-to-action
Starlight Steakhouse,Join now and receive complimentary drink on your first wood-fired pizzas. reserve a table!,advertisement,Promotional tone with call-to-action
Copper Bistro,"Try our new teeth whitening and get 30% off. Limited-time only, reserve a table today.",advertisement,Contains explicit discount percentage
Summit Pilates Studio,Love eye exams? Take advantage of our a free topping happening by Friday.,advertisement,Includes giveaway/freebie or BOGO promotion
Silverleaf Pet Supply,Celebrate with us—50% off on all teeth whitening this by Friday. Don’t miss out!,advertisement,Contains explicit discount percentage
