business_name,text,predicted_label,prediction_reason,description,category
Wurst Bier Hall,Love this place more and more every time.,Valid,"The review expresses genuine positive sentiment about repeated visits to the location, and the 5-star rating is consistent with the positive text about loving the place more each time.",,"['German restaurant', 'Beer hall']"
Paradiso Mexican Restaurant Grand Forks,Love it!,Valid,"The review expresses genuine positive sentiment about the restaurant with a 5-star rating that matches the enthusiastic text. While brief, 'Love it!' is clearly relevant to the Mexican restaurant and reflects a positive dining experience.","Local chain serving Mexican faves, including flame-grilled fare, in a casual, traditional space.",['Mexican restaurant']
Northside Cafe,Great home cooking.  Freindly staff,Valid,"The review describes a genuine dining experience at the cafe, mentioning both the food quality ('Great home cooking') and service ('Friendly staff'). The 5-star rating is consistent with the positive feedback, and the content is directly relevant to an American restaurant/cafe.",,"['American restaurant', 'Cafe']"
Arby's,Good food,Valid,"The review provides a genuine positive assessment of the food quality at Arby's, which is directly relevant to this fast-food restaurant. The 5-star rating is consistent with the positive comment 'Good food'.","Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.","['Fast food restaurant', 'American restaurant', 'Deli', 'Takeout restaurant', 'Sandwich shop']"
"Black Gold Suites, Stanley",Awesome rooms with plenty of space. The beds were very comfy and clean!,Valid,"The review describes a genuine experience staying at the hotel, with specific details about rooms, space, beds, comfort, and cleanliness. The 4-star rating is consistent with the positive feedback about the accommodation.",,"['Extended stay hotel', 'Hotel', 'Indoor lodging', 'Motel']"
Natural Grocers,"Excellent place for groceries. They offer classes, too",Valid,"The review describes a genuine experience at Natural Grocers, mentioning both groceries and classes which are relevant to this organic grocery store. The 5-star rating is consistent with the positive text.","Retail chain focused on natural & organic groceries, supplements, household products & more.","['Grocery store', 'Greengrocer', 'Health food store', 'Natural goods store', 'Organic food store', 'Organic shop', 'Produce market', 'Vitamin & supplements store']"
Taco John's,Best jaco johns that i had in 10 years of living in ND. The naco cheese is actually hot ( temperature wise) and the food is made to fresh. Nice warm and delicious.  The sad part is they may only have two workers working at a time but theu do there greatest to provide actual delicious food in a tinely matter. I left two taco johns to come to this one because the other taco johns in Bismarck took for ever but this taco johns was well worth the wait and honestly faster than the other two taco johns. I advise everyone to come to this one and just wait 10 mins or less because it is well worth your wait.,Valid,"The review describes a genuine dining experience at Taco John's, discussing specific food items (tacos, nacho cheese), service quality, wait times, and comparing it to other locations. The 5-star rating aligns with the positive experience described, and the content is directly relevant to the fast-food restaurant.","Fast-food chain featuring tacos, burritos, nachos & breakfasts mixing Mexican & Western flavors.","['Fast food restaurant', 'Breakfast restaurant', 'Diner', 'Mexican restaurant', 'Restaurant', 'Southwestern restaurant (US)', 'Tex-Mex restaurant']"
Kiwanis Park,Nice and peaceful,Valid,The review describes a genuine experience at the park with relevant descriptors ('nice and peaceful') that appropriately relate to the park category and location. The 5-star rating is consistent with the positive sentiment.,,['City park']
Buffalo Wild Wings,LOVE IT!!,Valid,"The review expresses genuine positive sentiment about Buffalo Wild Wings with a 5-star rating. While brief, the enthusiastic tone ('LOVE IT!!') is relevant to the restaurant experience and consistent with the high rating.",Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,"['Chicken wings restaurant', 'American restaurant', 'Bar & grill', 'Takeout Restaurant', 'Restaurant', 'Sports bar']"
"Motel 6 Bismarck, ND",My wife flight got cancelled for the next day so we decided to stay in Bismark for the night . We called couples of motels one of which was Motel 6 so we decided to give it a try since the price was so cheap for only 1 night. But I changed my mind when we arrived on spot and  before checking in because the place was terrible and not worth the 10  dollars less in rate difference of another acceptable motel in the same area. I had before checked in Motel 6 room in different areas and locations in the US when I drive on the road but this particular one was so different and less appealing with it's overall ambiance.,Valid,"The review describes a genuine experience with the motel, including the circumstances of their visit (cancelled flight), the decision-making process, and specific observations about the property's condition and ambiance. The 2-star rating is consistent with the negative assessment of the location.","Straightforward budget property offering modern rooms & an outdoor pool, plus free morning coffee.","['Motel', 'Hotel']"
Taco Bell,"The wait time is long, sometimes they run out of essential stuff.",Valid,"The review describes a genuine experience at Taco Bell, mentioning specific issues like wait time and inventory problems that are relevant to the fast-food restaurant. The 2-star rating is consistent with the negative feedback provided.","Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
Tru Blu Social Club,Mussels are out of this world good as is all the food.Service was also excellent!,Valid,"The review describes a genuine dining experience at the restaurant, specifically mentioning mussels and food quality which aligns with the seafood restaurant category. The praise for service is relevant to the dining establishment, and the 5-star rating is consistent with the positive feedback.","Casual, unfussy eatery & bar offering American steaks, seafood, pasta, sandwiches & beers.","['Family restaurant', 'Banquet hall', 'Bar', 'Bar & grill', 'Breakfast restaurant', 'Caterer', 'Cocktail bar', 'Fine dining restaurant', 'Seafood restaurant', 'Steak house']"
Young Blood Coffee,Some of the best coffee ever! Very friendly and fun servers. Perfect experience!,Valid,"The review describes a genuine coffee shop experience with specific details about the coffee quality and staff friendliness, which directly relates to the business category of 'Coffee shop, Coffee roasters'. The 5-star rating is consistent with the positive text.",,"['Coffee shop', 'Coffee roasters']"
Gideon's Trumpet,Great store with a wide selection and kind staff. Our first visit we talked to the owner for a good while and we've had a great experience every time we've gone!,Valid,"The review describes genuine experiences visiting the bookstore, mentioning specific details like talking to the owner, the store's selection, and staff kindness. The 5-star rating is consistent with the positive feedback about multiple visits.",,"['Book store', 'Christian book store', 'Engraver', 'Music store']"
La Carreta Mexican Restaurant,Delicious food. Friendly staff!!!!,Valid,"The review describes a genuine dining experience at the Mexican restaurant, praising the food and staff, which is relevant to the business type and consistent with the 5-star rating.",,"['Mexican restaurant', 'Latin American restaurant']"
Five Guys,Always great... Can't miss.,Valid,"The review expresses a positive experience ('Always great') that is relevant to the restaurant, and the 5-star rating is consistent with the positive sentiment about the food quality.","Fast-food chain with made-to-order burgers, fries & hot dogs, plus free peanuts while you wait.","['Hamburger restaurant', 'American restaurant', 'Fast food restaurant', 'Hot dog restaurant', 'Hot dog stand', 'Restaurant']"
Ralph Engelstad Arena,WORK at LITTLE CAESAR'S,Irrelevant,"The review text 'WORK at LITTLE CAESAR'S' is completely unrelated to Ralph Engelstad Arena, which is an indoor sports arena and event venue. The text appears to be about employment at a pizza chain rather than an experience at the arena.","Indoor sports arena at UND Grand Forks hosting college hockey games & concerts, with 11,600 seats.","['Arena', 'Corporate entertainment service', 'Event venue', 'Group accommodation', 'Hockey rink', 'Wedding venue']"
Tea & Crepe Fargo,"Such a unique new concept. Tasty also. Not filling and overly sugared, unless you choose the sugary toppings. Watching the rolls be made is an experience in itself.",Valid,"The review describes a genuine dining experience at the location, mentioning the taste, portion size, sugar content, toppings, and the visual experience of watching food preparation. The 5-star rating is consistent with the positive text, and the content is clearly relevant to a crêperie/bubble tea establishment.",,"['Ice cream shop', 'Bubble tea store', 'Crêperie']"
Whale of a Wash,Pretty clean location kinda busy when i was tgere but maybe not always?,Valid,"The review describes a genuine experience at the car wash location, commenting on cleanliness and business level, which are relevant aspects for a self-service car wash business.",,"['Self service car wash', 'Car detailing service', 'Food', 'Laundry']"
Shotgun Sally's,"Weak drinks! Staff is nice, but let's be honest if the drinks aren't good you're not going to stay.",Valid,"The review provides a genuine experience about the drinks and staff at this bar & grill establishment. The 2-star rating is consistent with the mixed feedback (weak drinks but nice staff), and the content is directly relevant to the business category.",,"['American restaurant', 'Bar & grill', 'Live music venue']"
Sanctuary Events Center,Good atmosphere great sound,Valid,"The review describes a genuine experience at the event venue, commenting on relevant aspects like atmosphere and sound quality, which are appropriate for an event/concert venue. The 4-star rating is consistent with the positive feedback.",,"['Event venue', 'Concert hall', 'Wedding venue']"
Red Raven Espresso Parlor,One of the best if not the best place for coffee. Regular live music from local artists. Support this place!,Valid,"The review describes a genuine experience at the coffee shop, mentioning specific aspects like coffee quality and live music that align with the business categories (Coffee shop, Live music venue). The 5-star rating is consistent with the positive feedback.",,"['Coffee shop', 'Art gallery', 'Comedy club', 'Event venue', 'Live music venue']"
Cenex,Always clean,Valid,"The review describes a genuine experience about the cleanliness of the gas station/truck stop, which is directly relevant to the business category and provides useful information for other customers.",,['Gas station']
Totten Trail,"Great food, great service!",Valid,"The review describes a genuine experience with food and service, which is relevant to the business categories (Bar & grill, Campground, Gas station, Motel) that would typically offer food service. The 5-star rating is consistent with the positive feedback.",,"['Bar & grill', 'Campground', 'Gas station', 'Motel']"
Dempsey's Public House,Live music is spot on,Valid,The review mentions 'live music' which directly relates to the business description that highlights 'live music & karaoke' and the category includes 'Live music venue'. The 4-star rating is consistent with the positive feedback about the live music quality.,"Laid-back tavern featuring cocktails & draft beer, plus basic pub grub, live music & karaoke.","['Bar & grill', 'Casino', 'Irish pub', 'Karaoke bar', 'Live music venue']"
Marcus West Acres Cinema,"Dreamlounger recliners, and reserved seating.",Valid,The review describes specific features of the movie theater (Dreamlounger recliners and reserved seating) that are relevant to the cinema experience and align with the business category and description.,Theater chain for mainstream films; most offer enhanced picture & sound & expanded dining options.,['Movie theater']
Rhombus Guys,We love Rhombus!,Valid,The review expresses genuine positive sentiment about the business with a 5-star rating that matches the enthusiastic text. The comment directly references the business name 'Rhombus' and shows a personal experience.,Gourmet pizzas with plenty of veggie options dished out in a funky storefront with lots of taps.,"['Pizza restaurant', 'Bar', 'Live music venue', 'Restaurant']"
McDonald's,"Its McDonald's,  not a big fan, just quick.",Valid,"The review provides a genuine assessment of the McDonald's experience, mentioning it's quick service but expressing personal preference ('not a big fan'). The 3-star rating aligns with the neutral sentiment, and the content is directly relevant to the fast-food restaurant.",,['Fast food restaurant']
Applebee's Grill + Bar,The food here is ok at best. Anything fried tastes of old grease and everything is dreadfully underseasoned. The dining room is filthy with dirty floors and dead insects and grime on the windowsills. We had 4 different servers during our meal and they all seemed 100% uninterested in us. We decided to give this place one more shot during a charity promotion and will not be back.,Valid,"The review describes a genuine dining experience at Applebee's, providing specific details about food quality, cleanliness, and service. The 1-star rating is consistent with the detailed negative feedback about the restaurant experience.",Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']"
Burger King,I especially love the Burger Kings 2 for 1 meals using the coupon. The Burger Kings North location on 19 the Ave. Is my favourite.,Valid,"The review describes a genuine experience at Burger King, mentioning specific menu items (2 for 1 meals) and a specific location preference. The 4-star rating is consistent with the positive sentiment expressed about the food and service.","Well-known fast-food chain serving grilled burgers, fries & shakes, plus breakfast.","['Restaurant', 'Fast food restaurant']"
Walmart Supercenter,Door greeters are rude hateful & mean !!,Valid,"The review describes a specific experience with door greeters at Walmart, which is directly relevant to the business. Despite the negative tone and 1-star rating, it reflects a genuine customer experience at the location.",,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Albertsons,Friendly staff plenty of good stuff at a good price.,Valid,"The review describes a genuine shopping experience at the grocery store, mentioning staff friendliness and product quality/pricing, which are relevant to Albertsons as a grocery store. The 4-star rating is consistent with the positive feedback.",,['Grocery store']
HuHot Mongolian Grill,"The food is always great here and if you have any complaints about the food they do their best to make it right. The food in the buffet seems well rotated and aside from some ingredients getting mixed up, it can get you to try something nee.

My most recent visit some random stranger paid for my food. Probably one of the nicest things a stranger has ever done for me.",Valid,"The review describes a genuine dining experience at HuHot Mongolian Grill, discussing the food quality, buffet service, and a positive interaction during their visit. The 5-star rating is consistent with the positive experience described.","Chain offering all-you-can-eat, customizable stir-fry dishes in an informal setting.",['Mongolian barbecue restaurant']
Little Caesars Pizza,House made dough and fast service. They are a lot quicker than pizza joints around town.,Valid,"The review describes a genuine experience at Little Caesars Pizza, mentioning specific aspects like house-made dough and fast service that are relevant to the business. The 4-star rating is consistent with the positive feedback about food quality and service speed.","Carry-out chain featuring chicken wings, signature breadsticks & pizza tossed from housemade dough.","['Fast food restaurant', 'American restaurant', 'Chicken wings restaurant', 'Pizza delivery', 'Pizza restaurant', 'Pizza Takeout']"
Ulta Beauty,"Rachel was completely amazing!  A while back I had problems with my card and she helped me for over an hour! So appreciative of all they did! The best Ulta I have been at, awesome customer service, amazing products. My favorite place for makeup and hair products!",Valid,"The review describes a genuine customer service experience at Ulta Beauty, mentioning specific staff help, products (makeup and hair products), and services that align with the business description and category as a cosmetics store and beauty salon. The 5-star rating is consistent with the positive experience described.","Chain with a diverse selection of cosmetics & other beauty products, plus on-site salon services.","['Cosmetics store', 'Beauty salon', 'Hairdresser']"
Wild Terra Cider,Great atmosphere. Beautiful set up. Shuffleboard=awesome 😁 lol very much a specialty place!,Valid,"The review describes a genuine experience at the cider bar, mentioning specific aspects like atmosphere, setup, and shuffleboard amenities. The 4-star rating is consistent with the positive feedback about the venue.",,['Cider bar']
Cobblestone Hotel & Suites - Devils Lake,Nice and quite a Great place for a Get together or For a Lil get away from home.....,Valid,"The review describes a genuine experience at the hotel, mentioning it as a good place for gatherings and getaways, which is relevant to the hotel's purpose and matches the 5-star rating.","Unfussy rooms & suites in a relaxed hotel offering an indoor pool, a hot tub & free breakfast.",['Hotel']
Parrot's Cay Tavern & Grill,It's great,Valid,"The review expresses a positive opinion about the restaurant with a 5-star rating. While the text is brief, 'It's great' is relevant to the Bar & grill/Restaurant business and reflects a genuine positive experience.","Buzzy, Cajun-style grill with a convivial vibe offering lots of beers & spiced-to-order wings.","['Bar & grill', 'Bar', 'Restaurant']"
Willy's,Awesome place.,Valid,"The review expresses a positive sentiment about the bar with a 5-star rating that matches the positive text. While brief, 'Awesome place' is relevant to the business and describes a genuine experience.",,['Bar']
Blvd Pub,Friendlt staff. Clean and busy wguchbus good didnt affect mybwakt tine on amything,Valid,"Despite the numerous typos, the review describes a genuine experience at the pub, mentioning friendly staff, cleanliness, and busy atmosphere with good service timing. The 4-star rating is consistent with the positive feedback, and the content is relevant to a bar & grill establishment.","Bikes hang from the ceiling in this modern pub with bar fare & breakfast, draft beer & deck seating.",['Bar & grill']
Hardee's,Good 👍 food 😋 and $1 pop ya,Valid,"The review describes a genuine positive experience with the food at Hardee's, mentioning 'good food' and '$1 pop' which are relevant to a fast-food restaurant. The 5-star rating aligns with the positive sentiment expressed.",Fast-food chain serving fried chicken & big burgers.,['Fast food restaurant']
Bearscat Bakehouse - Minot,Mouthwatering donuts. Would definitely recommend to friends visiting Minot.,Valid,"The review describes a genuine experience at the bakery, mentioning specific products (donuts) that align with the business category, and provides a positive recommendation with a consistent 5-star rating.",,['Bakery']
Knights of Columbus,Dorothy Bercier had her 80th birthday party! Fun!,Valid,The review describes a genuine experience at the Knights of Columbus location - attending an 80th birthday party. This is relevant to the business as it operates as a fraternal organization and dance hall where such events would typically be held. The positive sentiment matches the 5-star rating.,,['Fraternal organization']
PetSmart,Not a bad place!,Valid,The review provides a genuine opinion about the PetSmart location with a 3-star rating that matches the neutral-positive sentiment of 'Not a bad place!'. The comment is relevant to the business as it evaluates the overall experience at this pet supply store.,"Chain featuring a range of pets, supplies & food (most offer grooming, boarding & other services).","['Pet supply store', 'Pet adoption service', 'Pet groomer', 'Pet trainer']"
Southpointe Service Center,"Ted and his staff are excellent mechanics.
They keep you updated on your vehicle.",Valid,"The review describes a genuine experience with the auto repair service, praising the mechanics and their communication. The 5-star rating is consistent with the positive feedback about the staff and service quality.",,['Auto repair shop']
Mandan Municipal Golf Course,Awesome,Valid,"The review provides a positive assessment ('Awesome') with a 4-star rating that is consistent with the sentiment. While brief, the positive comment is relevant to the golf course experience and represents a genuine review.",,['Golf course']
Golden Lake Acres,Nice camp area clean good food at the restaurant good service,Valid,"The review describes a genuine experience at the resort, mentioning relevant aspects like the camp area, cleanliness, food quality at the restaurant, and service. The 4-star rating aligns with the positive feedback, and the content is directly relevant to the business categories of 'Resort hotel' and 'Restaurant'.",,"['Resort hotel', 'Restaurant']"
Basil | Sushi Bar and Asian Bistro,Good food,Valid,"The review provides a genuine assessment of the food quality at this Asian restaurant, and the 5-star rating is consistent with the positive comment 'Good food'.","Creative rolls, sake drinks & a variety of Asian entrees are presented in cheerful surroundings.","['Japanese restaurant', 'Chinese restaurant', 'Thai restaurant', 'Vietnamese restaurant']"
The Windbreak,Nice place for country music,Valid,The review is relevant to the business as it mentions 'country music' which aligns with the venue's description as a 'Music venue for rock & country bands' and category as a 'Live music venue'. The 4-star rating is consistent with the positive comment 'Nice place'.,"Music venue for rock & country bands, plus a bar with pool, poker, darts, & drink specials.","['Bar', 'Live music venue']"
Homesteaders Restaurant,"We stopped in the late afternoon, and had a dessert. The slices of pie were large and delicious !",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific details about visiting in the late afternoon and ordering dessert (pie). The positive feedback about the pie size and taste is relevant to the American restaurant's food service, and the 4-star rating is consistent with the positive experience described.","Homey diner for old-fashioned American eats, including breakfast, steaks & senior specials.",['American restaurant']
Turtle River State Park,"This place keeps getting better. There is a great little dog park, a bike repair station, warming house next to a sledding hill and so much more. The trails are maintained without over doing it. Beautiful place year around.",Valid,"The review provides a detailed and genuine description of the park's amenities (dog park, bike repair station, warming house, sledding hill, trails) and overall experience. The content is highly relevant to the state park location and the 5-star rating aligns with the positive sentiment expressed.",,"['Park', 'Tourist attraction']"
Pomp's Tire Service,"These guys know what I want, but more so know what I need and communicate well and take care of me like a sister.  Since I travel 150 miles/day commuting I am grateful for the care they show.",Valid,"The review describes a genuine experience at the tire service shop, mentioning specific aspects like staff communication, care, and relevance to the reviewer's high-mileage commuting needs. The 5-star rating aligns with the positive sentiment expressed about the service quality.",,['Tire shop']
Hugo's Family Marketplace,friendly but prices are high,Valid,"The review provides a genuine assessment of the grocery store experience, commenting on staff friendliness and pricing, which are both relevant aspects of a grocery store/marketplace. The 4-star rating is consistent with the mixed feedback (positive staff, negative pricing).",,"['Grocery store', 'Bakery', 'Bank', 'Deli', 'Delivery service', 'Flower designer', 'Meat products', 'Pharmacy', 'Produce market', 'Supermarket']"
JL Beers,Always happy whenever I get the chance to eat out at JL Beers. Their humpty dumpty burger is I so good,Valid,"The review describes a genuine dining experience at JL Beers, specifically mentioning their 'humpty dumpty burger' which aligns with the business being a hamburger restaurant. The positive sentiment matches the 5-star rating, and the content is directly relevant to the restaurant's food offerings.",Relaxed hangout featuring burgers with creative topping combos & an assortment of craft beers.,"['Bar', 'Bar & grill', 'Hamburger restaurant']"
Maytag Laundromat,Great place for all your laundry needs....,Valid,"The review provides a positive assessment of the laundromat's services, which is directly relevant to the business category and name. The 5-star rating is consistent with the positive text about meeting laundry needs.",,['Laundromat']
AmericInn by Wyndham Bismarck,"Very comfortable bed, very friendly staff, great shower pressure, and very clean! Definitely would stay here again!",Valid,"The review describes a genuine hotel stay experience with specific details about the bed comfort, staff friendliness, shower pressure, and cleanliness. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the hotel's services and amenities.","Relaxed rooms & suites in a laid-back hotel with an indoor pool & a gym, plus free hot breakfast.","['Hotel', 'Lodge']"
Happy Harry's Bottle Shops,Great selection,Valid,"The review 'Great selection' is directly relevant to the liquor/beer/wine store categories, as selection is a key aspect customers evaluate when reviewing retail stores. The 5-star rating is consistent with the positive comment.",,"['Liquor store', 'Beer store', 'Wine store']"
Sweet Treats Cupcake Bar,Fantastic cupcakes,Valid,"The review describes a genuine experience with cupcakes at a bakery, and the 4-star rating is consistent with the positive feedback about the product.",,['Bakery']
Comfort Inn,great staff. friendly. helpful.,Valid,The review provides a genuine assessment of the hotel staff experience with positive feedback ('great staff. friendly. helpful.') that is directly relevant to the hotel business. The 5-star rating is consistent with the positive text describing the service quality.,"Relaxed hotel with an exercise room & indoor pool, plus free WiFi, parking & hot breakfast buffet.","['Hotel', 'Lodge']"
Sweet Dreams Confections,Sweet Dreams in the only place in Fargo-Moorhead that carries real Gelato.,Valid,"The review provides a genuine opinion about the business's gelato offerings, which is directly relevant to a confectionery. The 5-star rating is consistent with the positive endorsement of their gelato being the only real gelato in the area.",,['Confectionery']
Minot AFB Visitors Center,"Great helpful staff. Very professional, great men and women of the US Air Force",Valid,"The review describes a genuine experience at the Minot AFB Visitors Center, praising the staff's professionalism and helpfulness. The content is directly relevant to the visitor center category and the 5-star rating is consistent with the positive feedback about the Air Force personnel.",,['Visitor center']
Rest Area- West Bound,Thanks for letting me share,Irrelevant,"The review text 'Thanks for letting me share' is vague and does not relate to the rest area experience, facilities, or services. It appears to be a generic comment unrelated to the location's function as a rest stop.",,['Rest stop']
Ruby Tuesday,Their salad bar is second to none.,Valid,"The review provides a genuine opinion about the salad bar at Ruby Tuesday, which directly relates to the restaurant's description that mentions 'featuring burgers, a salad bar, cocktails'. The 5-star rating is consistent with the positive comment.","Casual chain with American fare, featuring burgers, a salad bar, cocktails & a convivial vibe.","['American restaurant', 'Bar', 'Restaurant']"
Maytag Laundry On 13th,Great variety of washers,Valid,"The review describes a genuine experience at the laundromat, commenting on the washers which is directly relevant to the business category and service provided.",,['Laundromat']
BUCKSKIN BAR & GRILL,Good food,Valid,"The review provides a genuine assessment of the food quality at a bar & grill establishment. The 5-star rating is consistent with the positive comment 'Good food', which directly relates to the business category.",,"['Bar & grill', 'Bar']"
Fargo Billiards and Gastropub,"Food, drinks, and prices are all pretty good. Great for hanging out with some friends and playing pool. Service, when sitting at tables, is always sub-par. Service at the pool tables, and at the bar, are always great.",Valid,"The review provides a genuine experience about the billiards hall and restaurant, discussing specific aspects like food, drinks, prices, pool tables, and service quality at different areas of the establishment. The content is directly relevant to the business category and description, and the 3-star rating aligns with the mixed positive and negative feedback provided.","Sprawling 56-table billiards hall & restaurant serving pub fare, with a full bar & trivia night.","['Bar', 'Billiards supply store', 'Cocktail bar', 'Event venue', 'Pool hall', 'Restaurant']"
Rock 30 Games,Only place I will go for my gaming needs,Valid,"The review expresses a genuine positive experience about the gaming store, with the 5-star rating consistent with the loyal customer sentiment. The text directly relates to the business category as a video game/game store.",,"['Video game store', 'DVD store', 'Electronics repair shop', 'Game store']"
McDonald's,Good fries and Mc doubles. It's McDonald's.,Valid,"The review describes a genuine experience with specific McDonald's menu items (fries and McDoubles) and acknowledges the nature of the establishment. The 2-star rating is consistent with a neutral-to-negative assessment, and the content is directly relevant to the fast-food restaurant.",,['Fast food restaurant']
Fargo Theatre,A fun place to go to hear the organ and watch a movie.,Valid,"The review describes a genuine experience at the theater, mentioning specific features (organ, movies) that align with the business description of a restored 1926 theater showing films and live performances. The 5-star rating is consistent with the positive sentiment.","Restored 1926 vaudeville theater now showing indie & foreign films, live concerts, plays & comedy.",['Movie theater']
Bearscat Bakehouse - Minot,"Good donuts,low price. Friendly staff. Just a few tables. Needs a decorator to give it a cozy,fun feel.",Valid,"The review provides a genuine experience about the bakery, mentioning specific aspects like donuts, pricing, staff friendliness, seating, and atmosphere. The 3-star rating is consistent with the mixed positive and constructive feedback.",,['Bakery']
McDonald's,Good food and fast service.,Valid,"The review describes a genuine dining experience at McDonald's, mentioning 'good food and fast service' which directly relates to the fast-food restaurant's offerings. The 5-star rating is consistent with the positive feedback.",,['Fast food restaurant']
Walmart Supercenter,I do all my monthly shopping at Walmart... Couldn't live without it! 😉,Valid,"The review describes a genuine shopping experience at Walmart, expressing satisfaction with regular monthly shopping there. The 5-star rating is consistent with the positive sentiment, and the content is directly relevant to the department store's services.",,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Mom's Diner,Great food!! Definitely be back,Valid,"The review provides a genuine positive experience about the food quality at the diner, with a 5-star rating that matches the enthusiastic text. The content is directly relevant to the restaurant's category and service.",,"['Diner', 'American restaurant']"
Happy Harry's Bottle Shops,Always top notch!,Valid,"The review expresses a positive experience with 'Always top notch!' which is relevant to a liquor/beer/wine store, and the 5-star rating is consistent with the positive sentiment.",,"['Liquor store', 'Beer store', 'Wine store']"
CosmoProf,Only game in town.,Valid,"The review 'Only game in town' is a common idiom meaning it's the only or best option available locally, which is relevant to a beauty supply store. The 4-star rating is consistent with this positive assessment of the business.",,['Beauty supply store']
Shopko Hometown Oakes,Nice store and well laid out.,Valid,"The review provides a genuine assessment of the store's layout and overall quality, which is directly relevant to a retail establishment. The 5-star rating is consistent with the positive feedback about the store being 'nice' and 'well laid out'.",,"['Home goods store', 'Clothing store', 'Discount store', 'General store']"
Rosie's Place,Great service!,Valid,"The review provides a positive assessment of the service at a bar establishment. While brief, 'Great service!' is directly relevant to the business category (Bar) and expresses a genuine experience with appropriate 5-star rating.",,['Bar']
McDonald's,My kids love MCDONALD'S FOOD!!,Valid,"The review describes a genuine experience at McDonald's, with the reviewer sharing that their kids love the food. The 4-star rating is consistent with the positive sentiment, and the content is directly relevant to the fast-food restaurant.",,['Fast food restaurant']
Best Buy,Great customer service,Valid,"The review provides a genuine assessment of customer service at Best Buy, which is directly relevant to the electronics retail store experience. The 5-star rating is consistent with the positive feedback.","Chain retailer with a large array of brand-name electronics, computers, appliances & more.","['Electronics store', 'Appliance store', 'Computer store', 'Home theater store', 'Music store', 'Video game store', 'Video store']"
Marketplace Foods,Great food,Valid,"The review provides a genuine positive assessment of the food quality at this grocery store, which aligns with the business description mentioning bakery & deli services. The 5-star rating is consistent with the positive comment 'Great food'.","Grocery store offering some organic food, plus a bakery & deli. Some have pharmacies.","['Grocery store', 'Supermarket']"
Cash Wise Foods,"We've been using Cashwise regularly for many years. Clean facility with a great variety of food and some great deals often! The new Rewards program they offer is great as well. Aside from getting the discounts without having to go through all the coupons is great and even better, no more having to save receipts for gas discounts!",Valid,"The review describes a genuine long-term customer experience at Cash Wise Foods, mentioning specific aspects like facility cleanliness, food variety, deals, and their rewards program. The content is directly relevant to a grocery store business and the 5-star rating aligns with the positive experience described.",,"['Grocery store', 'Liquor store']"
Saffron Bistro,"Persian at it's best. Don't be scared to try it, even my picky 13 year old daughter loved it. Customer experience is the best you'll find. So friendly. Stop by, or have Unde Eats deliver.",Valid,"The review describes a genuine dining experience at the Persian restaurant, mentioning specific details about the food quality, family experience, customer service, and delivery options. The 5-star rating is consistent with the positive feedback about the restaurant's cuisine and service.",,"['Persian restaurant', 'Restaurant']"
La Carreta Mexican Restaurant,authentic Mexican! Absolutely best Mexican food and service. The prices are reasonable and the food is amazing 👌😍👌,Valid,"The review describes a genuine dining experience at a Mexican restaurant, praising the authenticity, food quality, service, and prices. The 5-star rating is consistent with the positive text, and the content is clearly relevant to the business category and description.",,"['Mexican restaurant', 'Latin American restaurant']"
Space Aliens Grill & Bar,"This is a great place for children. There's a dozen or two games to play and a good variety of prizes. The service is very inconsistent, the building looks really dingey and unclean and the prices are kind of insane. Has the ability to be great again but needs a lot of TLC.",Valid,"The review provides a genuine, detailed experience about the restaurant, covering multiple aspects like games for children, service quality, cleanliness, and pricing. The content is directly relevant to the space-themed family eatery described, and the 3-star rating aligns with the mixed positive and negative feedback provided.","Mini-chain family eatery with an outer-space theme serving burgers, BBQ & galactic comfort food.",['Bar & grill']
Stamart Travel Center (One9 Fuel Network),Ok,Irrelevant,"The review text 'Ok' is extremely short and vague, providing no specific information about the truck stop, convenience store, or gas station services. The text does not relate to any aspect of the business category or operations, making it irrelevant despite the 5-star rating.",,"['Truck stop', 'Convenience store', 'Gas station']"
East Totten Trail Campground,"Looks like a slum, will never camp there",Rant_Without_Visit,"The reviewer states 'will never camp there', indicating they have not actually visited or stayed at the campground. The 2-star rating reflects negative sentiment based on appearance alone, without describing any actual camping experience.",,['Campground']
