business_name,text,predicted_label,prediction_reason,description,category
White River Fish Market,"Yummy clams, catfish, shrimp, gumbo and hush puppies! Really fresh looking seafood, great friendly personal staff and management and quite clean. One of the best seafood places in the state!!",Valid,"The review describes a genuine dining experience at a seafood market/restaurant, mentioning specific menu items (clams, catfish, shrimp, gumbo, hush puppies) that are directly relevant to the business category and description. The positive comments about food quality, staff, and cleanliness are consistent with the 5-star rating.",Venerable shop offering a big range of fish from both coasts plus a casual seafood cafe.,"['Seafood market', 'Restaurant']"
"Flaunt Salon, Blow Dry Bar",See Leah!,Irrelevant,"The review text 'See Leah!' is extremely short and vague. While it mentions a person's name, it doesn't relate to the hair salon services, experience, or any aspect of the business. The text lacks any connection to hair salon services, styling, or customer experience that would be relevant to this business category.",,['Hair salon']
"Chelino's Mexican Restaurant (427 SW Grand Blvd, OKC)",The waitress was polite even though i spilled salsa on the table behind us.,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning specific details about the waitress's service and an incident with salsa, which are relevant to the restaurant experience. The 5-star rating is consistent with the positive feedback about the staff's politeness.","Casual Mexican chain serving a lengthy menu of traditional fare, from fajitas to fish tacos.","['Mexican restaurant', 'Restaurant']"
Furr's AYCE Marketplace,I was a tad disappointed that they didn’t have much option as far as food. Several of the dishes were dried out even through it was lunch time. Clean place but not well organized.,Valid,"The review provides a genuine dining experience at the buffet restaurant, mentioning specific details about food options, food quality (dried out dishes), cleanliness, and organization. The 3-star rating is consistent with the mixed feedback describing both positive (clean) and negative (limited options, dried food) aspects.",Family-friendly chain offering a buffet of hearty American food including Southern dishes.,"['Buffet restaurant', 'American restaurant', 'Restaurant']"
Pilot Travel Center,"This store is always clean, staff friendly and Moe's is a nice change of pace.",Valid,"The review describes a genuine experience at the travel center, mentioning the cleanliness, friendly staff, and specific food option (Moe's). The 5-star rating is consistent with the positive feedback about the location.",,"['Truck stop', 'Convenience store', 'Gas station']"
Allstate Termite & Pest Solutions,"These guys strive for customer service excellence, and it shows in the work their technicians do. Highly recommend!",Valid,"The review describes a genuine experience with the pest control service, praising customer service and technician work quality. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the business category.",,"['Pest control service', 'Lawn care service']"
Red Robin Gourmet Burgers and Brews,Not too shabby. Just ok.,Valid,The review provides a genuine assessment of the restaurant experience with a neutral 3-star rating that matches the 'just ok' sentiment. The text is brief but relevant to evaluating the food quality at this burger restaurant.,Chain for gourmet burgers & other American comfort fare.,"['Restaurant', 'American restaurant', 'Hamburger restaurant', 'Takeout Restaurant']"
GameStop,"Good selection, helpful folks....",Valid,"The review describes a genuine experience at GameStop, mentioning 'good selection' and 'helpful folks' which are relevant to a video game/electronics store experience, and the 5-star rating is consistent with the positive feedback.","Chain retailer offering new & used video games, plus consoles, controllers & related gear.","['Video game store', 'Cell phone store', 'Collectibles store', 'Electronics store']"
Bass Pro Shops,I needed a adapter for my little Mr. Heater propane heater and they had it in stock.,Valid,"The review describes a genuine shopping experience at Bass Pro Shops, where the customer found a specific outdoor equipment adapter they needed. This is directly relevant to the store's category as a sporting goods store that sells outdoor gear.","Chain known for its large, wilderness-themed stores & wide array of hunting, fishing & outdoor gear.","['Sporting goods store', 'Clothing store', 'Fishing store', 'Hunting store', ""Men's clothing store"", 'Shoe store', 'T-shirt store', ""Women's clothing store""]"
Boomarang Diner Moore,Always great burgers and staff are always smiling and friendly.  This is our go-to place for burgers!,Valid,"The review describes a genuine dining experience at the diner, mentioning specific aspects like burgers and friendly staff. The 5-star rating is consistent with the positive text, and the content is directly relevant to the business (a diner/hamburger restaurant).","'50s-style diner chain for American eats such as burgers & chicken-fried steak, plus breakfast fare.","['Diner', 'American restaurant', 'Hamburger restaurant', 'Restaurant']"
Chimi's Mexican Restaurant,Best salsa and wait-staff was great.,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning specific aspects like salsa and wait staff that are relevant to the business. The 5-star rating is consistent with the positive feedback.","Local chain serving classic Mexican fare & margaritas in a casual, traditional setting.","['Mexican restaurant', 'Latin American restaurant', 'Restaurant']"
Oklahoma State University,Grew up in the land of the Pokes!,Valid,"The review expresses a personal connection to Oklahoma State University ('Pokes' is a common nickname for OSU Cowboys), and the 4-star rating reflects a positive sentiment toward the university. This is a genuine experience related to the location.","Sizable public university founded in 1890 & known for its athletics, science & business programs.","['University', 'Public university']"
Dunegan Collision Repair,Great straight shooters. No BS repair,Valid,"The review describes a genuine experience with the auto body shop, praising their honest approach to repairs. The 5-star rating is consistent with the positive feedback about the service quality.",,['Auto body shop']
Vapor Shark,"Always super friendly and helpful.  My only complaint is I wish they'd carry some of the name brand e juices, but still worth 5 star rating b/c of their staff and service!",Valid,"The review describes a genuine customer experience at the vaporizer store, mentioning staff friendliness, service quality, and product availability (e-juices), which are all relevant to the business category. The 5-star rating is consistent with the overall positive sentiment despite a minor complaint.",,"['Vaporizer store', 'Gift shop', 'Novelty store', 'Tobacco shop']"
Nova,Not to bad of a place,Valid,The review provides a genuine opinion about the gas station with a 3-star rating that matches the moderate positive sentiment expressed in 'Not to bad of a place'. The text is relevant to evaluating the location.,,['Gas station']
McAlister's Deli,The New Yorker is a great sandwich.,Valid,"The review mentions 'The New Yorker' sandwich with positive feedback, which is directly relevant to McAlister's Deli as a sandwich shop. The 5-star rating is consistent with the positive comment about their sandwich.","Easygoing counter-service chain known for its sandwiches, stuffed baked potatoes & sweet tea.","['Sandwich shop', 'Deli', 'Family restaurant', 'Fast food restaurant', 'Restaurant', 'Salad shop', 'Soup restaurant', 'Soup shop']"
Hobby Lobby,Love hobby lobby,Valid,"The review expresses a positive sentiment about Hobby Lobby with a 4-star rating. While brief, the text is directly relevant to the business and represents a genuine customer opinion about the craft store.","Chain carrying a variety of arts & crafts materials, plus party supplies, fabric & home-decor items.","['Craft store', 'Corporate office', 'Fabric store', 'Hobby store', 'Home goods store', 'Picture frame shop', 'Scrapbooking store']"
Sonic Drive-In,Decent chili dog.,Valid,"The review describes a genuine food experience at Sonic Drive-In, mentioning a specific menu item (chili dog) that would be available at this fast-food restaurant. The 4-star rating is consistent with the 'decent' assessment.","Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']"
The Rooftop,Great place for lunch!,Valid,"The review describes a genuine dining experience at the restaurant, mentioning lunch which aligns with the business being a restaurant/bar establishment, and the 4-star rating is consistent with the positive text.","Sports-centric open-air hangout with gourmet pizza & housemade sangria, plus indoor/outdoor seating.","['Restaurant', 'Bar', 'Bar & grill', 'Family restaurant', 'Pizza restaurant', 'Pub', 'Sandwich shop']"
James E. McNellie's Pub,"The service is always great and the food is fantastic. If you want to grab lunch downtown, this is definitely a place to consider! If you want a cold beer, the selection is wonderful.",Valid,"The review describes a genuine dining and drinking experience at the pub, mentioning specific aspects like service, food quality, lunch options, and beer selection. The 5-star rating is consistent with the positive feedback about the establishment's offerings, which align well with the business being a bar/pub serving American fare and beer.","American fare, brunch & hundreds of beers in a laid-back spot modeled on an Irish pub.",['Bar']
Gorō Ramen + Izakaya,"Bowls are small and meat is a little skimp for the price. Still good though. Just want more bang for my buck.

Music is a little too loud sometimes. And the seating is a bit uncomfortable if you don’t like being close to other people",Valid,"The review provides a genuine dining experience at the ramen restaurant, discussing specific aspects like portion sizes, meat quality, pricing, music volume, and seating arrangements. The 3-star rating is consistent with the mixed feedback (positive about taste but concerns about value and atmosphere).","Small, contemporary Japanese noodlehouse & bar offering a variety of ramen, plus patio seating.","['Ramen restaurant', 'Bar', 'Izakaya restaurant', 'Japanese restaurant', 'Restaurant', 'Yakitori restaurant']"
18 Gauge Vapor LLC,"Great service, great juice, great environment! Pool tables, arcade games, plenty of parking.",Valid,"The review describes a genuine experience at the vaporizer store, mentioning relevant aspects like service, products ('juice' refers to vape juice), and amenities (pool tables, arcade games, parking). The 5-star rating is consistent with the positive feedback about the business.",,"['Vaporizer store', 'Cigar shop']"
Hampton Inn & Suites Guthrie,"Very nice, fire alarm went off at 0300 and woke us up.",Valid,"The review describes a genuine hotel experience, mentioning staying overnight and a specific incident with the fire alarm. Despite the inconvenience mentioned, the 5-star rating suggests overall satisfaction with the hotel stay.","Casual rooms in an understated hotel with free hot breakfast, plus an indoor pool & a fitness room.",['Hotel']
James E. McNellie's Pub,The burger deals on Wednesday night are pretty good.,Valid,"The review describes a genuine experience about the food offerings (burger deals on Wednesday night) at this bar/pub, which is relevant to the business category and description of American fare.","American fare, brunch & hundreds of beers in a laid-back spot modeled on an Irish pub.",['Bar']
Pryor Liquors,They got if you need it.,Valid,"The review text 'They got if you need it.' directly relates to the liquor store's inventory and service, indicating they have what customers need. Despite being brief, it's relevant to the business category and represents a genuine experience with a positive 5-star rating.",,['Liquor store']
7 DAY FOOD MART,North Tulsa just wouldn't be the same without this little store 7 days is the go to store when you need a quick little snack a good tasting pop and the staff there are awesome they're always kind weather you sleep out back behind it in the alley or you're from 51st and Lewis you're treated the same thank you seven days,Valid,"The review describes a genuine experience with the convenience store, praising the staff's kindness and the store's role in the community. Despite some unconventional phrasing, it clearly relates to the gas station/convenience store and expresses authentic appreciation for the business and its services.",,['Gas station']
Oklahoma City Zoo,An awesome zoo.,Valid,The review provides a genuine positive assessment of the zoo with a 5-star rating that aligns with the positive text. The comment 'awesome zoo' directly relates to the business category and description.,"Zoo with an array of animals, plus walking trails, shows & attractions such as train tours.","['Zoo', 'Botanical garden', 'Tourist attraction']"
TA Truck Service,Best Breakfast in Oklahoma!!,Valid,"The review describes a positive experience with the breakfast food at this truck stop location, which aligns with the business description that mentions they offer 'fuel & food'. The 5-star rating is consistent with the enthusiastic positive text about the breakfast quality.","Truck-stop chain offering fuel & food. Many have amenities such as laundry rooms, showers & lodging.",['Truck repair shop']
Yuzo Sushi Tapas,"This place is absolutely delicious.
Service is very good and drinks are spot on!",Valid,"The review describes a genuine dining experience at the sushi restaurant, praising the food quality, service, and drinks. The 5-star rating is consistent with the positive feedback, and the content directly relates to the restaurant's offerings as described in the business description and category.","Modern bar & eatery presenting specialty sushi rolls, unique Asian-Latin fusion tapas & cocktails.","['Sushi restaurant', 'Japanese restaurant']"
Taco Bueno,"Nice people, beautiful people",Valid,"The review provides a genuine positive experience about the people/staff at the restaurant, which is relevant to the dining experience at this Mexican fast food establishment. The 5-star rating is consistent with the positive sentiment expressed.","Counter-serve Mexican chain offering tacos, burritos & quesadillas plus a serve-yourself salsa bar.","['Fast food restaurant', 'Mexican restaurant', 'Restaurant']"
Crest Fresh Market,Hands down the best priced groceries,Valid,"The review describes a genuine experience about grocery pricing at the location, which is directly relevant to a grocery store/supermarket, and the 5-star rating is consistent with the positive text.",,"['Grocery store', 'ATM', 'Supermarket']"
Taco Bueno,"Poorly managed, stale chips, incomplete orders and always excuses.  Ordered nacho salad, nothing but chips, lettuce and freaking cheese, where's the f'ing beef!!!!  Called and the excuse tonight was new employees, ummm, then f'ing train them and until then check orders before taking customers money!!!  Just pissed!!!!",Valid,"The review describes a genuine dining experience at the Mexican restaurant, detailing specific issues with food quality (stale chips, incomplete nacho salad order) and service problems. Despite the angry tone and profanity, the reviewer clearly visited the location and provides specific details about their order and interaction with staff.","Counter-serve Mexican chain offering tacos, burritos & quesadillas plus a serve-yourself salsa bar.","['Fast food restaurant', 'Mexican restaurant', 'Restaurant']"
Vast,Vast is a fantastic restaurant 600ft up.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning its elevated location which aligns with the business description of being on the 49th floor. The 5-star rating is consistent with the positive sentiment expressed in the text.","New American fine dining & cocktails on the 49th floor, with private rooms & event space available.","['American restaurant', 'Bar', 'Cocktail bar', 'Event venue', 'Fine dining restaurant', 'Lounge', 'New American restaurant', 'Wedding venue']"
Walmart Neighborhood Market,It's not 24/7 anymore unfortunately,Valid,"The review provides relevant information about the store's operating hours, which is a legitimate aspect of the shopping experience at Walmart Neighborhood Market. The 3-star rating and disappointed tone are consistent with the inconvenience expressed about the changed hours.",,"['Supermarket', 'Deli', 'Department store', 'Discount store', 'Discount supermarket', 'Grocery store', 'Produce market']"
"Chelino's Mexican Restaurant (6509 NW Expressway, OKC)",I called ahead for pick up and they got everything right on my order and didn't miss any of my condiments that I ordered.  They have great food and great service.,Valid,"The review describes a genuine experience with the restaurant, mentioning specific details about pickup service, order accuracy, condiments, food quality, and service. The 5-star rating is consistent with the positive feedback about both food and service quality.","Casual Mexican chain serving a lengthy menu of traditional fare, from fajitas to fish tacos.",['Mexican restaurant']
Earlywine Park,"We went as guests to swim in the pool. $5 per person is great! I called head and found out the price and swim times. We got the about 5 minutes early. The paperwork they required took a full 25 minutes. And I was the only one the two ladies were helping. Already into our swim time, we changed quickly and went into the pool room only to be told they were at max capacity! Apparently the lifeguards are supposed to tell the front deck this but they ""must have forgotten"". We were told we could wait another 30 minutes until a party left and then maybe we could be admitted. No refund was offered. This was very disappointing to my children who were so excited to swim. We waited and were finally able to swim for 1/2 the time. However, if you can't pass a swim test, you have to stay in the baby section. No floaties are allowed with the ""swimmers"". This separated my 3 who wanted to play together and made my timid child feel left out. Overall not a great time.",Valid,"The review describes a genuine visit experience to Earlywine Park's pool facility. The reviewer details specific interactions with staff, waiting times, policies, and their family's swimming experience. The 2-star rating is consistent with the disappointing experience described, and the content is directly relevant to the park's water park amenities mentioned in the description.","99-acre facility offering golf, tennis courts, sports fields, a playground & a water park.","['Park', 'Tourist attraction']"
Daemi Group of Oklahoma,Very friendly staff,Valid,"The review provides a genuine assessment of the staff's friendliness at an insurance agency, which is relevant to the business experience. The 4-star rating is consistent with the positive feedback about the staff.",,['Insurance agency']
Walmart Supercenter,Great,Valid,"The review expresses a positive sentiment ('Great') with a 5-star rating that is consistent with the text. While brief, the comment is relevant to the Walmart Supercenter business and represents a genuine customer experience.",,"['Department store', 'Clothing store', 'Craft store', 'Discount store', 'Electronics store', 'Grocery store', 'Home goods store', 'Sporting goods store', 'Supermarket', 'Toy store']"
Applebee's Grill + Bar,Good baby back ribs.,Valid,"The review describes a genuine dining experience at Applebee's, mentioning 'baby back ribs' which is directly relevant to this American restaurant/bar & grill. The 5-star rating is consistent with the positive comment 'Good'.",Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']"
Jimmy's Round-up Cafe & Fried Pies,"Good food.  Can be crowded during breakfast.  They have a $4.99 breakfast special that includes 2 eggs, 2 bacon, toast, and hash browns.",Valid,"The review describes a genuine dining experience at the cafe, mentioning food quality, crowd levels during breakfast hours, and specific menu details including a breakfast special with pricing. The 4-star rating is consistent with the positive but measured feedback.",,['Cafe']
Craig County Fairgrounds & Community Center,Great fun,Valid,"The review expresses a positive experience ('Great fun') with a 4-star rating at a fairgrounds and community center, which is consistent and relevant to the location's purpose as an event venue.",,['Convention center']
KingsPointe Village,Ok place,Valid,"The review provides a genuine, albeit brief, opinion about the shopping mall with a 3-star rating that matches the neutral sentiment of 'Ok place'.",,['Shopping mall']
Portland Plaza Shopping Center,Went to tikka craze. .love this place. Good food fair prices.,Valid,"The review describes a genuine experience visiting a restaurant (Tikka Craze) within the shopping center, with positive feedback about food quality and pricing that supports the 4-star rating.",,['Shopping mall']
Kure CBD & Vape,Great staff Happy Hour Sunday from noon to 5 pm.,Valid,The review provides relevant information about the business (Great staff) and mentions a specific promotion (Happy Hour Sunday from noon to 5 pm) which is appropriate for a vape/tobacco shop. The 5-star rating is consistent with the positive experience described.,,"['Vaporizer store', 'Tobacco shop']"
Charleston's Restaurant,Rude waitress,Valid,"The review describes a genuine dining experience with specific feedback about service quality at the restaurant. The 2-star rating is consistent with the negative comment about staff behavior, and the content is directly relevant to the restaurant's service.",Casual hangout with sports on TV & a menu of classic American pub fare.,"['American restaurant', 'Restaurant']"
Zollies Restaurant,"Great food, reasonably priced!",Valid,"The review describes a genuine dining experience with positive feedback about the food and pricing, which is directly relevant to the steakhouse restaurant. The 5-star rating is consistent with the positive text.",,['Steak house']
Tool Box,Good service,Valid,"The review provides a genuine assessment of the service quality at a tool/hardware store, with a 4-star rating that matches the positive 'Good service' comment.",,"['Tool store', 'Hardware store']"
Dairy Queen Grill & Chill,"Fast food.
Okay 👌",Valid,The review accurately describes the business as 'Fast food' which directly matches the business category 'Fast food restaurant' and the description mentioning it's a 'fast-food chain'. The neutral 3-star rating is consistent with the 'Okay' assessment.,Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.,"['Fast food restaurant', 'Ice cream shop']"
Taco Bell,"Worse place ever, employees are always rude, and act like it's a problem to take your order.",Valid,"The review describes a genuine experience with the restaurant's service quality, mentioning specific issues with employee behavior and order-taking process. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the fast-food restaurant.","Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
Access Medical Centers - Urgent Care,"I went into the urgent Care center with only one other person ahead of me. It took a short amount of time to get my vitals checked. However, it did take a while for the doctor to come see me and then a little while after to get my discharge papers. I did appreciate the list of approved medications I can take during pregnancy though.",Valid,"The review describes a genuine visit to an urgent care center, detailing the patient's experience with wait times, doctor consultation, and receiving pregnancy-related medical advice. The content is directly relevant to the healthcare services provided by the business, and the 4-star rating aligns with the mixed but overall positive experience described.",,"['Urgent care center', 'Doctor', 'Emergency care service', 'Medical Center', 'Medical clinic', 'Physical examination center', 'STD testing service', 'Walk-in clinic', 'X-ray lab']"
Sooner Motel,Quaint clean affordable pleasant staff,Valid,"The review provides a genuine assessment of the motel experience, describing key aspects like cleanliness, affordability, and staff quality that are directly relevant to a motel stay. The 5-star rating is consistent with the positive descriptors used.",,['Motel']
Super Clean Laundromat,This place is amazingly clean staff is super friendly and helpful. I love doing my laundry here,Valid,"The review describes a genuine experience at the laundromat, mentioning specific aspects like cleanliness and staff friendliness that are directly relevant to the business category and services. The 5-star rating is consistent with the positive feedback.",,"['Laundromat', 'Laundry', 'Laundry service']"
Brown's Shoe Fit Co,"Service realy bad. Manager constant walks away while helping you and at the end ignored us.  Seems we were not quick enough buying. But he gave us nothing that fit properly. Since it was clear he did not want to help us anyfurther, we left and bought the boots at Amazon.",Valid,"The review describes a genuine shopping experience at the shoe store, detailing specific interactions with the manager and service quality. The 2-star rating is consistent with the negative experience described, and the content is directly relevant to the business (shoe fitting service and customer service at a shoe store).","Footwear chain founded in 1911 offering a wide selection of brand-name shoes for men, women & kids.",['Shoe store']
World Liquors,"(Translated by Google) 99th

(Original)
99th",Irrelevant,"The review text '99th' is extremely short and completely unrelated to the liquor store business. The text does not describe any experience, product, or service related to World Liquors, making it irrelevant despite the 5-star rating.",,['Liquor store']
The Flying Monkey Tavern,This place is chill,Valid,"The review provides a genuine, albeit brief, assessment of the bar experience. The word 'chill' is relevant to describing the atmosphere of a tavern/bar, and the 5-star rating is consistent with the positive sentiment expressed.",,['Bar']
Save U Moore,"Love this store. I probably go there 2-3 a week looking for work clothes. Prices are cheap enough that when you ruin your clothes, there's no regrets when you have to throw them in the trash. Staff is very helpful as well.",Valid,"The review describes a genuine shopping experience at the thrift store, mentioning specific details about frequency of visits (2-3 times a week), purpose (work clothes), pricing, and staff helpfulness. The 5-star rating is consistent with the positive experience described.",,['Thrift store']
Taco Mayo,Really good food and for a decent price,Valid,"The review describes a genuine dining experience at the Mexican/fast food restaurant, commenting on food quality and pricing, which is relevant to the business. The 4-star rating is consistent with the positive feedback.",Counter-serve chain starring old-school Tex-Mex eats from tacos to burritos in a colorful setting.,"['Mexican restaurant', 'Fast food restaurant']"
Freeway Cafe West,Very good food and fast,Valid,"The review describes a genuine dining experience at the restaurant, commenting on food quality and service speed, which are relevant to the American restaurant/cafe category. The 5-star rating is consistent with the positive feedback.",,"['American restaurant', 'Cafe', 'Diner', 'Family restaurant']"
All My Sons Moving & Storage,Great service,Valid,The review provides a positive assessment of the moving service with a 5-star rating that is consistent with the brief but relevant feedback about the business's service quality.,,"['Moving and storage service', 'Mover', 'Moving supply store', 'Packaging supply store', 'Piano moving service', 'Storage facility']"
Magnuson Hotel Oklahoma City South,Dusty and outdated..,Valid,The review provides a genuine assessment of the hotel's condition with specific descriptors ('dusty and outdated') that are relevant to hotel accommodation quality. The 1-star rating is consistent with the negative feedback about the property's maintenance and modernization.,,['Hotel']
Crave Hot Dogs & BBQ,"Very courteous staff, great food, fair pricing and casual, cool family environment. Definitely a small business worth supporting!
Thank You, Crave!!",Valid,"The review provides a genuine dining experience at the restaurant, describing specific aspects like staff courtesy, food quality, pricing, and atmosphere. The 5-star rating is consistent with the positive feedback about supporting this small business.",,['Restaurant']
7-Eleven,Easy access to facility.  Plenty of pumps.  Also offer diesel as well as ethanol added and pure gasoline.,Valid,"The review describes a genuine experience at the 7-Eleven location, mentioning specific services like gas pumps, diesel, and different fuel types. The 4-star rating is consistent with the positive assessment of accessibility and fuel options available at this convenience store.","Convenience chain offering grab-&-go bites & beverages, plus assorted newsstand items.",['Convenience store']
Mathis Brothers Furniture,"Bought several pieces from here over the years, and even dropped a pillow on the highway, which they replaced with no hassle. Great service. 4 stars because they could offer better deals on sticker prices, like other stores.",Valid,"The review describes genuine experiences with the furniture store, including multiple purchases over time and a specific customer service experience with a pillow replacement. The 4-star rating aligns with the positive but constructive feedback about service and pricing.",,"['Furniture store', 'Bedroom furniture store', ""Children's furniture store"", 'Kitchen furniture store', 'Office furniture store', 'Outdoor furniture store', 'Sofa store']"
Poppi’s Urban Spa,"My wife and I scheduled the couples massage packet for our anniversary and absolutely loved it. We spent the whole day being pampered and relaxing. The staff were very friendly and kind, and facility was super clean and relaxing. We will definitely be visiting again the future.",Valid,"The review describes a genuine spa experience with specific details about a couples massage, anniversary celebration, staff interaction, and facility cleanliness. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the spa services offered.",,"['Spa', 'Facial spa', 'Massage spa']"
Brookside Diner,"Love this place! Staff are super friendly and attentive, food is so good and they give you great portions for the price!",Valid,"The review describes a genuine dining experience at the diner, praising the staff, food quality, and portion sizes. The 5-star rating is consistent with the positive feedback about the restaurant experience.",,['Diner']
Season's Express,"First time going here, first few bites were good then it tasted like it was old food. Will be trying again to see if I get a different experience.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific details about the food quality and the reviewer's intention to return. The 3-star rating is consistent with the mixed experience described.",,"['Chinese restaurant', 'Fast food restaurant', 'Restaurant']"
"Statuary World, Patio & Fireside",Wasn't the greatest commercial makes it look like a high end place you get there and you kind of shake your head,Valid,"The review describes a genuine experience visiting the location, comparing expectations set by advertising to the actual in-person experience. The 2-star rating is consistent with the disappointed tone about the store's appearance not matching commercial expectations.",,"['Outdoor furniture store', 'Furniture store', 'Home goods store', 'Playground equipment supplier']"
Quartz Mountain State Park,The area around this park looks bad. Maintenance needs to be done and updates surrounding the Park.  This could be such a great weekend retreat if the surrounding area was cleaned up a bit. So sad to see such a beautiful place look so rundown! Tax breaks or grants maybe to the community business owners to help with upkeep... I bet this was a fun weekend retreat at one time!,Valid,"The review provides a genuine assessment of Quartz Mountain State Park, discussing the park's condition, maintenance needs, and potential as a weekend retreat. The content is directly relevant to the park location and reflects a real visitor experience, despite being critical. The 4-star rating aligns with the mixed but constructive feedback.","Designated areas for nature-based activities including hiking, boating, camping, fishing & swimming.","['Park', 'Tourist attraction']"
My Dentist,"just found out,  I needed my wisdom teeth taken out.  very nice and very helpful.  would recommend",Valid,"The review describes a genuine dental experience at the location, mentioning wisdom teeth extraction and positive feedback about the service. The 5-star rating is consistent with the positive text about the dentist being 'very nice and very helpful'.",,['Dentist']
Sunnyside Diner,"Interesting place to say the least. It's a fusion of old and new. Hip new trendy twists on old favorite comfort foods and the wait staff are great. They're all personable and professional. (I was there during a lunch rush on Saturday, so I am thinking it's not a fluke)",Valid,"The review provides a genuine dining experience describing the food concept (fusion of old and new comfort foods), service quality (personable and professional wait staff), and context (lunch rush on Saturday). The content is directly relevant to the diner's description and category, and the 5-star rating aligns with the positive feedback.","Upbeat place for area-sourced, homemade comfort food like blueberry pancakes & meatloaf sandwiches.","['Restaurant', 'Diner']"
Chuy's,Good food. Try the fajitas!,Valid,"The review provides a genuine dining experience at Chuy's, recommending fajitas which aligns with the Tex-Mex restaurant category. The 4-star rating is consistent with the positive feedback about the food quality.","Chain serving ""big as yo' face"" burritos & other Tex-Mex dishes in kitschy, Elvis-heavy settings.","['Tex-Mex restaurant', 'Mexican restaurant', 'Restaurant']"
Braum's Ice Cream & Burger Restaurant,decent ice cream.,Valid,"The review is relevant to the business as it directly comments on the ice cream quality, which matches the business category 'Ice cream shop' and the business name includes 'Ice Cream'. The 3-star rating is consistent with the 'decent' assessment.","Longtime Oklahoma-based chain offering fast-food burgers, ice cream & a full range of groceries.","['Ice cream shop', 'Fast food restaurant', 'Grocery store', 'Hamburger restaurant']"
Golden Chick,"1st time, service good chicken great",Valid,"The review describes a genuine first-time dining experience at Golden Chick, mentioning both service quality and food quality (chicken), which directly relates to the restaurant's specialization in fried & roasted chicken. The 4-star rating is consistent with the positive feedback.","Fast-food chain specializing in fried & roasted chicken, catfish & Southern-style sides.","['American restaurant', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant']"
RibCrib BBQ,"Their sauce is not the best and it usually upsets my stomach, so I don't eat it anymore, but they do have good appetizers.",Valid,"The review describes a genuine dining experience at the BBQ restaurant, mentioning specific food items (sauce, appetizers) that are relevant to the barbecue restaurant category and business description. The reviewer shares both negative (sauce quality, stomach issues) and positive (good appetizers) aspects of their experience, which is typical of an authentic review.","Barbecue chain dishing up ribs, brisket, sandwiches & sides in a laid-back setting.",['Barbecue restaurant']
Camp Heart O' Hills,Awesome camp. Beuatiful grounds very well kept up.,Valid,"The review describes a genuine experience at the camp, praising the grounds and maintenance, which is relevant to a camp location. The 5-star rating is consistent with the positive feedback.",,['Camp']
Red Robin Gourmet Burgers and Brews,"The burger was really good. I had a whiskey something burger, but the fries were cold😐",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific menu items (whiskey burger) and providing feedback on food quality (good burger, cold fries). The 4-star rating is consistent with mixed feedback, and the content is directly relevant to the restaurant's burger offerings.",Chain for gourmet burgers & other American comfort fare.,"['Restaurant', 'American restaurant', 'Hamburger restaurant', 'Takeout Restaurant']"
El Ranchero Food Trucks,Love the tacos!,Valid,"The review expresses genuine appreciation for tacos at a Mexican food truck, which is directly relevant to the business category and description. The 5-star rating is consistent with the positive sentiment.","Low-key mobile food truck offering an array of Mexican standards such as tacos, burritos & tortas.","['Food court', 'Takeout Restaurant']"
Canton Palace Restaurant,Good food prices are nice people little rude,Valid,"The review provides a genuine experience about the restaurant, mentioning food quality, prices, and staff behavior, which are all relevant to dining at a Chinese restaurant. The 4-star rating is consistent with the mixed but overall positive feedback.","Simple Chinese eatery with a long menu of stir-fries & combo meals, plus online ordering & delivery.",['Cantonese restaurant']
Mardel Christian & Education,Always have great sales on books!,Valid,"The review describes a genuine experience about sales on books at a Christian bookstore. The content is directly relevant to the business category and description, and the positive sentiment matches the 5-star rating.","Books, music, gifts & apparel with a Christian focus, for education & homeschool purposes.","['Christian book store', 'Book store', 'Church supply store', 'Educational supply store', 'Gift shop']"
Kiefer Event Center,Great school!!,Irrelevant,"The review text 'Great school!!' refers to a school, but the business is an event venue. The subject of the review (school) does not relate to the business category (event venue) or name (Kiefer Event Center).",,['Event venue']
