business_name,text,predicted_label,prediction_reason
The Capital Grille,"Everything was absolutely wonderful. We were there to celebrate a birthday and the service was nothing short of spectacular. Our server, Nicole, was an all-star!!! This was a birthday my friend won't soon forget. Stellar food, kind and welcoming service, and elegant atmosphere.... It's what we've come to expect from Capital Grill!",Valid,"The review describes a genuine dining experience at The Capital Grille, mentioning specific details like celebrating a birthday, the server Nicole's excellent service, food quality, and atmosphere. The 5-star rating is consistent with the highly positive experience described, and the content is directly relevant to this fine dining restaurant."
Ebersold Park,"Good park. Nice location. Good trees for hammocking, good for sports and a nice playground",Valid,"The review describes a genuine experience at the park, mentioning specific features like trees for hammocking, sports facilities, and playground, which are all relevant to a park location. The 5-star rating is consistent with the positive feedback."
Oberweis Ice Cream and Dairy Store,"Super disappointed!!  This place makes a high profit!! But, they can't give a simple 10% discount to a veteran or AARP person. Someone who has given to their country where they have their freedoms to run their business.  Oooh the manager or shirt supervisor would get in trouble to give a discount...and don't tell the owner...he/she needs the money over $10 for a reg. size shake and 1 scoop of ice cream... Do yourself a favor. Boycott!!!!!",Valid,"The review describes a genuine experience at the ice cream shop, expressing disappointment about the lack of veteran/AARP discounts and high prices. Despite the negative sentiment and 1-star rating, the content is directly relevant to the business's pricing policies and customer service experience."
Tequila Cj Cantina Grill,Good,Valid,"The review provides a genuine, albeit brief, positive assessment of the Mexican restaurant with a 4-star rating that aligns with the 'Good' comment."
Crazy​ ​​Pour Sports Bar,"It was crazy full on a Friday night but we wanted to be able to talk/hear. Hostess graciously sat us in the little side room by the front desk. Perfect! Food is good, too.",Valid,"The review describes a genuine dining experience at the sports bar, mentioning the busy Friday night atmosphere, seating arrangement, and food quality. The 4-star rating is consistent with the positive experience described, and the content is directly relevant to the business."
Egg Harbor Cafe,good food and service,Valid,"The review provides a genuine assessment of the restaurant experience, commenting on both food quality and service, which directly relates to the dining establishment. The 4-star rating is consistent with the positive feedback."
First Sip Cafe,"Nice place.
Also clean bathrooms",Valid,"The review provides a genuine experience about the cafe, mentioning both the overall atmosphere ('Nice place') and specific facility details ('clean bathrooms'). The 5-star rating is consistent with the positive feedback, and the content is relevant to a coffee shop experience."
Road Ranger,"Yup, its a Road Ranger.  Pretty average...associated with Pilot.  24h Subway here has flatizza, yum...better than RR pizza, which is better than the Js pizza.  Mickey Ds and Culvers adjacent. Small parking.",Valid,"The review provides a genuine experience of visiting the Road Ranger location, describing specific details about the food options (Subway with flatizza, comparing different pizza options), mentioning adjacent restaurants (McDonald's and Culver's), and noting practical information like parking availability. The content is directly relevant to a truck stop/convenience store and the 3-star rating aligns with the 'pretty average' assessment."
Aunt Sally's,"Very comfortable surroundings and friendly people and servers! And the prices are very reasonable and nice portions of the the great tasting food!!! I will return for dinner!!!
Al C Estrada
ACE LUMPERS INC",Valid,"The review describes a genuine dining experience with specific details about the atmosphere, service, pricing, food quality, and portions. The reviewer expresses intent to return, which is consistent with the 5-star rating. The signature at the end appears to be the reviewer's name and business, not promotional content."
m.henry,Great food and servers are so nice.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning both food quality and service. The 5-star rating is consistent with the positive feedback, and the content is relevant to the restaurant's offerings."
Buikema's Ace Hardware,"I forgot this place exists sometimes, but the location comes in a pinch when I need some things for the house.",Valid,"The review describes a genuine experience with the hardware store, mentioning its usefulness for household needs, which is directly relevant to the business category and description. The 5-star rating aligns with the positive sentiment expressed."
The Rambler Kitchen & Tap,"Walked in for a Bears game, great outdoor seating, solid drink specials, but our server Laurel was the star of the show. Attentive, super nice, took great care of us, thanks! We'll be back for the next game!",Valid,"The review describes a genuine dining and viewing experience at a sports bar, mentioning specific details like watching a Bears game, outdoor seating, drink specials, and praising a specific server named Laurel. The 5-star rating is consistent with the positive experience described, and the content is highly relevant to the bar & grill establishment."
Midwest Buddhist Temple,Peace & tranquillity,Valid,"The review describes a genuine experience at a Buddhist temple with 'Peace & tranquillity', which is highly relevant to a place of worship. The 5-star rating is consistent with the positive sentiment, and the content directly relates to what visitors would typically experience at this type of location."
Happy Wok,"Good food,  good prices",Valid,"The review provides a genuine assessment of the restaurant experience, commenting on both food quality and pricing, which are directly relevant to Happy Wok as a restaurant. The 4-star rating is consistent with the positive feedback."
Cantina Laredo,Food was amazing!!! Delicious!!! You MUST eat here!!!,Valid,"The review expresses genuine enthusiasm about the food quality at this Mexican restaurant. The 5-star rating is consistent with the highly positive text, and the content is directly relevant to the dining experience at the location."
Jewel-Osco,"Organized, clean and stocked with necessary merchandise.",Valid,"The review describes a genuine shopping experience at the grocery store, commenting on organization, cleanliness, and stock availability which are directly relevant to Jewel-Osco as a grocery store. The 5-star rating is consistent with the positive assessment."
Great Wolf Lodge Water Park | Illinois,Good place to take the kids.,Valid,"The review provides a genuine recommendation about the location being suitable for families with children, which is highly relevant to a water park/family resort. The 5-star rating aligns with the positive sentiment, and the brief comment is appropriate for this type of family entertainment venue."
Willowbrook Kia,This is the best KIA dealer in the Chicago land area!,Valid,"The review expresses a positive opinion about the Kia dealership's quality compared to others in the Chicago area, which is directly relevant to the business category and location. The 5-star rating is consistent with the positive text."
Gizmos Fun Factory,A little expensive but fun for the kids!,Valid,"The review provides a genuine experience about the location, mentioning both cost and entertainment value for children, which is highly relevant to an amusement center. The 4-star rating aligns with the mixed but generally positive sentiment."
The Vitamin Shoppe,Always get my swolltein there and other healthy chomps and drinks. The staff is always friendly and helpful,Valid,"The review describes a genuine shopping experience at The Vitamin Shoppe, mentioning products (protein supplements, healthy food, and drinks) that align with the store's category as a vitamin & supplements store. The positive sentiment matches the 5-star rating, and the mention of friendly, helpful staff indicates actual visits to the location."
Pleasant Hill Antique Mall,"Amazing selection, and friendly staff",Valid,"The review describes a genuine shopping experience at the antique store, mentioning both the selection of items and staff service, which are relevant to an antique mall. The 5-star rating is consistent with the positive feedback."
Costco Wholesale,Great place for quality groceries,Valid,"The review describes a genuine shopping experience at Costco, praising the quality of groceries which is directly relevant to the warehouse store's primary business of selling bulk groceries and other items. The 4-star rating is consistent with the positive text."
Boone County Family Restaurant,Good old school truck stop restaurant,Valid,"The review provides a genuine assessment of the restaurant, describing it as a 'good old school truck stop restaurant' which is relevant to a family restaurant. The 4-star rating is consistent with the positive description, and the content relates directly to the dining experience at the location."
Walmart Supercenter,"The costumer service isn’t always the best.
Today i got really disappointed by the attitude, but I guess i will find some other place to shop",Valid,"The review describes a genuine negative experience with customer service at Walmart, mentions disappointment with staff attitude, and indicates the reviewer shops there. The 1-star rating is consistent with the negative feedback about service quality."
m.henry,Great little place with nice atmosphere. Unique dishes with beautiful presentation and complexity of flavor. I enjoyed everything.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific aspects like atmosphere, dish presentation, and flavor complexity. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's food and dining experience."
Jeffrey Restaurant Inc,Good food..but the neighborhood make it 3 star. Omg order ahead!,Valid,"The review provides a genuine experience about the restaurant, commenting on food quality, neighborhood context, and service recommendation (order ahead). The 3-star rating is consistent with the mixed feedback about good food but concerns about the location."
Red Oak Nature Center,Such a cute little place especially for the kids!! We have two little ones and they loved it so much! Watching the bees hard at work was amazing and walking the trails was a perfect distance for our kids!,Valid,"The review describes a genuine family visit experience at the nature center, mentioning specific activities like watching bees and walking trails that are relevant to a nature preserve. The 5-star rating is consistent with the positive experience described."
Wing Park Shopping Ctr,"Michoacana:
- delicious ice cream!
Walgreens:
- for medical supplies
Dollar general:
- For affordable everyday supplies",Valid,"The review provides genuine feedback about multiple businesses within the shopping center (Michoacana ice cream shop, Walgreens, Dollar General), which is relevant to evaluating the shopping mall as a location. The 5-star rating aligns with the positive comments about the various services available."
Panera Bread,I love the sandwiches and salads!,Valid,The review describes a genuine positive experience with the food offerings (sandwiches and salads) that directly align with the business category as a sandwich shop and salad shop. The 5-star rating is consistent with the positive sentiment expressed.
Hodgkins Park District,"They have one of the biggest slides in the entire area. Most playground locations wouldn't and don't construct a slide like this. A special trip is worth letting your little ones experience this slide... My kids love it! Though at first they were a bit hesitant. I of course had to try it out too, lol.",Valid,"The review describes a genuine experience visiting the park with children, specifically mentioning the playground slide which is relevant to a park/tourist attraction. The 5-star rating aligns with the positive experience described."
McDonald's,"The new McDonald’s should be a shining star. It looks much better than the old place but the employees have gone downhill.
In addition, the chain has a lot of advertisements about a holiday promotion of Snickerdoodle flavored McFlurries. This store has advertising promoting the new product. Ask for it and they say they don’t have it.
Waste of advertising money",Valid,"The review describes a genuine experience at this McDonald's location, discussing the appearance of the new store, employee service quality, and a specific issue with advertised McFlurry flavors not being available. Despite the 1-star rating, the content is relevant to the restaurant and reflects actual visit experiences."
P.F. Chang's,"All the the food is delicious, it's a bit pricey. 18 dollars for Mongolian beef it had so much green onion on it I could have made a salad once all the meat was gone! Great food good service otherwise.",Valid,"The review describes a genuine dining experience at P.F. Chang's, mentioning specific details about the food (Mongolian beef, green onions), pricing, and service quality. The 3-star rating is consistent with the mixed feedback (good food and service but overpriced and too many green onions)."
CHA,Nice everyone was helpful,Valid,"The review describes a genuine experience with the staff at the housing authority, with the 5-star rating consistent with the positive feedback about helpfulness."
Ponce Restaurant,"One of the best places in Chicago for Puerto Rican food. Love the jibaritos, pasteles, tostones etc",Valid,"The review describes a genuine dining experience at a Puerto Rican restaurant, mentioning specific traditional Puerto Rican dishes (jibaritos, pasteles, tostones) that align with the business description and category. The 5-star rating is consistent with the positive experience described."
Palatine Inn Restaurant,"Always great food, and variety",Valid,"The review describes a genuine dining experience at the restaurant, praising the food quality and variety. This aligns well with the business description of serving 'a wide menu of American & Greek specialties' and the restaurant categories. The 5-star rating is consistent with the positive feedback."
Shirl's Drive-In,Very good,Valid,"The review provides a positive assessment of the ice cream shop with a 5-star rating that matches the positive text, indicating a genuine customer experience."
RoccoVino's Italian Restaurant,"two days ago was our first time we came to that restaurant. But It is obviously not the last. We enjoyed the evening very much with the courteous service, with the first-rate cooking and booze and with the decent pay. We will definitely go back there soon.",Valid,"The review describes a genuine dining experience at an Italian restaurant, with specific details about service, food quality, and pricing. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the restaurant's category and description."
Jack Mitchell Motors,A little overpriced,Valid,"The review provides a genuine opinion about pricing at a used car dealer, which is directly relevant to the business. The 3-star rating is consistent with the mild criticism expressed in the text."
Andy's Frozen Custard,Great pineapple Concrete!,Valid,"The review describes a genuine experience with a specific menu item (pineapple Concrete) that is relevant to this frozen custard/ice cream shop, and the 5-star rating is consistent with the positive feedback."
Roscoe Village Pub,"(Translated by Google) Hi Kelly!

(Original)
Hi Kelly!",Irrelevant,"The review content 'Hi Kelly!' is a personal greeting that is completely unrelated to the pub's service, food, atmosphere, or any aspect of the business experience."
Athena’s Family Restaurant,The atmosphere is so cozy and the workers make you feel right at home. And the food is phenomenal!,Valid,"The review describes a genuine dining experience at the family restaurant, mentioning specific aspects like atmosphere, staff service, and food quality. The 5-star rating is consistent with the positive feedback about the restaurant."
Basil Leaf Cafe,"This place is really good, they gave a good variety of food... Pastas, salads, beef, chicken... The wines are really good as well, they have good beers and the service is awesome, plus the prices aren't bad!
Highly recommend if you want to have a good time with your family, friends or date.",Valid,"The review describes a genuine dining experience at Basil Leaf Cafe, mentioning specific menu items (pastas, salads, beef, chicken), drinks (wines, beers), service quality, and pricing. The content is highly relevant to the restaurant's Italian/American cuisine category and the 5-star rating aligns with the positive experience described."
Asian Star,Chicken on a stick and spring rolls! So yummy!,Valid,"The review describes specific food items (chicken on a stick and spring rolls) that are relevant to an Asian/Chinese restaurant, with positive feedback and a 5-star rating that matches the enthusiastic tone."
Autre Monde Cafe & Spirits,Limited menu focused on Mediterranean tapas but great food and a small but unique wine list with some  Eastern European wines you won't find elsewhere,Valid,"The review provides a genuine assessment of the restaurant's Mediterranean tapas menu and wine selection, which is directly relevant to the business description and category. The 5-star rating aligns with the positive feedback about the food quality and unique wine offerings."
Moe's Southwest Grill,"We love Moe's, great prices and tacos",Valid,"The review describes a genuine dining experience at Moe's Southwest Grill, mentioning specific food items (tacos) and pricing that are relevant to this Mexican/Southwestern restaurant. The 5-star rating is consistent with the positive sentiment expressed."
Costco,Good quality  and the merchandise  is in good looking,Valid,"The review describes a genuine shopping experience at Costco, commenting on product quality and appearance, which is relevant to a warehouse store. The 5-star rating is consistent with the positive feedback."
Hawthorne's Backyard,"We chose to sit outside on the back patio. The hostess said there were not any tables available, so we should just have a seat on one of the close out door love seats. Another couple sat across from us and had a beeper, they came after we did. They were seated promptly before us and we did not get seated until almost 40 minutes later. I know this is not a fancy place by any means but the hostess was dressed in a sweater dress with no under clothes. It was kind of offensive. The bartender served us an appetizer and drinks. She was very attentive and apologetic for the hostess's mistakes. The food was okay. Once we were finally seated the atmosphere was all right. I would probably revisit.",Valid,"The review describes a genuine dining experience at the restaurant, detailing specific aspects like seating wait times, staff interactions, food quality, and atmosphere. The 2-star rating is consistent with the mixed experience described (poor service but okay food and atmosphere)."
Ulta Beauty,"Amazing. Staff is super friendly and helpful! Today was my first time getting my hair cut here and it was perfect. If you ever need a haircut as for jackleen, she was perfect, and super sweet! She took her time on my hair and actually paid attention to what I wanted.",Valid,"The review describes a genuine experience getting a haircut at Ulta Beauty's salon services. The content is directly relevant to the business (beauty salon/hairdresser services), mentions specific staff interaction, and the 5-star rating aligns with the positive experience described."
Jerk-N-Go Homewood,"First off, we stood at the front counter and waited for someone to come from out the back.  The young lady finally came out once the phone started ringing and then took the phone order when we had been there waiting.There are no current prices posted however they did take the time to make and post plenty of signs letting people know the prices went up. However there is nothing stating what the prices went up to. I ordered Ox tails with rice and cabbage and my wife ordered the fried wings and fries. The fried wings were grilled and the rest of the food tasted ok. It wasn't 5 minutes after we started eating when my wife said she wasn't feeling to well.  Soon after my stomach started turning. Long story short we both ended up sick. I would never recommend this place.",Valid,"This is a detailed review describing a genuine dining experience at the restaurant. The reviewer provides specific details about their visit including waiting at the counter, ordering specific dishes (ox tails with rice and cabbage, fried wings and fries), food quality issues, and getting sick afterward. The 1-star rating is consistent with the negative experience described."
Schneider Park,"Pulled over while traveling to take a quick nap when I got tired. Nice big parking area where I could be left alone to stretch out in my car and catch an hour power nap. The only complaint I had was that it was a little close to 267, so I could hear every car that drove by and every semi that hit their jake brake when they misjudged the corner. 8/10, would nap here again.",Valid,"The review describes a genuine experience using the park's parking area for rest while traveling. The content is relevant to the location (mentions parking area, proximity to route 267), provides specific details about the experience, and the 4-star rating aligns with the mixed feedback (positive about the parking space, negative about road noise)."
Birrieria Patinos Ocotlan,"Thought I'd be more impressed, but it didn't taste authentic. I cook my own and it's so much better than this which is sad because I really wanted to give it 5 stars but I just can't.",Valid,"The review describes a genuine dining experience at the Mexican restaurant, comparing the food quality to their own cooking. The 3-star rating aligns with the mixed sentiment expressed in the text, and the content is directly relevant to the restaurant's food quality and authenticity."
Egg'lectic Café,"Good food and service. My favorite is the countryside skillet, and my kids love the cinnamon rolls. The cinnamon roll French toast is really good, too.",Valid,"The review describes a genuine dining experience at the breakfast/brunch cafe, mentioning specific menu items (countryside skillet, cinnamon rolls, cinnamon roll French toast) that align with the restaurant's category and description. The 5-star rating is consistent with the positive feedback about food and service."
Rosen Hyundai of Algonquin,"We received amazing customer service from everyone at Rosen Hyundia, but Jared Shaw went above and beyond for us. He really cares about his customers and does what he says. If you are looking for a awesome car and fantastic service go there!",Valid,"The review describes a genuine customer service experience at the Hyundai dealership, specifically mentioning staff member Jared Shaw and praising both the service and recommending the business. The 5-star rating is consistent with the positive feedback about car purchasing experience."
Walmart Supercenter,"(Translated by Google) The Walmart is fine because you find what you need

(Original)
La Walmart está bien porqué incuentras lo que nesecitas",Valid,"The review describes a genuine shopping experience at Walmart, stating that you can find what you need there. The 4-star rating is consistent with the positive assessment, and the content is directly relevant to the department store's services and offerings."
Chick-fil-A,Good place for chicken,Valid,"The review provides a genuine opinion about the chicken at Chick-fil-A, which is directly relevant to this chicken restaurant. The 3-star rating and brief positive comment are consistent with a normal customer experience."
Washington Square Park,It's a beautiful little space that's a nice place to sit down and escape from the city for a bit.,Valid,"The review describes a genuine experience visiting the park, mentioning it as a peaceful place to sit and escape the city, which is relevant to the park's nature as described in the category and description. The 4-star rating is consistent with the positive but measured tone of the review."
Miller's Tap & Liquor Store,2 dollar pbr all day every day,Valid,"The review mentions PBR (Pabst Blue Ribbon beer) pricing, which is directly relevant to a bar and liquor store. The 5-star rating and concise text about drink pricing represents a genuine experience at the location."
Bilona's Nail Spa,Super easy! Reasonably priced,Valid,"The review provides a genuine evaluation of the nail salon experience, commenting on ease of service and pricing, which are relevant aspects for a nail spa business."
Olive Garden Italian Restaurant,"My family and I had a great time there, food was amazing and  service was excellent. My server Andrew did a great job so polite, friendly and helpful.",Valid,"The review describes a genuine dining experience at Olive Garden, mentioning specific details like food quality, service, and even naming the server (Andrew). The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the Italian restaurant."
Native Foods,"Great food, great service.",Valid,"The review provides a genuine assessment of the restaurant experience, commenting on both food quality and service, which are directly relevant to the vegan restaurant business."
Dairy Queen Grill & Chill,Yummy!,Valid,"The review expresses a positive experience ('Yummy!') that is relevant to Dairy Queen, a food establishment. The 5-star rating is consistent with the positive sentiment, and the comment relates to the food/taste experience at this ice cream and fast food restaurant."
Andy's Frozen Custard,"Always great,  love the strawberry sunday!!",Valid,"The review describes a genuine positive experience with a specific menu item (strawberry sundae) at an ice cream shop, and the 5-star rating is consistent with the enthusiastic positive text."
Langostino's Nayarit,Somthing different.,Irrelevant,"The review text 'Something different' is extremely vague and provides no meaningful information about the restaurant experience, food quality, service, or any aspect related to this Mexican seafood restaurant. The short, generic comment fails to demonstrate any genuine engagement with the business."
Allerton Park & Retreat Center,This place is amazing! Very scenic and a gem in central Illinois. It is an experience!,Valid,"The review provides a genuine positive experience about the park, describing it as scenic and calling it a gem in central Illinois. The 5-star rating is consistent with the enthusiastic praise, and the content is directly relevant to a park and tourist attraction."
Condor TV Repair,"Replaced a bad component on my tv fast and TV works perfect, great price... Thank you Condor I'll be back for in the future!",Valid,"The review describes a genuine service experience at the TV repair business, with specific details about getting a component replaced, fast service, good pricing, and successful repair outcome. The 5-star rating is consistent with the positive experience described."
Salon David Anthony,Staff was very friendly and helpful.,Valid,"The review describes a genuine experience at the beauty salon, with positive feedback about staff friendliness and helpfulness. The 5-star rating is consistent with the positive text, and the content is relevant to the salon's services."
Portillo's Hot Dogs,"(Translated by Google) Fast and quality food.

(Original)
Comida rápida y de calidad.",Valid,"The review describes a genuine dining experience at Portillo's, praising the fast service and food quality. This is directly relevant to a fast food/hot dog restaurant, and the 5-star rating is consistent with the positive feedback."
Walmart Supercenter,I store was a hot mess. People on top of each others. Merchandize all in the isles and at customer service desk. No carts or jacked up carts. Can not find a sales person at all. Lines are super long. I will not return to this location.,Valid,"The review describes a genuine shopping experience at Walmart Supercenter with specific details about store conditions (crowded, merchandise in aisles, cart issues, long lines, lack of staff assistance). The 1-star rating is consistent with the detailed negative experience described."
Biela Center,"Early voting a breeze. Hats off to the election people for making voting a fast experience, all the help one could ask for.",Valid,"The review describes a genuine experience at the location, discussing early voting services. While the business is categorized as a senior citizen center, it's common for such community centers to serve as voting locations during elections, making the review relevant to the location's services."
L&M Fine Foods,This place has some of the best sandwiches I've ever had! Everyone is always so friendly and helpful. I love that I can call in an order and by the time I walk over it's hot and ready. I'm so excited for Parkside to open.,Valid,"The review describes a genuine experience at the location, mentioning specific details about sandwiches, friendly staff, ordering process, and service quality. The 5-star rating is consistent with the positive feedback. The mention of 'Parkside to open' appears to be a related location comment and doesn't detract from the core review of L&M Fine Foods."
Supermercado La Gloria,"(Translated by Google) Very good the staff is very kind

(Original)
Muy bien el persanal es muy amable",Valid,"The review provides a genuine experience about the staff being kind at the supermarket, with a 5-star rating that matches the positive sentiment. The bilingual format (translated and original Spanish) is common for Google Maps reviews and doesn't indicate any policy violations."
Rally's,Good guys,Valid,"The review 'Good guys' appears to refer to the staff at Rally's restaurant, which is relevant to the dining experience. While brief, it provides a positive assessment of the people working there, and the 3-star rating is consistent with a moderately positive experience."
Lynn Plaza Shopping Center,Some stores are not good for shopping unless you are multi lingual,Valid,"The review provides a genuine opinion about the shopping experience at Lynn Plaza Shopping Center, noting language barriers as a factor affecting shopping quality. The 3-star rating is consistent with a mixed experience, and the content is directly relevant to shopping at this mall."
Jewel-Osco,Very nice employees.,Valid,"The review provides a genuine assessment of the employee service quality at the grocery store, which is directly relevant to the business. The 5-star rating is consistent with the positive comment about staff."
Harvest Christian Bookstore,I love this store. You go in for one thing and fine so many others. Love it.,Valid,"The review describes a genuine shopping experience at the Christian bookstore, expressing positive sentiment about discovering multiple items beyond what was originally sought. The 5-star rating is consistent with the enthusiastic text."
Old Navy - with Curbside Pickup,I love this store but its always something wrong with their coupons,Valid,"The review describes a genuine experience shopping at Old Navy, mentioning both positive aspects (loving the store) and a specific issue (problems with coupons). The content is directly relevant to the clothing store and reflects an actual customer experience."
Roots Smoke & Vapor Shop,Always have had a good experience here.,Valid,"The review describes a genuine positive experience at the tobacco/vaporizer shop, and the 5-star rating is consistent with the positive text about having good experiences there."
Lake Le-Aqua-Na State Park,great trails for a quick day trip.,Valid,"The review describes a genuine experience at the state park, mentioning 'great trails for a quick day trip' which is directly relevant to the park's hiking amenities mentioned in the description. The 5-star rating is consistent with the positive feedback."
Taco Bell,We ordered six burritos we had to go back because they only gave us five.,Valid,"The review describes a genuine experience at Taco Bell where the customer had an order issue (receiving 5 burritos instead of 6). The content is directly relevant to the restaurant's service, and the 1-star rating is consistent with the negative experience described."
Kuma's Corner,My favorite is the High on Fire burger.,Valid,"The review mentions a specific burger from the menu, which is directly relevant to this bar & grill known for its creative burgers. The 5-star rating is consistent with the positive sentiment expressed."
White Castle,Bread was a little soggy but the food was good..!!,Valid,"The review describes a genuine dining experience at White Castle, commenting on specific food qualities (soggy bread, good food overall). The content is directly relevant to the fast-food restaurant and the 3-star rating is consistent with the mixed feedback provided."
Slice Factory - Melrose Park,They have the best 30 inch pizza you've ever had!,Valid,"The review describes a genuine experience with the pizza at this pizza restaurant, praising the 30-inch pizza size. The 5-star rating is consistent with the positive text, and the content is highly relevant to the business category."
McDonald's,Great fast food,Valid,"The review describes a genuine experience at McDonald's with a positive comment about the fast food, which is directly relevant to the business category and description. The 5-star rating is consistent with the positive text."
Freeburg Ace Hardware,"Went twice this week two people told me they didn't have what i needed
After searching i found the things.  Price was double than big box stores.",Valid,"The review describes a genuine experience visiting the hardware store twice, with specific details about staff assistance and pricing comparison. The 1-star rating is consistent with the negative experience described."
Clippin At Tee Jays Barber Shop,Reese cuts hair wonderfully. Thank you.,Valid,"The review describes a genuine experience at the barber shop, specifically mentioning a barber named Reese and praising their hair cutting service. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the barber shop's services."
Red Robin Gourmet Burgers and Brews,Food not that great. Expensive,Valid,"The review provides a genuine opinion about the food quality and pricing at the restaurant. The 1-star rating is consistent with the negative feedback about food quality and cost, which are relevant aspects of a restaurant experience."
Sam's Club,Very organized,Valid,"The review provides a genuine, brief assessment of the shopping experience at Sam's Club. The positive comment 'Very organized' is relevant to a shopping mall and aligns with the 5-star rating."
Walmart Neighborhood Market,"Nice clean new Grocery Walmart. Brightly lit and inviting. They only have 3 cashiers, it's all about self check out here. Highly recommend their pick up service.",Valid,"The review describes a genuine shopping experience at Walmart Neighborhood Market, discussing specific aspects like cleanliness, lighting, checkout options, and pickup service. The content is directly relevant to the grocery store/supermarket categories, and the 4-star rating aligns with the positive but balanced feedback provided."
Chicago Dough Company,My husbands favorite place.,Valid,"The review expresses a positive sentiment about the location that aligns with the 5-star rating. While brief, the comment indicates familiarity with the business and relates to the pizza restaurant category, suggesting genuine experience."
AMC Machesney Park 14,It is a great place to go to take the kids to do something special with them.,Valid,"The review describes a genuine experience at a movie theater, mentioning taking kids for a special activity, which is directly relevant to the business category and purpose. The 5-star rating is consistent with the positive sentiment expressed."
Ross Dress for Less,Very cheap I like that,Valid,"The review describes a genuine shopping experience at Ross Dress for Less, commenting on the affordable prices which aligns with the store's discount retail model. The 4-star rating is consistent with the positive sentiment about the pricing."
Saigon Vietnamese & Chinese Cuisine,Food is freshly made. Good quality,Valid,"The review describes a genuine dining experience at the restaurant, commenting on food quality and freshness which is directly relevant to a Vietnamese & Chinese restaurant. The 5-star rating is consistent with the positive feedback about the food."
Tony's Fresh Market,"(Translated by Google) Very clean, tidy and good service

(Original)
Muy limpio,ordenado y buen servicio",Valid,"The review describes a genuine shopping experience at the grocery store, praising cleanliness, organization, and service quality. The 5-star rating is consistent with the positive feedback, and the content is relevant to the supermarket business."
Morse Fresh Market,"Really good variety of fresh produce, excellent meats, special ingredients for recipes of various ethnicities. Shelves are stocked densely but efficiently. Good hrlpful staff and quick checkout. Why go to a huge store and pay more?
Highly recommended.",Valid,"The review provides a detailed and genuine assessment of the grocery store experience, mentioning specific aspects like fresh produce, meats, staff helpfulness, and checkout efficiency. The 5-star rating is consistent with the positive feedback, and the content is highly relevant to a fresh food market."
McDonald's,"Horrible service, came here on the 4th of July the place is pretty much empty and took them 20 minutes to give me my order",Valid,"The review describes a genuine dining experience at McDonald's, mentioning specific details like visit date (4th of July), wait time (20 minutes), and service quality. The 1-star rating is consistent with the negative experience described."
WOODED HILLS BAR & GRILL LLC,Nice place to grab something to eat!,Valid,"The review provides a genuine, positive experience about the food at a bar & grill establishment. The 5-star rating is consistent with the positive comment about grabbing something to eat, which is directly relevant to the business category."
Hearty Cafe pancake house,Nice options for vegans.,Valid,"The review mentions vegan options at a breakfast restaurant, which is relevant to the dining experience and food offerings at Hearty Cafe pancake house. The 4-star rating is consistent with the positive comment."
LongHorn Steakhouse,Food is pretty good,Valid,"The review provides a genuine assessment of the food quality at LongHorn Steakhouse, which is directly relevant to the restaurant's core offering as a steakhouse. The 4-star rating aligns with the positive but brief comment about the food being 'pretty good'."
Culver's,A fast food restaurant without the fast food feel.,Valid,"The review provides a genuine assessment of the dining experience at Culver's, noting that despite being a fast food restaurant, it doesn't have the typical fast food atmosphere. This is relevant to the business category and reflects a legitimate customer experience."
Book Nook,"Not particularly friendly staff, but there is a wide selection of books by many authors, covering multiple genres.",Valid,"The review provides a genuine assessment of the bookstore, mentioning both staff service and book selection, which are directly relevant to the business category 'Used book store'. The 3-star rating aligns with the mixed feedback (unfriendly staff but good selection)."
Kohl's,"This is a large Kohl's store, so the variety of products is good.",Valid,"The review provides a genuine assessment of the store's size and product variety, which is directly relevant to Kohl's as a department store. The 4-star rating is consistent with the positive feedback about product selection."
Menards,The employees seemed to be happy where they work. Store was very clean.,Valid,"The review describes a genuine experience at the home improvement store, commenting on employee satisfaction and store cleanliness. The content is relevant to the business and the 5-star rating aligns with the positive observations."
Molly's Cupcakes,"Decor - 5 starts mainly for set of swings as a setting.
Cupcakes got smaller recently. Only filled one are worth your trip. Try peach, Nutella or dark chocolate.",Valid,"The review provides a genuine experience about the cupcake shop, discussing specific aspects like decor (swings), cupcake quality, size changes, and flavor recommendations (peach, Nutella, dark chocolate). The content is directly relevant to the business category and the 4-star rating is consistent with the mixed but generally positive feedback."
Citgo,run down gas station,Valid,"The review provides a genuine assessment of the gas station's condition, which is relevant to the business category and location. The 1-star rating is consistent with the negative description of it being 'run down'."
Fire Bar & Grill,Service is fast!!!!,Valid,"The review provides a genuine comment about the service speed at the restaurant, which is directly relevant to the dining experience at Fire Bar & Grill. The 4-star rating is consistent with the positive feedback about fast service."
Frank's Pizzeria,This place is the best of the best Pizza places I have ever been to. The beef sandwich was out of this world!,Valid,"The review describes a genuine dining experience at Frank's Pizzeria, mentioning both pizza and a beef sandwich which aligns with the restaurant's description of serving classic pies and sandwiches. The 5-star rating is consistent with the highly positive text."
